n,p,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max
23,10,0.0142225,1,0.0142225,0.0142225,0.0142225,91,1,91,91,91
23,10,0.115482,1,0.115482,0.115482,0.115482,837,1,837,837,837
23,10,0.00652084,1,0.00652084,0.00652084,0.00652084,28,1,28,28,28
23,10,0.0387427,1,0.0387427,0.0387427,0.0387427,329,1,329,329,329
23,10,0.00922628,1,0.00922628,0.00922628,0.00922628,75,1,75,75,75
23,10,0.0453787,1,0.0453787,0.0453787,0.0453787,326,1,326,326,326
23,10,0.0602874,1,0.0602874,0.0602874,0.0602874,433,1,433,433,433
23,10,0.0330436,1,0.0330436,0.0330436,0.0330436,261,1,261,261,261
23,10,0.0209483,1,0.0209483,0.0209483,0.0209483,145,1,145,145,145
23,10,0.0337699,1,0.0337699,0.0337699,0.0337699,194,1,194,194,194
23,10,0.0334942,1,0.0334942,0.0334942,0.0334942,300,1,300,300,300
23,10,0.0452042,1,0.0452042,0.0452042,0.0452042,363,1,363,363,363
23,10,0.131921,1,0.131921,0.131921,0.131921,868,1,868,868,868
23,10,0.0527325,1,0.0527325,0.0527325,0.0527325,435,1,435,435,435
23,10,0.038178,1,0.038178,0.038178,0.038178,149,1,149,149,149
23,10,0.00782796,1,0.00782796,0.00782796,0.00782796,29,1,29,29,29
23,10,0.0293483,1,0.0293483,0.0293483,0.0293483,208,1,208,208,208
23,10,0.00962962,1,0.00962962,0.00962962,0.00962962,68,1,68,68,68
23,10,0.0976914,1,0.0976914,0.0976914,0.0976914,747,1,747,747,747
23,10,0.19239,1,0.19239,0.19239,0.19239,1300,1,1300,1300,1300
23,10,0.11563,1,0.11563,0.11563,0.11563,763,1,763,763,763
23,10,0.163406,1,0.163406,0.163406,0.163406,1167,1,1167,1167,1167
23,10,0.143766,1,0.143766,0.143766,0.143766,1089,1,1089,1089,1089
23,10,0.0711734,1,0.0711734,0.0711734,0.0711734,647,1,647,647,647
23,10,0.0475356,1,0.0475356,0.0475356,0.0475356,429,1,429,429,429
23,10,0.0347257,1,0.0347257,0.0347257,0.0347257,275,1,275,275,275
23,10,0.0734163,1,0.0734163,0.0734163,0.0734163,591,1,591,591,591
23,10,0.01309,1,0.01309,0.01309,0.01309,109,1,109,109,109
23,10,0.185167,1,0.185167,0.185167,0.185167,1207,1,1207,1207,1207
23,10,0.0621991,1,0.0621991,0.0621991,0.0621991,484,1,484,484,484
23,10,0.0664832,1,0.0664832,0.0664832,0.0664832,465,1,465,465,465
23,10,0.405322,1,0.405322,0.405322,0.405322,3107,1,3107,3107,3107
23,10,0.276975,1,0.276975,0.276975,0.276975,2152,1,2152,2152,2152
23,10,0.0713148,1,0.0713148,0.0713148,0.0713148,515,1,515,515,515
23,10,0.127149,1,0.127149,0.127149,0.127149,942,1,942,942,942
23,10,0.067835,1,0.067835,0.067835,0.067835,491,1,491,491,491
23,10,0.0323874,1,0.0323874,0.0323874,0.0323874,165,1,165,165,165
23,10,0.0387431,1,0.0387431,0.0387431,0.0387431,299,1,299,299,299
23,10,0.100181,1,0.100181,0.100181,0.100181,695,1,695,695,695
23,10,0.137878,1,0.137878,0.137878,0.137878,1033,1,1033,1033,1033
23,10,0.0593847,1,0.0593847,0.0593847,0.0593847,440,1,440,440,440
23,10,0.0423836,1,0.0423836,0.0423836,0.0423836,292,1,292,292,292
23,10,0.105569,1,0.105569,0.105569,0.105569,899,1,899,899,899
23,10,0.0610581,1,0.0610581,0.0610581,0.0610581,514,1,514,514,514
23,10,0.06239,1,0.06239,0.06239,0.06239,509,1,509,509,509
23,10,0.0853011,1,0.0853011,0.0853011,0.0853011,687,1,687,687,687
23,10,0.0577855,1,0.0577855,0.0577855,0.0577855,486,1,486,486,486
23,10,0.0916858,1,0.0916858,0.0916858,0.0916858,720,1,720,720,720
23,10,0.0660129,1,0.0660129,0.0660129,0.0660129,503,1,503,503,503
23,10,0.0652882,1,0.0652882,0.0652882,0.0652882,565,1,565,565,565
23,10,0.0628423,1,0.0628423,0.0628423,0.0628423,533,1,533,533,533
23,10,0.0697805,1,0.0697805,0.0697805,0.0697805,554,1,554,554,554
23,10,0.0423852,1,0.0423852,0.0423852,0.0423852,371,1,371,371,371
23,10,0.180089,1,0.180089,0.180089,0.180089,1443,1,1443,1443,1443
23,10,0.0205262,1,0.0205262,0.0205262,0.0205262,163,1,163,163,163
23,10,0.0412511,1,0.0412511,0.0412511,0.0412511,235,1,235,235,235
