n,p,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max
29,50,85.3796,1,85.3796,85.3796,85.3796,747904,1,747904,747904,747904
29,50,95.5991,1,95.5991,95.5991,95.5991,750192,1,750192,750192,750192
29,50,148.816,1,148.816,148.816,148.816,1077633,1,1.07763e+06,1077633,1077633
29,50,76.8834,1,76.8834,76.8834,76.8834,558967,1,558967,558967,558967
29,50,173.064,1,173.064,173.064,173.064,1215647,1,1.21565e+06,1215647,1215647
29,50,40.5675,1,40.5675,40.5675,40.5675,254144,1,254144,254144,254144
29,50,73.1777,1,73.1777,73.1777,73.1777,462860,1,462860,462860,462860
29,50,53.0106,1,53.0106,53.0106,53.0106,386820,1,386820,386820,386820
29,50,51.4548,1,51.4548,51.4548,51.4548,383561,1,383561,383561,383561
29,50,51.7066,1,51.7066,51.7066,51.7066,443497,1,443497,443497,443497
29,50,98.6136,1,98.6136,98.6136,98.6136,710031,1,710031,710031,710031
29,50,170.418,1,170.418,170.418,170.418,1581550,1,1.58155e+06,1581550,1581550
29,50,33.2034,1,33.2034,33.2034,33.2034,218980,1,218980,218980,218980
29,50,82.88,1,82.88,82.88,82.88,633731,1,633731,633731,633731
29,50,146.302,1,146.302,146.302,146.302,1221526,1,1.22153e+06,1221526,1221526
29,50,58.9478,1,58.9478,58.9478,58.9478,461667,1,461667,461667,461667
29,50,51.9201,1,51.9201,51.9201,51.9201,441485,1,441485,441485,441485
29,50,31.7323,1,31.7323,31.7323,31.7323,190239,1,190239,190239,190239
29,50,67.5809,1,67.5809,67.5809,67.5809,412185,1,412185,412185,412185
29,50,56.6145,1,56.6145,56.6145,56.6145,316870,1,316870,316870,316870
29,50,108.037,1,108.037,108.037,108.037,713858,1,713858,713858,713858
29,50,13.6224,1,13.6224,13.6224,13.6224,112508,1,112508,112508,112508
29,50,133.229,1,133.229,133.229,133.229,1079961,1,1.07996e+06,1079961,1079961
29,50,106.207,1,106.207,106.207,106.207,809627,1,809627,809627,809627
29,50,53.8145,1,53.8145,53.8145,53.8145,400357,1,400357,400357,400357
29,50,45.4456,1,45.4456,45.4456,45.4456,351042,1,351042,351042,351042
29,50,43.1076,1,43.1076,43.1076,43.1076,355327,1,355327,355327,355327
29,50,58.9603,1,58.9603,58.9603,58.9603,402656,1,402656,402656,402656
29,50,69.4295,1,69.4295,69.4295,69.4295,487771,1,487771,487771,487771
29,50,155.705,1,155.705,155.705,155.705,1130726,1,1.13073e+06,1130726,1130726
29,50,58.3589,1,58.3589,58.3589,58.3589,440197,1,440197,440197,440197
29,50,77.0176,1,77.0176,77.0176,77.0176,522982,1,522982,522982,522982
29,50,111.093,1,111.093,111.093,111.093,761975,1,761975,761975,761975
29,50,65.2942,1,65.2942,65.2942,65.2942,527857,1,527857,527857,527857
29,50,48.4257,1,48.4257,48.4257,48.4257,367930,1,367930,367930,367930
29,50,46.8314,1,46.8314,46.8314,46.8314,289872,1,289872,289872,289872
29,50,83.4281,1,83.4281,83.4281,83.4281,604795,1,604795,604795,604795
29,50,106.473,1,106.473,106.473,106.473,721368,1,721368,721368,721368
29,50,145.779,1,145.779,145.779,145.779,1058403,1,1.0584e+06,1058403,1058403
29,50,47.3682,1,47.3682,47.3682,47.3682,288478,1,288478,288478,288478
29,50,19.8608,1,19.8608,19.8608,19.8608,139178,1,139178,139178,139178
29,50,66.6726,1,66.6726,66.6726,66.6726,446804,1,446804,446804,446804
29,50,38.1896,1,38.1896,38.1896,38.1896,282404,1,282404,282404,282404
29,50,34.5357,1,34.5357,34.5357,34.5357,241340,1,241340,241340,241340
29,50,25.3065,1,25.3065,25.3065,25.3065,226181,1,226181,226181,226181
29,50,83.135,1,83.135,83.135,83.135,628974,1,628974,628974,628974
29,50,129.13,1,129.13,129.13,129.13,874945,1,874945,874945,874945
29,50,36.8869,1,36.8869,36.8869,36.8869,259910,1,259910,259910,259910
29,50,72.5104,1,72.5104,72.5104,72.5104,548137,1,548137,548137,548137
29,50,88.966,1,88.966,88.966,88.966,584076,1,584076,584076,584076
29,50,45.6645,1,45.6645,45.6645,45.6645,327311,1,327311,327311,327311
29,50,68.6349,1,68.6349,68.6349,68.6349,511212,1,511212,511212,511212
29,50,93.7484,1,93.7484,93.7484,93.7484,742919,1,742919,742919,742919
29,50,224.409,1,224.409,224.409,224.409,1678503,1,1.6785e+06,1678503,1678503
29,50,139.656,1,139.656,139.656,139.656,1066833,1,1.06683e+06,1066833,1066833
29,50,37.3334,1,37.3334,37.3334,37.3334,243960,1,243960,243960,243960
29,50,71.7184,1,71.7184,71.7184,71.7184,393184,1,393184,393184,393184
29,50,62.0406,1,62.0406,62.0406,62.0406,479742,1,479742,479742,479742
29,50,45.8917,1,45.8917,45.8917,45.8917,342161,1,342161,342161,342161
29,50,17.174,1,17.174,17.174,17.174,130603,1,130603,130603,130603
29,50,67.1164,1,67.1164,67.1164,67.1164,496307,1,496307,496307,496307
29,50,34.4638,1,34.4638,34.4638,34.4638,211989,1,211989,211989,211989
29,50,49.4966,1,49.4966,49.4966,49.4966,389774,1,389774,389774,389774
29,50,26.1434,1,26.1434,26.1434,26.1434,216014,1,216014,216014,216014
29,50,44.3497,1,44.3497,44.3497,44.3497,379944,1,379944,379944,379944
29,50,124.997,1,124.997,124.997,124.997,841252,1,841252,841252,841252
29,50,24.4442,1,24.4442,24.4442,24.4442,154070,1,154070,154070,154070
29,50,51.9411,1,51.9411,51.9411,51.9411,354494,1,354494,354494,354494
29,50,71.6112,1,71.6112,71.6112,71.6112,473256,1,473256,473256,473256
29,50,123.272,1,123.272,123.272,123.272,1039461,1,1.03946e+06,1039461,1039461
29,50,26.9018,1,26.9018,26.9018,26.9018,219607,1,219607,219607,219607
29,50,63.0258,1,63.0258,63.0258,63.0258,464723,1,464723,464723,464723
29,50,59.0534,1,59.0534,59.0534,59.0534,417095,1,417095,417095,417095
29,50,37.0377,1,37.0377,37.0377,37.0377,330171,1,330171,330171,330171
29,50,39.8465,1,39.8465,39.8465,39.8465,232480,1,232480,232480,232480
29,50,102.059,1,102.059,102.059,102.059,929179,1,929179,929179,929179
29,50,9.22138,1,9.22138,9.22138,9.22138,76799,1,76799,76799,76799
29,50,21.8892,1,21.8892,21.8892,21.8892,145740,1,145740,145740,145740
29,50,117.651,1,117.651,117.651,117.651,735289,1,735289,735289,735289
29,50,14.6573,1,14.6573,14.6573,14.6573,100243,1,100243,100243,100243
29,50,26.5616,1,26.5616,26.5616,26.5616,191818,1,191818,191818,191818
29,50,82.0682,1,82.0682,82.0682,82.0682,720411,1,720411,720411,720411
29,50,25.2497,1,25.2497,25.2497,25.2497,215524,1,215524,215524,215524
29,50,36.494,1,36.494,36.494,36.494,261568,1,261568,261568,261568
29,50,33.3301,1,33.3301,33.3301,33.3301,272955,1,272955,272955,272955
29,50,40.0606,1,40.0606,40.0606,40.0606,267709,1,267709,267709,267709
29,50,71.6863,1,71.6863,71.6863,71.6863,604167,1,604167,604167,604167
29,50,100.467,1,100.467,100.467,100.467,703620,1,703620,703620,703620
29,50,50.2049,1,50.2049,50.2049,50.2049,340625,1,340625,340625,340625
29,50,244.866,1,244.866,244.866,244.866,1957630,1,1.95763e+06,1957630,1957630
29,50,66.5494,1,66.5494,66.5494,66.5494,471904,1,471904,471904,471904
29,50,18.8534,1,18.8534,18.8534,18.8534,143050,1,143050,143050,143050
29,50,179.671,1,179.671,179.671,179.671,1459642,1,1.45964e+06,1459642,1459642
29,50,11.7049,1,11.7049,11.7049,11.7049,89386,1,89386,89386,89386
29,50,63.4528,1,63.4528,63.4528,63.4528,469626,1,469626,469626,469626
29,50,69.3439,1,69.3439,69.3439,69.3439,549919,1,549919,549919,549919
29,50,128.236,1,128.236,128.236,128.236,941618,1,941618,941618,941618
29,50,41.8463,1,41.8463,41.8463,41.8463,286008,1,286008,286008,286008
