n,p,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max
12,10,0.000524709,1,0.000524709,0.000524709,0.000524709,5,1,5,5,5
12,10,0.00150972,1,0.00150972,0.00150972,0.00150972,31,1,31,31,31
12,10,0.000695053,1,0.000695053,0.000695053,0.000695053,7,1,7,7,7
12,10,0.000380162,1,0.000380162,0.000380162,0.000380162,3,1,3,3,3
12,10,0.000719821,1,0.000719821,0.000719821,0.000719821,7,1,7,7,7
12,10,0.00244363,1,0.00244363,0.00244363,0.00244363,49,1,49,49,49
12,10,0.000604231,1,0.000604231,0.000604231,0.000604231,6,1,6,6,6
12,10,0.00159685,1,0.00159685,0.00159685,0.00159685,21,1,21,21,21
12,10,0.002013,1,0.002013,0.002013,0.002013,41,1,41,41,41
12,10,0.000614215,1,0.000614215,0.000614215,0.000614215,7,1,7,7,7
12,10,0.000955083,1,0.000955083,0.000955083,0.000955083,15,1,15,15,15
12,10,0.0010128,1,0.0010128,0.0010128,0.0010128,16,1,16,16,16
12,10,0.000409927,1,0.000409927,0.000409927,0.000409927,3,1,3,3,3
12,10,0.000583741,1,0.000583741,0.000583741,0.000583741,5,1,5,5,5
12,10,0.000521893,1,0.000521893,0.000521893,0.000521893,5,1,5,5,5
12,10,0.000853821,1,0.000853821,0.000853821,0.000853821,16,1,16,16,16
12,10,0.000923098,1,0.000923098,0.000923098,0.000923098,12,1,12,12,12
12,10,0.00115021,1,0.00115021,0.00115021,0.00115021,21,1,21,21,21
12,10,0.000956938,1,0.000956938,0.000956938,0.000956938,15,1,15,15,15
12,10,0.00136776,1,0.00136776,0.00136776,0.00136776,17,1,17,17,17
12,10,0.000974912,1,0.000974912,0.000974912,0.000974912,17,1,17,17,17
12,10,0.00143773,1,0.00143773,0.00143773,0.00143773,17,1,17,17,17
12,10,0.000603518,1,0.000603518,0.000603518,0.000603518,5,1,5,5,5
12,10,0.00161862,1,0.00161862,0.00161862,0.00161862,26,1,26,26,26
12,10,0.000534241,1,0.000534241,0.000534241,0.000534241,5,1,5,5,5
12,10,0.00042979,1,0.00042979,0.00042979,0.00042979,3,1,3,3,3
12,10,0.00120678,1,0.00120678,0.00120678,0.00120678,24,1,24,24,24
12,10,0.000501427,1,0.000501427,0.000501427,0.000501427,5,1,5,5,5
12,10,0.000977818,1,0.000977818,0.000977818,0.000977818,13,1,13,13,13
12,10,0.000444396,1,0.000444396,0.000444396,0.000444396,5,1,5,5,5
12,10,0.000498386,1,0.000498386,0.000498386,0.000498386,5,1,5,5,5
12,10,0.000462528,1,0.000462528,0.000462528,0.000462528,5,1,5,5,5
12,10,0.000460175,1,0.000460175,0.000460175,0.000460175,5,1,5,5,5
12,10,0.000809359,1,0.000809359,0.000809359,0.000809359,9,1,9,9,9
