n,p,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max
15,80,0.0010688,1,0.0010688,0.0010688,0.0010688,20,1,20,20,20
15,80,0.00299635,1,0.00299635,0.00299635,0.00299635,74,1,74,74,74
15,80,0.00356941,1,0.00356941,0.00356941,0.00356941,64,1,64,64,64
15,80,0.00783274,1,0.00783274,0.00783274,0.00783274,183,1,183,183,183
15,80,0.00501297,1,0.00501297,0.00501297,0.00501297,112,1,112,112,112
15,80,0.00723651,1,0.00723651,0.00723651,0.00723651,152,1,152,152,152
15,80,0.0143164,1,0.0143164,0.0143164,0.0143164,357,1,357,357,357
15,80,0.00834845,1,0.00834845,0.00834845,0.00834845,180,1,180,180,180
15,80,0.00534425,1,0.00534425,0.00534425,0.00534425,137,1,137,137,137
15,80,0.00245129,1,0.00245129,0.00245129,0.00245129,46,1,46,46,46
15,80,0.00352093,1,0.00352093,0.00352093,0.00352093,67,1,67,67,67
15,80,0.00159402,1,0.00159402,0.00159402,0.00159402,37,1,37,37,37
15,80,0.00154452,1,0.00154452,0.00154452,0.00154452,31,1,31,31,31
15,80,0.00142045,1,0.00142045,0.00142045,0.00142045,26,1,26,26,26
15,80,0.00534452,1,0.00534452,0.00534452,0.00534452,111,1,111,111,111
15,80,0.000934431,1,0.000934431,0.000934431,0.000934431,16,1,16,16,16
15,80,0.000954417,1,0.000954417,0.000954417,0.000954417,17,1,17,17,17
15,80,0.00317396,1,0.00317396,0.00317396,0.00317396,73,1,73,73,73
15,80,0.00319724,1,0.00319724,0.00319724,0.00319724,64,1,64,64,64
15,80,0.00241942,1,0.00241942,0.00241942,0.00241942,44,1,44,44,44
15,80,0.00313909,1,0.00313909,0.00313909,0.00313909,80,1,80,80,80
15,80,0.00126413,1,0.00126413,0.00126413,0.00126413,27,1,27,27,27
15,80,0.0117793,1,0.0117793,0.0117793,0.0117793,270,1,270,270,270
15,80,0.00129102,1,0.00129102,0.00129102,0.00129102,22,1,22,22,22
15,80,0.00713577,1,0.00713577,0.00713577,0.00713577,159,1,159,159,159
15,80,0.00457175,1,0.00457175,0.00457175,0.00457175,108,1,108,108,108
15,80,0.00677047,1,0.00677047,0.00677047,0.00677047,147,1,147,147,147
15,80,0.00460974,1,0.00460974,0.00460974,0.00460974,116,1,116,116,116
15,80,0.00490981,1,0.00490981,0.00490981,0.00490981,116,1,116,116,116
15,80,0.000551645,1,0.000551645,0.000551645,0.000551645,9,1,9,9,9
15,80,0.00833317,1,0.00833317,0.00833317,0.00833317,190,1,190,190,190
15,80,0.00387575,1,0.00387575,0.00387575,0.00387575,81,1,81,81,81
15,80,0.00167705,1,0.00167705,0.00167705,0.00167705,30,1,30,30,30
15,80,0.00257534,1,0.00257534,0.00257534,0.00257534,72,1,72,72,72
15,80,0.0017811,1,0.0017811,0.0017811,0.0017811,42,1,42,42,42
15,80,0.00295046,1,0.00295046,0.00295046,0.00295046,65,1,65,65,65
