n,p,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max
19,90,0.00126236,1,0.00126236,0.00126236,0.00126236,1,1,1,1,1
19,90,0.00133486,1,0.00133486,0.00133486,0.00133486,1,1,1,1,1
19,90,0.00127231,1,0.00127231,0.00127231,0.00127231,1,1,1,1,1
19,90,0.0246045,1,0.0246045,0.0246045,0.0246045,91,1,91,91,91
19,90,0.0322278,1,0.0322278,0.0322278,0.0322278,115,1,115,115,115
19,90,0.00107004,1,0.00107004,0.00107004,0.00107004,1,1,1,1,1
19,90,0.0548315,1,0.0548315,0.0548315,0.0548315,171,1,171,171,171
19,90,0.00107821,1,0.00107821,0.00107821,0.00107821,1,1,1,1,1
19,90,0.00125445,1,0.00125445,0.00125445,0.00125445,1,1,1,1,1
19,90,0.00126831,1,0.00126831,0.00126831,0.00126831,1,1,1,1,1
19,90,0.00102061,1,0.00102061,0.00102061,0.00102061,1,1,1,1,1
19,90,0.00340826,1,0.00340826,0.00340826,0.00340826,7,1,7,7,7
19,90,0.00136924,1,0.00136924,0.00136924,0.00136924,1,1,1,1,1
19,90,0.00726444,1,0.00726444,0.00726444,0.00726444,23,1,23,23,23
19,90,0.001349,1,0.001349,0.001349,0.001349,1,1,1,1,1
19,90,0.00118293,1,0.00118293,0.00118293,0.00118293,1,1,1,1,1
19,90,0.000937986,1,0.000937986,0.000937986,0.000937986,1,1,1,1,1
19,90,0.00104505,1,0.00104505,0.00104505,0.00104505,1,1,1,1,1
19,90,0.00149662,1,0.00149662,0.00149662,0.00149662,1,1,1,1,1
19,90,0.00125085,1,0.00125085,0.00125085,0.00125085,1,1,1,1,1
19,90,0.0014877,1,0.0014877,0.0014877,0.0014877,1,1,1,1,1
19,90,0.00102962,1,0.00102962,0.00102962,0.00102962,1,1,1,1,1
19,90,0.00109956,1,0.00109956,0.00109956,0.00109956,1,1,1,1,1
19,90,0.00382529,1,0.00382529,0.00382529,0.00382529,13,1,13,13,13
19,90,0.00645596,1,0.00645596,0.00645596,0.00645596,17,1,17,17,17
19,90,0.00223666,1,0.00223666,0.00223666,0.00223666,3,1,3,3,3
19,90,0.00538543,1,0.00538543,0.00538543,0.00538543,9,1,9,9,9
19,90,0.00163208,1,0.00163208,0.00163208,0.00163208,1,1,1,1,1
19,90,0.00664345,1,0.00664345,0.00664345,0.00664345,17,1,17,17,17
19,90,0.00124002,1,0.00124002,0.00124002,0.00124002,1,1,1,1,1
19,90,0.000922804,1,0.000922804,0.000922804,0.000922804,1,1,1,1,1
19,90,0.00101524,1,0.00101524,0.00101524,0.00101524,1,1,1,1,1
19,90,0.00108575,1,0.00108575,0.00108575,0.00108575,1,1,1,1,1
19,90,0.00098134,1,0.00098134,0.00098134,0.00098134,1,1,1,1,1
19,90,0.0245535,1,0.0245535,0.0245535,0.0245535,79,1,79,79,79
19,90,0.00130518,1,0.00130518,0.00130518,0.00130518,1,1,1,1,1
19,90,0.000985755,1,0.000985755,0.000985755,0.000985755,1,1,1,1,1
19,90,0.00156931,1,0.00156931,0.00156931,0.00156931,1,1,1,1,1
19,90,0.0011155,1,0.0011155,0.0011155,0.0011155,1,1,1,1,1
19,90,0.00105822,1,0.00105822,0.00105822,0.00105822,1,1,1,1,1
19,90,0.00198526,1,0.00198526,0.00198526,0.00198526,3,1,3,3,3
19,90,0.00109005,1,0.00109005,0.00109005,0.00109005,1,1,1,1,1
19,90,0.00121582,1,0.00121582,0.00121582,0.00121582,1,1,1,1,1
19,90,0.000753474,1,0.000753474,0.000753474,0.000753474,1,1,1,1,1
19,90,0.000875007,1,0.000875007,0.000875007,0.000875007,1,1,1,1,1
19,90,0.00128399,1,0.00128399,0.00128399,0.00128399,1,1,1,1,1
19,90,0.000979027,1,0.000979027,0.000979027,0.000979027,1,1,1,1,1
19,90,0.000801089,1,0.000801089,0.000801089,0.000801089,1,1,1,1,1
19,90,0.00714203,1,0.00714203,0.00714203,0.00714203,21,1,21,21,21
19,90,0.00166968,1,0.00166968,0.00166968,0.00166968,1,1,1,1,1
19,90,0.00149832,1,0.00149832,0.00149832,0.00149832,1,1,1,1,1
19,90,0.00108346,1,0.00108346,0.00108346,0.00108346,1,1,1,1,1
19,90,0.0132913,1,0.0132913,0.0132913,0.0132913,45,1,45,45,45
19,90,0.00111738,1,0.00111738,0.00111738,0.00111738,1,1,1,1,1
19,90,0.00256015,1,0.00256015,0.00256015,0.00256015,5,1,5,5,5
19,90,0.00200858,1,0.00200858,0.00200858,0.00200858,3,1,3,3,3
19,90,0.0010524,1,0.0010524,0.0010524,0.0010524,1,1,1,1,1
19,90,0.00935814,1,0.00935814,0.00935814,0.00935814,47,1,47,47,47
