n,p,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max
22,50,0.229379,1,0.229379,0.229379,0.229379,1257,1,1257,1257,1257
22,50,16.1814,1,16.1814,16.1814,16.1814,112973,1,112973,112973,112973
22,50,0.747629,1,0.747629,0.747629,0.747629,3885,1,3885,3885,3885
22,50,12.2406,1,12.2406,12.2406,12.2406,69303,1,69303,69303,69303
22,50,0.235592,1,0.235592,0.235592,0.235592,1217,1,1217,1217,1217
22,50,0.0486483,1,0.0486483,0.0486483,0.0486483,225,1,225,225,225
22,50,0.000511766,1,0.000511766,0.000511766,0.000511766,1,1,1,1,1
22,50,0.000479455,1,0.000479455,0.000479455,0.000479455,1,1,1,1,1
22,50,0.0482571,1,0.0482571,0.0482571,0.0482571,233,1,233,233,233
22,50,51.0594,1,51.0594,51.0594,51.0594,325521,1,325521,325521,325521
22,50,0.000411211,1,0.000411211,0.000411211,0.000411211,1,1,1,1,1
22,50,0.0286476,1,0.0286476,0.0286476,0.0286476,123,1,123,123,123
22,50,10.9862,1,10.9862,10.9862,10.9862,68947,1,68947,68947,68947
22,50,0.90074,1,0.90074,0.90074,0.90074,4375,1,4375,4375,4375
22,50,37.9596,1,37.9596,37.9596,37.9596,214309,1,214309,214309,214309
22,50,0.262823,1,0.262823,0.262823,0.262823,1311,1,1311,1311,1311
22,50,5.81657,1,5.81657,5.81657,5.81657,32175,1,32175,32175,32175
22,50,0.039246,1,0.039246,0.039246,0.039246,181,1,181,181,181
22,50,5.94706,1,5.94706,5.94706,5.94706,32581,1,32581,32581,32581
22,50,2.38334,1,2.38334,2.38334,2.38334,11161,1,11161,11161,11161
22,50,0.000459105,1,0.000459105,0.000459105,0.000459105,1,1,1,1,1
22,50,0.000919556,1,0.000919556,0.000919556,0.000919556,3,1,3,3,3
22,50,9.002,1,9.002,9.002,9.002,54821,1,54821,54821,54821
22,50,0.385812,1,0.385812,0.385812,0.385812,2173,1,2173,2173,2173
22,50,16.9938,1,16.9938,16.9938,16.9938,124665,1,124665,124665,124665
22,50,0.0467311,1,0.0467311,0.0467311,0.0467311,231,1,231,231,231
22,50,0.685994,1,0.685994,0.685994,0.685994,3343,1,3343,3343,3343
22,50,0.227716,1,0.227716,0.227716,0.227716,1035,1,1035,1035,1035
22,50,4.43728,1,4.43728,4.43728,4.43728,26225,1,26225,26225,26225
22,50,0.688422,1,0.688422,0.688422,0.688422,4277,1,4277,4277,4277
22,50,0.068001,1,0.068001,0.068001,0.068001,345,1,345,345,345
22,50,0.020866,1,0.020866,0.020866,0.020866,99,1,99,99,99
22,50,1.80437,1,1.80437,1.80437,1.80437,9383,1,9383,9383,9383
22,50,0.0589005,1,0.0589005,0.0589005,0.0589005,293,1,293,293,293
22,50,2.33932,1,2.33932,2.33932,2.33932,12335,1,12335,12335,12335
22,50,22.0436,1,22.0436,22.0436,22.0436,132127,1,132127,132127,132127
22,50,0.000472025,1,0.000472025,0.000472025,0.000472025,1,1,1,1,1
22,50,2.00453,1,2.00453,2.00453,2.00453,11717,1,11717,11717,11717
22,50,1.11715,1,1.11715,1.11715,1.11715,5661,1,5661,5661,5661
22,50,0.320861,1,0.320861,0.320861,0.320861,1441,1,1441,1441,1441
22,50,0.000435173,1,0.000435173,0.000435173,0.000435173,1,1,1,1,1
22,50,0.00208539,1,0.00208539,0.00208539,0.00208539,9,1,9,9,9
22,50,20.5261,1,20.5261,20.5261,20.5261,127309,1,127309,127309,127309
22,50,0.00051502,1,0.00051502,0.00051502,0.00051502,1,1,1,1,1
22,50,15.2656,1,15.2656,15.2656,15.2656,84995,1,84995,84995,84995
22,50,0.975316,1,0.975316,0.975316,0.975316,4721,1,4721,4721,4721
22,50,13.0194,1,13.0194,13.0194,13.0194,72731,1,72731,72731,72731
22,50,25.5751,1,25.5751,25.5751,25.5751,175023,1,175023,175023,175023
22,50,0.000997444,1,0.000997444,0.000997444,0.000997444,3,1,3,3,3
22,50,0.000663753,1,0.000663753,0.000663753,0.000663753,1,1,1,1,1
22,50,1.10757,1,1.10757,1.10757,1.10757,6659,1,6659,6659,6659
22,50,0.0567149,1,0.0567149,0.0567149,0.0567149,255,1,255,255,255
22,50,0.0982092,1,0.0982092,0.0982092,0.0982092,463,1,463,463,463
22,50,4.66726,1,4.66726,4.66726,4.66726,27987,1,27987,27987,27987
22,50,61.4027,1,61.4027,61.4027,61.4027,434491,1,434491,434491,434491
22,50,0.0364863,1,0.0364863,0.0364863,0.0364863,163,1,163,163,163
22,50,0.132129,1,0.132129,0.132129,0.132129,669,1,669,669,669
22,50,0.000468303,1,0.000468303,0.000468303,0.000468303,1,1,1,1,1
22,50,1.9199,1,1.9199,1.9199,1.9199,10801,1,10801,10801,10801
22,50,0.0988296,1,0.0988296,0.0988296,0.0988296,433,1,433,433,433
22,50,1.9315,1,1.9315,1.9315,1.9315,9367,1,9367,9367,9367
22,50,0.000487078,1,0.000487078,0.000487078,0.000487078,1,1,1,1,1
22,50,0.629792,1,0.629792,0.629792,0.629792,3713,1,3713,3713,3713
22,50,6.98163,1,6.98163,6.98163,6.98163,38215,1,38215,38215,38215
22,50,0.00161075,1,0.00161075,0.00161075,0.00161075,5,1,5,5,5
22,50,0.237286,1,0.237286,0.237286,0.237286,1259,1,1259,1259,1259
22,50,0.371618,1,0.371618,0.371618,0.371618,1811,1,1811,1811,1811
22,50,1.0148,1,1.0148,1.0148,1.0148,5091,1,5091,5091,5091
22,50,46.5231,1,46.5231,46.5231,46.5231,283171,1,283171,283171,283171
22,50,0.424779,1,0.424779,0.424779,0.424779,2555,1,2555,2555,2555
22,50,0.582352,1,0.582352,0.582352,0.582352,2873,1,2873,2873,2873
22,50,3.48987,1,3.48987,3.48987,3.48987,18145,1,18145,18145,18145
22,50,9.53668,1,9.53668,9.53668,9.53668,63217,1,63217,63217,63217
22,50,87.7863,1,87.7863,87.7863,87.7863,572633,1,572633,572633,572633
22,50,0.443574,1,0.443574,0.443574,0.443574,2203,1,2203,2203,2203
22,50,15.2666,1,15.2666,15.2666,15.2666,106773,1,106773,106773,106773
22,50,2.85198,1,2.85198,2.85198,2.85198,16027,1,16027,16027,16027
22,50,16.0455,1,16.0455,16.0455,16.0455,112055,1,112055,112055,112055
22,50,3.22843,1,3.22843,3.22843,3.22843,17137,1,17137,17137,17137
22,50,11.2258,1,11.2258,11.2258,11.2258,69433,1,69433,69433,69433
22,50,7.85199,1,7.85199,7.85199,7.85199,39543,1,39543,39543,39543
22,50,0.000511714,1,0.000511714,0.000511714,0.000511714,1,1,1,1,1
22,50,0.0299866,1,0.0299866,0.0299866,0.0299866,137,1,137,137,137
22,50,1.93029,1,1.93029,1.93029,1.93029,12213,1,12213,12213,12213
22,50,14.9977,1,14.9977,14.9977,14.9977,100463,1,100463,100463,100463
22,50,1.45717,1,1.45717,1.45717,1.45717,7709,1,7709,7709,7709
22,50,1.48165,1,1.48165,1.48165,1.48165,7083,1,7083,7083,7083
22,50,26.2906,1,26.2906,26.2906,26.2906,160115,1,160115,160115,160115
22,50,74.756,1,74.756,74.756,74.756,464845,1,464845,464845,464845
22,50,0.651569,1,0.651569,0.651569,0.651569,2779,1,2779,2779,2779
22,50,0.403291,1,0.403291,0.403291,0.403291,1887,1,1887,1887,1887
22,50,13.3096,1,13.3096,13.3096,13.3096,75795,1,75795,75795,75795
22,50,0.362427,1,0.362427,0.362427,0.362427,1799,1,1799,1799,1799
22,50,11.4151,1,11.4151,11.4151,11.4151,75171,1,75171,75171,75171
22,50,191.88,1,191.88,191.88,191.88,1180501,1,1.1805e+06,1180501,1180501
22,50,7.15754,1,7.15754,7.15754,7.15754,38241,1,38241,38241,38241
22,50,0.283095,1,0.283095,0.283095,0.283095,1335,1,1335,1335,1335
22,50,3.41054,1,3.41054,3.41054,3.41054,17015,1,17015,17015,17015
22,50,0.161482,1,0.161482,0.161482,0.161482,789,1,789,789,789
22,50,19.06,1,19.06,19.06,19.06,109579,1,109579,109579,109579
