n,p,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max
5,40,3.2478e-05,1,3.2478e-05,3.2478e-05,3.2478e-05,1,1,1,1,1
5,40,4.9504e-05,1,4.9504e-05,4.9504e-05,4.9504e-05,1,1,1,1,1
5,40,2.9194e-05,1,2.9194e-05,2.9194e-05,2.9194e-05,1,1,1,1,1
5,40,3.8958e-05,1,3.8958e-05,3.8958e-05,3.8958e-05,1,1,1,1,1
5,40,3.4571e-05,1,3.4571e-05,3.4571e-05,3.4571e-05,1,1,1,1,1
5,40,3.7372e-05,1,3.7372e-05,3.7372e-05,3.7372e-05,1,1,1,1,1
5,40,3.4509e-05,1,3.4509e-05,3.4509e-05,3.4509e-05,1,1,1,1,1
5,40,5.6809e-05,1,5.6809e-05,5.6809e-05,5.6809e-05,1,1,1,1,1
5,40,2.9539e-05,1,2.9539e-05,2.9539e-05,2.9539e-05,1,1,1,1,1
5,40,3.0732e-05,1,3.0732e-05,3.0732e-05,3.0732e-05,1,1,1,1,1
5,40,3.0525e-05,1,3.0525e-05,3.0525e-05,3.0525e-05,1,1,1,1,1
5,40,3.4533e-05,1,3.4533e-05,3.4533e-05,3.4533e-05,1,1,1,1,1
5,40,2.9283e-05,1,2.9283e-05,2.9283e-05,2.9283e-05,1,1,1,1,1
5,40,2.9486e-05,1,2.9486e-05,2.9486e-05,2.9486e-05,1,1,1,1,1
5,40,2.9644e-05,1,2.9644e-05,2.9644e-05,2.9644e-05,1,1,1,1,1
5,40,2.7285e-05,1,2.7285e-05,2.7285e-05,2.7285e-05,1,1,1,1,1
5,40,3.0935e-05,1,3.0935e-05,3.0935e-05,3.0935e-05,1,1,1,1,1
5,40,2.9477e-05,1,2.9477e-05,2.9477e-05,2.9477e-05,1,1,1,1,1
5,40,3.0958e-05,1,3.0958e-05,3.0958e-05,3.0958e-05,1,1,1,1,1
5,40,3.5147e-05,1,3.5147e-05,3.5147e-05,3.5147e-05,1,1,1,1,1
5,40,2.7673e-05,1,2.7673e-05,2.7673e-05,2.7673e-05,1,1,1,1,1
5,40,3.8888e-05,1,3.8888e-05,3.8888e-05,3.8888e-05,1,1,1,1,1
5,40,2.7492e-05,1,2.7492e-05,2.7492e-05,2.7492e-05,1,1,1,1,1
5,40,3.0746e-05,1,3.0746e-05,3.0746e-05,3.0746e-05,1,1,1,1,1
5,40,7.1935e-05,1,7.1935e-05,7.1935e-05,7.1935e-05,3,1,3,3,3
5,40,2.9208e-05,1,2.9208e-05,2.9208e-05,2.9208e-05,1,1,1,1,1
5,40,3.7311e-05,1,3.7311e-05,3.7311e-05,3.7311e-05,1,1,1,1,1
5,40,3.855e-05,1,3.855e-05,3.855e-05,3.855e-05,1,1,1,1,1
5,40,3.4764e-05,1,3.4764e-05,3.4764e-05,3.4764e-05,1,1,1,1,1
5,40,2.9403e-05,1,2.9403e-05,2.9403e-05,2.9403e-05,1,1,1,1,1
5,40,3.0945e-05,1,3.0945e-05,3.0945e-05,3.0945e-05,1,1,1,1,1
5,40,3.7105e-05,1,3.7105e-05,3.7105e-05,3.7105e-05,1,1,1,1,1
