n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max
10,10,4511,1000,4.511,0,14,0.290543,1000,0.000290543,0.000168674,0.00217661,9897,1000,9.897,1,103
10,20,9122,1000,9.122,2,17,0.637664,1000,0.000637664,0.000189902,0.00371086,29893,1000,29.893,3,154
10,30,13431,1000,13.431,5,24,1.08985,1000,0.00108985,0.000205545,0.00480313,56008,1000,56.008,6,241
10,40,18054,1000,18.054,6,31,1.70068,1000,0.00170068,0.000206001,0.00735819,90356,1000,90.356,7,335
10,50,22651,1000,22.651,9,32,2.54229,1000,0.00254229,0.000231685,0.0137791,136601,1000,136.601,9,503
10,60,26931,1000,26.931,16,37,3.79114,1000,0.00379114,0.000589879,0.025047,198235,1000,198.235,30,750
10,70,31509,1000,31.509,23,40,5.57273,1000,0.00557273,0.00043209,0.030007,281126,1000,281.126,22,1017
10,80,36018,1000,36.018,27,44,9.20089,1000,0.00920089,0.000706418,0.103314,418989,1000,418.989,43,2296
10,90,40477,1000,40.477,33,45,28.6261,1000,0.0286261,0.00164563,0.399447,889994,1000,889.994,110,5111
