n,p,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max
18,10,12.5067,1000,0.0125067,0.000741604,0.1324,227471,1000,227.471,5,1556
18,20,125.859,1000,0.125859,0.00721584,1.82975,1044878,1000,1044.88,146,7274
18,30,467.764,1000,0.467764,0.0274846,4.16054,2793139,1000,2793.14,353,11261
18,40,1503.37,1000,1.50337,0.0969744,11.2193,5563484,1000,5563.48,923,20626
18,50,3544.26,1000,3.54426,0.203148,37.5357,9362280,1000,9362.28,1721,39078
18,60,7856.35,1000,7.85635,0.310766,78.8481,14889056,1000,14889.1,2697,54414
18,70,19317.2,1000,19.3172,0.833945,332.472,23877228,1000,23877.2,5007,115079
