n,p,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max
17,60,1.16928,1,1.16928,1.16928,1.16928,5531,1,5531,5531,5531
17,60,5.32155,1,5.32155,5.32155,5.32155,12429,1,12429,12429,12429
17,60,0.439614,1,0.439614,0.439614,0.439614,3276,1,3276,3276,3276
17,60,1.53595,1,1.53595,1.53595,1.53595,5886,1,5886,5886,5886
17,60,1.54305,1,1.54305,1.54305,1.54305,7191,1,7191,7191,7191
17,60,0.761622,1,0.761622,0.761622,0.761622,4462,1,4462,4462,4462
17,60,1.77986,1,1.77986,1.77986,1.77986,7571,1,7571,7571,7571
17,60,0.693359,1,0.693359,0.693359,0.693359,4184,1,4184,4184,4184
17,60,1.25045,1,1.25045,1.25045,1.25045,5792,1,5792,5792,5792
17,60,0.854563,1,0.854563,0.854563,0.854563,5819,1,5819,5819,5819
17,60,0.778453,1,0.778453,0.778453,0.778453,4563,1,4563,4563,4563
17,60,0.267435,1,0.267435,0.267435,0.267435,2337,1,2337,2337,2337
17,60,2.85181,1,2.85181,2.85181,2.85181,8286,1,8286,8286,8286
17,60,1.63258,1,1.63258,1.63258,1.63258,6687,1,6687,6687,6687
17,60,4.75569,1,4.75569,4.75569,4.75569,13778,1,13778,13778,13778
17,60,2.37345,1,2.37345,2.37345,2.37345,8335,1,8335,8335,8335
17,60,2.68353,1,2.68353,2.68353,2.68353,10638,1,10638,10638,10638
17,60,1.19483,1,1.19483,1.19483,1.19483,5911,1,5911,5911,5911
17,60,0.812028,1,0.812028,0.812028,0.812028,4929,1,4929,4929,4929
17,60,1.10977,1,1.10977,1.10977,1.10977,5291,1,5291,5291,5291
17,60,1.61925,1,1.61925,1.61925,1.61925,7908,1,7908,7908,7908
17,60,1.22795,1,1.22795,1.22795,1.22795,5886,1,5886,5886,5886
17,60,1.15954,1,1.15954,1.15954,1.15954,5132,1,5132,5132,5132
17,60,2.93751,1,2.93751,2.93751,2.93751,10456,1,10456,10456,10456
17,60,2.22976,1,2.22976,2.22976,2.22976,8045,1,8045,8045,8045
17,60,0.845221,1,0.845221,0.845221,0.845221,5042,1,5042,5042,5042
17,60,2.55785,1,2.55785,2.55785,2.55785,8440,1,8440,8440,8440
17,60,4.25212,1,4.25212,4.25212,4.25212,11190,1,11190,11190,11190
17,60,3.69668,1,3.69668,3.69668,3.69668,10159,1,10159,10159,10159
17,60,1.04826,1,1.04826,1.04826,1.04826,5522,1,5522,5522,5522
17,60,1.93751,1,1.93751,1.93751,1.93751,7449,1,7449,7449,7449
17,60,1.09324,1,1.09324,1.09324,1.09324,6654,1,6654,6654,6654
17,60,1.02203,1,1.02203,1.02203,1.02203,5371,1,5371,5371,5371
17,60,0.558852,1,0.558852,0.558852,0.558852,3903,1,3903,3903,3903
17,60,5.9144,1,5.9144,5.9144,5.9144,13622,1,13622,13622,13622
17,60,8.09187,1,8.09187,8.09187,8.09187,15722,1,15722,15722,15722
