n,p,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max
9,40,0.00069811,1,0.00069811,0.00069811,0.00069811,33,1,33,33,33
9,40,0.0009773,1,0.0009773,0.0009773,0.0009773,51,1,51,51,51
9,40,0.00121961,1,0.00121961,0.00121961,0.00121961,59,1,59,59,59
9,40,0.00075402,1,0.00075402,0.00075402,0.00075402,35,1,35,35,35
9,40,0.000727487,1,0.000727487,0.000727487,0.000727487,37,1,37,37,37
9,40,0.000740161,1,0.000740161,0.000740161,0.000740161,35,1,35,35,35
9,40,0.00193944,1,0.00193944,0.00193944,0.00193944,108,1,108,108,108
9,40,0.000617298,1,0.000617298,0.000617298,0.000617298,29,1,29,29,29
9,40,0.000795274,1,0.000795274,0.000795274,0.000795274,37,1,37,37,37
9,40,0.000570638,1,0.000570638,0.000570638,0.000570638,29,1,29,29,29
9,40,0.000654871,1,0.000654871,0.000654871,0.000654871,34,1,34,34,34
9,40,0.000619847,1,0.000619847,0.000619847,0.000619847,32,1,32,32,32
9,40,0.000709335,1,0.000709335,0.000709335,0.000709335,38,1,38,38,38
9,40,0.000459296,1,0.000459296,0.000459296,0.000459296,20,1,20,20,20
9,40,0.000532366,1,0.000532366,0.000532366,0.000532366,26,1,26,26,26
9,40,0.000820305,1,0.000820305,0.000820305,0.000820305,48,1,48,48,48
9,40,0.00183362,1,0.00183362,0.00183362,0.00183362,100,1,100,100,100
9,40,0.00127696,1,0.00127696,0.00127696,0.00127696,76,1,76,76,76
9,40,0.000581133,1,0.000581133,0.000581133,0.000581133,25,1,25,25,25
9,40,0.00192218,1,0.00192218,0.00192218,0.00192218,104,1,104,104,104
9,40,0.00143589,1,0.00143589,0.00143589,0.00143589,75,1,75,75,75
9,40,0.000546995,1,0.000546995,0.000546995,0.000546995,25,1,25,25,25
9,40,0.0005918,1,0.0005918,0.0005918,0.0005918,26,1,26,26,26
9,40,0.000996671,1,0.000996671,0.000996671,0.000996671,52,1,52,52,52
9,40,0.000693235,1,0.000693235,0.000693235,0.000693235,36,1,36,36,36
9,40,0.000953093,1,0.000953093,0.000953093,0.000953093,48,1,48,48,48
9,40,0.000671639,1,0.000671639,0.000671639,0.000671639,34,1,34,34,34
9,40,0.000610785,1,0.000610785,0.000610785,0.000610785,33,1,33,33,33
