n,p,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max
7,90,0.00106487,1,0.00106487,0.00106487,0.00106487,96,1,96,96,96
7,90,0.00214222,1,0.00214222,0.00214222,0.00214222,187,1,187,187,187
7,90,0.00210738,1,0.00210738,0.00210738,0.00210738,187,1,187,187,187
7,90,0.000210695,1,0.000210695,0.000210695,0.000210695,15,1,15,15,15
7,90,0.000834597,1,0.000834597,0.000834597,0.000834597,76,1,76,76,76
7,90,0.0022111,1,0.0022111,0.0022111,0.0022111,187,1,187,187,187
7,90,0.000841619,1,0.000841619,0.000841619,0.000841619,76,1,76,76,76
7,90,0.00215046,1,0.00215046,0.00215046,0.00215046,187,1,187,187,187
7,90,0.000812893,1,0.000812893,0.000812893,0.000812893,76,1,76,76,76
7,90,0.000439701,1,0.000439701,0.000439701,0.000439701,36,1,36,36,36
7,90,0.00215178,1,0.00215178,0.00215178,0.00215178,187,1,187,187,187
7,90,0.000829072,1,0.000829072,0.000829072,0.000829072,76,1,76,76,76
7,90,0.000819514,1,0.000819514,0.000819514,0.000819514,76,1,76,76,76
7,90,0.00631571,1,0.00631571,0.00631571,0.00631571,442,1,442,442,442
7,90,0.00121741,1,0.00121741,0.00121741,0.00121741,112,1,112,112,112
7,90,0.00213051,1,0.00213051,0.00213051,0.00213051,187,1,187,187,187
7,90,0.00215117,1,0.00215117,0.00215117,0.00215117,187,1,187,187,187
7,90,0.0021158,1,0.0021158,0.0021158,0.0021158,187,1,187,187,187
7,90,0.00215803,1,0.00215803,0.00215803,0.00215803,187,1,187,187,187
7,90,0.00126485,1,0.00126485,0.00126485,0.00126485,112,1,112,112,112
7,90,0.000929867,1,0.000929867,0.000929867,0.000929867,85,1,85,85,85
7,90,0.00217824,1,0.00217824,0.00217824,0.00217824,187,1,187,187,187
7,90,0.00212157,1,0.00212157,0.00212157,0.00212157,187,1,187,187,187
7,90,0.00207684,1,0.00207684,0.00207684,0.00207684,187,1,187,187,187
7,90,0.00213937,1,0.00213937,0.00213937,0.00213937,187,1,187,187,187
7,90,0.00216679,1,0.00216679,0.00216679,0.00216679,187,1,187,187,187
7,90,0.000825115,1,0.000825115,0.000825115,0.000825115,76,1,76,76,76
7,90,0.00124751,1,0.00124751,0.00124751,0.00124751,112,1,112,112,112
7,90,0.00214139,1,0.00214139,0.00214139,0.00214139,187,1,187,187,187
7,90,0.0022181,1,0.0022181,0.0022181,0.0022181,187,1,187,187,187
7,90,0.00218403,1,0.00218403,0.00218403,0.00218403,187,1,187,187,187
7,90,0.000834587,1,0.000834587,0.000834587,0.000834587,76,1,76,76,76
7,90,0.00050534,1,0.00050534,0.00050534,0.00050534,43,1,43,43,43
7,90,0.0021346,1,0.0021346,0.0021346,0.0021346,187,1,187,187,187
7,90,0.000494424,1,0.000494424,0.000494424,0.000494424,43,1,43,43,43
7,90,0.000818348,1,0.000818348,0.000818348,0.000818348,76,1,76,76,76
7,90,0.000829656,1,0.000829656,0.000829656,0.000829656,76,1,76,76,76
7,90,0.00215949,1,0.00215949,0.00215949,0.00215949,187,1,187,187,187
7,90,0.00624244,1,0.00624244,0.00624244,0.00624244,442,1,442,442,442
7,90,0.0011878,1,0.0011878,0.0011878,0.0011878,110,1,110,110,110
7,90,0.00622224,1,0.00622224,0.00622224,0.00622224,442,1,442,442,442
7,90,0.000855736,1,0.000855736,0.000855736,0.000855736,76,1,76,76,76
7,90,0.00214443,1,0.00214443,0.00214443,0.00214443,187,1,187,187,187
7,90,0.000810495,1,0.000810495,0.000810495,0.000810495,76,1,76,76,76
7,90,0.00221053,1,0.00221053,0.00221053,0.00221053,187,1,187,187,187
7,90,0.00219945,1,0.00219945,0.00219945,0.00219945,187,1,187,187,187
7,90,0.00222785,1,0.00222785,0.00222785,0.00222785,187,1,187,187,187
7,90,0.00115464,1,0.00115464,0.00115464,0.00115464,110,1,110,110,110
7,90,0.00222125,1,0.00222125,0.00222125,0.00222125,187,1,187,187,187
7,90,0.00210365,1,0.00210365,0.00210365,0.00210365,187,1,187,187,187
7,90,0.00629553,1,0.00629553,0.00629553,0.00629553,442,1,442,442,442
7,90,0.000824653,1,0.000824653,0.000824653,0.000824653,76,1,76,76,76
7,90,0.00625729,1,0.00625729,0.00625729,0.00625729,442,1,442,442,442
7,90,0.000843379,1,0.000843379,0.000843379,0.000843379,76,1,76,76,76
7,90,0.00216119,1,0.00216119,0.00216119,0.00216119,187,1,187,187,187
7,90,0.00211828,1,0.00211828,0.00211828,0.00211828,187,1,187,187,187
7,90,0.00629839,1,0.00629839,0.00629839,0.00629839,442,1,442,442,442
7,90,0.00208128,1,0.00208128,0.00208128,0.00208128,187,1,187,187,187
7,90,0.000506591,1,0.000506591,0.000506591,0.000506591,43,1,43,43,43
7,90,0.000463467,1,0.000463467,0.000463467,0.000463467,43,1,43,43,43
7,90,0.000900499,1,0.000900499,0.000900499,0.000900499,76,1,76,76,76
7,90,0.0010113,1,0.0010113,0.0010113,0.0010113,96,1,96,96,96
7,90,0.00207996,1,0.00207996,0.00207996,0.00207996,187,1,187,187,187
7,90,0.001086,1,0.001086,0.001086,0.001086,92,1,92,92,92
7,90,0.00226664,1,0.00226664,0.00226664,0.00226664,187,1,187,187,187
7,90,0.000874591,1,0.000874591,0.000874591,0.000874591,76,1,76,76,76
7,90,0.000825384,1,0.000825384,0.000825384,0.000825384,76,1,76,76,76
7,90,0.000817843,1,0.000817843,0.000817843,0.000817843,76,1,76,76,76
7,90,0.000360644,1,0.000360644,0.000360644,0.000360644,29,1,29,29,29
7,90,0.000833762,1,0.000833762,0.000833762,0.000833762,76,1,76,76,76
7,90,0.000811851,1,0.000811851,0.000811851,0.000811851,76,1,76,76,76
7,90,0.00219529,1,0.00219529,0.00219529,0.00219529,187,1,187,187,187
7,90,0.00627559,1,0.00627559,0.00627559,0.00627559,442,1,442,442,442
7,90,0.000825362,1,0.000825362,0.000825362,0.000825362,76,1,76,76,76
7,90,0.0011395,1,0.0011395,0.0011395,0.0011395,110,1,110,110,110
7,90,0.0063226,1,0.0063226,0.0063226,0.0063226,442,1,442,442,442
7,90,0.00221115,1,0.00221115,0.00221115,0.00221115,187,1,187,187,187
7,90,0.00212481,1,0.00212481,0.00212481,0.00212481,187,1,187,187,187
7,90,0.00211641,1,0.00211641,0.00211641,0.00211641,187,1,187,187,187
7,90,0.00632679,1,0.00632679,0.00632679,0.00632679,442,1,442,442,442
7,90,0.00630587,1,0.00630587,0.00630587,0.00630587,442,1,442,442,442
7,90,0.000845285,1,0.000845285,0.000845285,0.000845285,76,1,76,76,76
7,90,0.00220688,1,0.00220688,0.00220688,0.00220688,187,1,187,187,187
7,90,0.000855576,1,0.000855576,0.000855576,0.000855576,76,1,76,76,76
7,90,0.000847075,1,0.000847075,0.000847075,0.000847075,76,1,76,76,76
7,90,0.00208034,1,0.00208034,0.00208034,0.00208034,187,1,187,187,187
7,90,0.000488978,1,0.000488978,0.000488978,0.000488978,43,1,43,43,43
7,90,0.000865858,1,0.000865858,0.000865858,0.000865858,76,1,76,76,76
7,90,0.000818836,1,0.000818836,0.000818836,0.000818836,76,1,76,76,76
7,90,0.0020832,1,0.0020832,0.0020832,0.0020832,187,1,187,187,187
7,90,0.000866324,1,0.000866324,0.000866324,0.000866324,76,1,76,76,76
7,90,0.000826364,1,0.000826364,0.000826364,0.000826364,76,1,76,76,76
7,90,0.00621788,1,0.00621788,0.00621788,0.00621788,442,1,442,442,442
7,90,0.00221045,1,0.00221045,0.00221045,0.00221045,187,1,187,187,187
7,90,0.000821479,1,0.000821479,0.000821479,0.000821479,76,1,76,76,76
7,90,0.00628155,1,0.00628155,0.00628155,0.00628155,442,1,442,442,442
7,90,0.000351709,1,0.000351709,0.000351709,0.000351709,29,1,29,29,29
7,90,0.00209598,1,0.00209598,0.00209598,0.00209598,187,1,187,187,187
7,90,0.000900984,1,0.000900984,0.000900984,0.000900984,76,1,76,76,76
7,90,0.00113984,1,0.00113984,0.00113984,0.00113984,110,1,110,110,110
7,90,0.00220476,1,0.00220476,0.00220476,0.00220476,187,1,187,187,187
7,90,0.00094856,1,0.00094856,0.00094856,0.00094856,87,1,87,87,87
7,90,0.00207975,1,0.00207975,0.00207975,0.00207975,187,1,187,187,187
7,90,0.00630367,1,0.00630367,0.00630367,0.00630367,442,1,442,442,442
7,90,0.00121199,1,0.00121199,0.00121199,0.00121199,112,1,112,112,112
7,90,0.000823773,1,0.000823773,0.000823773,0.000823773,76,1,76,76,76
7,90,0.000512296,1,0.000512296,0.000512296,0.000512296,43,1,43,43,43
7,90,0.00208834,1,0.00208834,0.00208834,0.00208834,187,1,187,187,187
7,90,0.00215394,1,0.00215394,0.00215394,0.00215394,187,1,187,187,187
7,90,0.00101853,1,0.00101853,0.00101853,0.00101853,92,1,92,92,92
7,90,0.00211591,1,0.00211591,0.00211591,0.00211591,187,1,187,187,187
7,90,0.00150619,1,0.00150619,0.00150619,0.00150619,130,1,130,130,130
7,90,0.0020929,1,0.0020929,0.0020929,0.0020929,187,1,187,187,187
7,90,0.000855563,1,0.000855563,0.000855563,0.000855563,76,1,76,76,76
7,90,0.000844614,1,0.000844614,0.000844614,0.000844614,76,1,76,76,76
7,90,0.00624484,1,0.00624484,0.00624484,0.00624484,442,1,442,442,442
7,90,0.000872214,1,0.000872214,0.000872214,0.000872214,76,1,76,76,76
7,90,0.000829651,1,0.000829651,0.000829651,0.000829651,76,1,76,76,76
7,90,0.00216648,1,0.00216648,0.00216648,0.00216648,187,1,187,187,187
7,90,0.00212797,1,0.00212797,0.00212797,0.00212797,187,1,187,187,187
7,90,0.00629503,1,0.00629503,0.00629503,0.00629503,442,1,442,442,442
7,90,0.00622549,1,0.00622549,0.00622549,0.00622549,442,1,442,442,442
7,90,0.00216642,1,0.00216642,0.00216642,0.00216642,187,1,187,187,187
7,90,0.00629398,1,0.00629398,0.00629398,0.00629398,442,1,442,442,442
7,90,0.000898955,1,0.000898955,0.000898955,0.000898955,76,1,76,76,76
7,90,0.00217484,1,0.00217484,0.00217484,0.00217484,187,1,187,187,187
7,90,0.00222173,1,0.00222173,0.00222173,0.00222173,187,1,187,187,187
7,90,0.00209871,1,0.00209871,0.00209871,0.00209871,187,1,187,187,187
7,90,0.00217881,1,0.00217881,0.00217881,0.00217881,187,1,187,187,187
7,90,0.00220185,1,0.00220185,0.00220185,0.00220185,187,1,187,187,187
7,90,0.00215052,1,0.00215052,0.00215052,0.00215052,187,1,187,187,187
7,90,0.00219139,1,0.00219139,0.00219139,0.00219139,187,1,187,187,187
7,90,0.00086339,1,0.00086339,0.00086339,0.00086339,76,1,76,76,76
7,90,0.00101465,1,0.00101465,0.00101465,0.00101465,92,1,92,92,92
7,90,0.00624517,1,0.00624517,0.00624517,0.00624517,442,1,442,442,442
7,90,0.000850813,1,0.000850813,0.000850813,0.000850813,76,1,76,76,76
7,90,0.000827199,1,0.000827199,0.000827199,0.000827199,76,1,76,76,76
