n,p,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max
11,70,0.0072853,1,0.0072853,0.0072853,0.0072853,315,1,315,315,315
11,70,0.00941343,1,0.00941343,0.00941343,0.00941343,351,1,351,351,351
11,70,0.0164427,1,0.0164427,0.0164427,0.0164427,626,1,626,626,626
11,70,0.0138966,1,0.0138966,0.0138966,0.0138966,487,1,487,487,487
11,70,0.0103251,1,0.0103251,0.0103251,0.0103251,438,1,438,438,438
11,70,0.0106875,1,0.0106875,0.0106875,0.0106875,352,1,352,352,352
11,70,0.00492698,1,0.00492698,0.00492698,0.00492698,235,1,235,235,235
11,70,0.0126532,1,0.0126532,0.0126532,0.0126532,480,1,480,480,480
11,70,0.00768437,1,0.00768437,0.00768437,0.00768437,321,1,321,321,321
11,70,0.00799423,1,0.00799423,0.00799423,0.00799423,328,1,328,328,328
11,70,0.016268,1,0.016268,0.016268,0.016268,657,1,657,657,657
11,70,0.00614595,1,0.00614595,0.00614595,0.00614595,304,1,304,304,304
11,70,0.0153003,1,0.0153003,0.0153003,0.0153003,548,1,548,548,548
11,70,0.0112079,1,0.0112079,0.0112079,0.0112079,456,1,456,456,456
11,70,0.0131333,1,0.0131333,0.0131333,0.0131333,500,1,500,500,500
11,70,0.0112301,1,0.0112301,0.0112301,0.0112301,389,1,389,389,389
11,70,0.00346101,1,0.00346101,0.00346101,0.00346101,179,1,179,179,179
11,70,0.0107061,1,0.0107061,0.0107061,0.0107061,424,1,424,424,424
11,70,0.00667792,1,0.00667792,0.00667792,0.00667792,257,1,257,257,257
11,70,0.0146836,1,0.0146836,0.0146836,0.0146836,550,1,550,550,550
11,70,0.085687,1,0.085687,0.085687,0.085687,1496,1,1496,1496,1496
11,70,0.0124148,1,0.0124148,0.0124148,0.0124148,479,1,479,479,479
11,70,0.0216824,1,0.0216824,0.0216824,0.0216824,662,1,662,662,662
11,70,0.007165,1,0.007165,0.007165,0.007165,313,1,313,313,313
11,70,0.0112724,1,0.0112724,0.0112724,0.0112724,448,1,448,448,448
11,70,0.00642655,1,0.00642655,0.00642655,0.00642655,287,1,287,287,287
11,70,0.012975,1,0.012975,0.012975,0.012975,515,1,515,515,515
11,70,0.00653476,1,0.00653476,0.00653476,0.00653476,264,1,264,264,264
11,70,0.0114348,1,0.0114348,0.0114348,0.0114348,422,1,422,422,422
11,70,0.00422055,1,0.00422055,0.00422055,0.00422055,206,1,206,206,206
11,70,0.0199805,1,0.0199805,0.0199805,0.0199805,683,1,683,683,683
11,70,0.017397,1,0.017397,0.017397,0.017397,490,1,490,490,490
11,70,0.00675094,1,0.00675094,0.00675094,0.00675094,295,1,295,295,295
11,70,0.0380082,1,0.0380082,0.0380082,0.0380082,1118,1,1118,1118,1118
11,70,0.0123101,1,0.0123101,0.0123101,0.0123101,457,1,457,457,457
11,70,0.0135732,1,0.0135732,0.0135732,0.0135732,514,1,514,514,514
11,70,0.013627,1,0.013627,0.013627,0.013627,454,1,454,454,454
11,70,0.0229437,1,0.0229437,0.0229437,0.0229437,605,1,605,605,605
11,70,0.00734716,1,0.00734716,0.00734716,0.00734716,316,1,316,316,316
11,70,0.00693512,1,0.00693512,0.00693512,0.00693512,295,1,295,295,295
11,70,0.0106446,1,0.0106446,0.0106446,0.0106446,426,1,426,426,426
11,70,0.00703561,1,0.00703561,0.00703561,0.00703561,267,1,267,267,267
11,70,0.00582323,1,0.00582323,0.00582323,0.00582323,267,1,267,267,267
11,70,0.0232155,1,0.0232155,0.0232155,0.0232155,691,1,691,691,691
11,70,0.00485472,1,0.00485472,0.00485472,0.00485472,225,1,225,225,225
11,70,0.00417292,1,0.00417292,0.00417292,0.00417292,195,1,195,195,195
11,70,0.00430281,1,0.00430281,0.00430281,0.00430281,189,1,189,189,189
11,70,0.00457356,1,0.00457356,0.00457356,0.00457356,215,1,215,215,215
11,70,0.00392962,1,0.00392962,0.00392962,0.00392962,199,1,199,199,199
11,70,0.00564671,1,0.00564671,0.00564671,0.00564671,243,1,243,243,243
11,70,0.00521971,1,0.00521971,0.00521971,0.00521971,235,1,235,235,235
11,70,0.007966,1,0.007966,0.007966,0.007966,342,1,342,342,342
11,70,0.0141041,1,0.0141041,0.0141041,0.0141041,523,1,523,523,523
11,70,0.00536685,1,0.00536685,0.00536685,0.00536685,234,1,234,234,234
11,70,0.00692698,1,0.00692698,0.00692698,0.00692698,275,1,275,275,275
11,70,0.0236271,1,0.0236271,0.0236271,0.0236271,734,1,734,734,734
11,70,0.0150016,1,0.0150016,0.0150016,0.0150016,507,1,507,507,507
11,70,0.0207296,1,0.0207296,0.0207296,0.0207296,738,1,738,738,738
11,70,0.020574,1,0.020574,0.020574,0.020574,712,1,712,712,712
11,70,0.0254354,1,0.0254354,0.0254354,0.0254354,725,1,725,725,725
11,70,0.0264327,1,0.0264327,0.0264327,0.0264327,768,1,768,768,768
11,70,0.0158167,1,0.0158167,0.0158167,0.0158167,572,1,572,572,572
11,70,0.0916598,1,0.0916598,0.0916598,0.0916598,1786,1,1786,1786,1786
11,70,0.0208493,1,0.0208493,0.0208493,0.0208493,540,1,540,540,540
11,70,0.00312975,1,0.00312975,0.00312975,0.00312975,136,1,136,136,136
11,70,0.0337296,1,0.0337296,0.0337296,0.0337296,833,1,833,833,833
11,70,0.0095443,1,0.0095443,0.0095443,0.0095443,391,1,391,391,391
11,70,0.0170271,1,0.0170271,0.0170271,0.0170271,543,1,543,543,543
11,70,0.0108544,1,0.0108544,0.0108544,0.0108544,365,1,365,365,365
11,70,0.014427,1,0.014427,0.014427,0.014427,487,1,487,487,487
11,70,0.0437504,1,0.0437504,0.0437504,0.0437504,931,1,931,931,931
11,70,0.0107881,1,0.0107881,0.0107881,0.0107881,396,1,396,396,396
11,70,0.0104199,1,0.0104199,0.0104199,0.0104199,380,1,380,380,380
11,70,0.0126632,1,0.0126632,0.0126632,0.0126632,479,1,479,479,479
11,70,0.00753985,1,0.00753985,0.00753985,0.00753985,287,1,287,287,287
11,70,0.0220793,1,0.0220793,0.0220793,0.0220793,679,1,679,679,679
11,70,0.0215283,1,0.0215283,0.0215283,0.0215283,670,1,670,670,670
11,70,0.00907793,1,0.00907793,0.00907793,0.00907793,381,1,381,381,381
11,70,0.0450433,1,0.0450433,0.0450433,0.0450433,1116,1,1116,1116,1116
11,70,0.101808,1,0.101808,0.101808,0.101808,1692,1,1692,1692,1692
11,70,0.00549891,1,0.00549891,0.00549891,0.00549891,228,1,228,228,228
11,70,0.0200996,1,0.0200996,0.0200996,0.0200996,673,1,673,673,673
11,70,0.0135361,1,0.0135361,0.0135361,0.0135361,430,1,430,430,430
11,70,0.0685407,1,0.0685407,0.0685407,0.0685407,1494,1,1494,1494,1494
11,70,0.0280234,1,0.0280234,0.0280234,0.0280234,862,1,862,862,862
11,70,0.0118633,1,0.0118633,0.0118633,0.0118633,455,1,455,455,455
11,70,0.00439318,1,0.00439318,0.00439318,0.00439318,219,1,219,219,219
11,70,0.0459694,1,0.0459694,0.0459694,0.0459694,1146,1,1146,1146,1146
11,70,0.00760797,1,0.00760797,0.00760797,0.00760797,352,1,352,352,352
11,70,0.0277709,1,0.0277709,0.0277709,0.0277709,798,1,798,798,798
11,70,0.0125869,1,0.0125869,0.0125869,0.0125869,449,1,449,449,449
11,70,0.00592351,1,0.00592351,0.00592351,0.00592351,254,1,254,254,254
11,70,0.0222312,1,0.0222312,0.0222312,0.0222312,774,1,774,774,774
11,70,0.0172017,1,0.0172017,0.0172017,0.0172017,582,1,582,582,582
11,70,0.00717348,1,0.00717348,0.00717348,0.00717348,297,1,297,297,297
11,70,0.0153128,1,0.0153128,0.0153128,0.0153128,548,1,548,548,548
11,70,0.0183906,1,0.0183906,0.0183906,0.0183906,591,1,591,591,591
11,70,0.0116706,1,0.0116706,0.0116706,0.0116706,497,1,497,497,497
11,70,0.00528944,1,0.00528944,0.00528944,0.00528944,218,1,218,218,218
11,70,0.00630116,1,0.00630116,0.00630116,0.00630116,287,1,287,287,287
11,70,0.023654,1,0.023654,0.023654,0.023654,702,1,702,702,702
11,70,0.00784447,1,0.00784447,0.00784447,0.00784447,311,1,311,311,311
11,70,0.0191417,1,0.0191417,0.0191417,0.0191417,616,1,616,616,616
11,70,0.037657,1,0.037657,0.037657,0.037657,927,1,927,927,927
11,70,0.0104044,1,0.0104044,0.0104044,0.0104044,428,1,428,428,428
11,70,0.00930754,1,0.00930754,0.00930754,0.00930754,379,1,379,379,379
11,70,0.00261511,1,0.00261511,0.00261511,0.00261511,123,1,123,123,123
11,70,0.0253441,1,0.0253441,0.0253441,0.0253441,854,1,854,854,854
11,70,0.00389791,1,0.00389791,0.00389791,0.00389791,197,1,197,197,197
11,70,0.0161513,1,0.0161513,0.0161513,0.0161513,536,1,536,536,536
11,70,0.0145209,1,0.0145209,0.0145209,0.0145209,540,1,540,540,540
11,70,0.00758437,1,0.00758437,0.00758437,0.00758437,319,1,319,319,319
11,70,0.0104004,1,0.0104004,0.0104004,0.0104004,475,1,475,475,475
11,70,0.0107579,1,0.0107579,0.0107579,0.0107579,453,1,453,453,453
11,70,0.00597124,1,0.00597124,0.00597124,0.00597124,253,1,253,253,253
11,70,0.0101417,1,0.0101417,0.0101417,0.0101417,404,1,404,404,404
11,70,0.00220472,1,0.00220472,0.00220472,0.00220472,112,1,112,112,112
11,70,0.00930255,1,0.00930255,0.00930255,0.00930255,347,1,347,347,347
11,70,0.00650966,1,0.00650966,0.00650966,0.00650966,279,1,279,279,279
11,70,0.00785545,1,0.00785545,0.00785545,0.00785545,341,1,341,341,341
11,70,0.0314278,1,0.0314278,0.0314278,0.0314278,913,1,913,913,913
11,70,0.0152518,1,0.0152518,0.0152518,0.0152518,499,1,499,499,499
11,70,0.00403963,1,0.00403963,0.00403963,0.00403963,216,1,216,216,216
11,70,0.0159895,1,0.0159895,0.0159895,0.0159895,537,1,537,537,537
11,70,0.0168135,1,0.0168135,0.0168135,0.0168135,550,1,550,550,550
11,70,0.00658204,1,0.00658204,0.00658204,0.00658204,270,1,270,270,270
11,70,0.0135871,1,0.0135871,0.0135871,0.0135871,459,1,459,459,459
11,70,0.00702873,1,0.00702873,0.00702873,0.00702873,304,1,304,304,304
11,70,0.00452085,1,0.00452085,0.00452085,0.00452085,222,1,222,222,222
11,70,0.0121572,1,0.0121572,0.0121572,0.0121572,426,1,426,426,426
11,70,0.00905028,1,0.00905028,0.00905028,0.00905028,327,1,327,327,327
11,70,0.0252851,1,0.0252851,0.0252851,0.0252851,676,1,676,676,676
11,70,0.00858593,1,0.00858593,0.00858593,0.00858593,323,1,323,323,323
11,70,0.00893782,1,0.00893782,0.00893782,0.00893782,376,1,376,376,376
11,70,0.00562808,1,0.00562808,0.00562808,0.00562808,249,1,249,249,249
11,70,0.0101436,1,0.0101436,0.0101436,0.0101436,386,1,386,386,386
11,70,0.0109329,1,0.0109329,0.0109329,0.0109329,396,1,396,396,396
11,70,0.0129876,1,0.0129876,0.0129876,0.0129876,490,1,490,490,490
11,70,0.00806354,1,0.00806354,0.00806354,0.00806354,395,1,395,395,395
11,70,0.0195912,1,0.0195912,0.0195912,0.0195912,615,1,615,615,615
11,70,0.0190644,1,0.0190644,0.0190644,0.0190644,621,1,621,621,621
11,70,0.00586136,1,0.00586136,0.00586136,0.00586136,255,1,255,255,255
11,70,0.00580984,1,0.00580984,0.00580984,0.00580984,240,1,240,240,240
11,70,0.00709641,1,0.00709641,0.00709641,0.00709641,317,1,317,317,317
11,70,0.0124839,1,0.0124839,0.0124839,0.0124839,455,1,455,455,455
11,70,0.0108176,1,0.0108176,0.0108176,0.0108176,425,1,425,425,425
11,70,0.00465987,1,0.00465987,0.00465987,0.00465987,230,1,230,230,230
11,70,0.00926445,1,0.00926445,0.00926445,0.00926445,383,1,383,383,383
11,70,0.00246411,1,0.00246411,0.00246411,0.00246411,123,1,123,123,123
11,70,0.00963925,1,0.00963925,0.00963925,0.00963925,382,1,382,382,382
11,70,0.0210066,1,0.0210066,0.0210066,0.0210066,733,1,733,733,733
11,70,0.0470088,1,0.0470088,0.0470088,0.0470088,1150,1,1150,1150,1150
11,70,0.015021,1,0.015021,0.015021,0.015021,464,1,464,464,464
11,70,0.012733,1,0.012733,0.012733,0.012733,515,1,515,515,515
11,70,0.0140792,1,0.0140792,0.0140792,0.0140792,444,1,444,444,444
11,70,0.0162478,1,0.0162478,0.0162478,0.0162478,630,1,630,630,630
11,70,0.0189503,1,0.0189503,0.0189503,0.0189503,586,1,586,586,586
11,70,0.0140688,1,0.0140688,0.0140688,0.0140688,544,1,544,544,544
11,70,0.0217458,1,0.0217458,0.0217458,0.0217458,660,1,660,660,660
11,70,0.0192817,1,0.0192817,0.0192817,0.0192817,655,1,655,655,655
11,70,0.00582522,1,0.00582522,0.00582522,0.00582522,245,1,245,245,245
11,70,0.00350012,1,0.00350012,0.00350012,0.00350012,176,1,176,176,176
11,70,0.00696469,1,0.00696469,0.00696469,0.00696469,290,1,290,290,290
11,70,0.010599,1,0.010599,0.010599,0.010599,420,1,420,420,420
11,70,0.0102608,1,0.0102608,0.0102608,0.0102608,405,1,405,405,405
11,70,0.0178933,1,0.0178933,0.0178933,0.0178933,553,1,553,553,553
11,70,0.0162422,1,0.0162422,0.0162422,0.0162422,566,1,566,566,566
11,70,0.0192213,1,0.0192213,0.0192213,0.0192213,665,1,665,665,665
11,70,0.0165375,1,0.0165375,0.0165375,0.0165375,586,1,586,586,586
11,70,0.00750834,1,0.00750834,0.00750834,0.00750834,320,1,320,320,320
11,70,0.016528,1,0.016528,0.016528,0.016528,586,1,586,586,586
11,70,0.111701,1,0.111701,0.111701,0.111701,1682,1,1682,1682,1682
11,70,0.0115246,1,0.0115246,0.0115246,0.0115246,429,1,429,429,429
11,70,0.0167229,1,0.0167229,0.0167229,0.0167229,598,1,598,598,598
11,70,0.0209115,1,0.0209115,0.0209115,0.0209115,667,1,667,667,667
11,70,0.00723721,1,0.00723721,0.00723721,0.00723721,312,1,312,312,312
11,70,0.00959834,1,0.00959834,0.00959834,0.00959834,353,1,353,353,353
11,70,0.00697153,1,0.00697153,0.00697153,0.00697153,322,1,322,322,322
11,70,0.00729715,1,0.00729715,0.00729715,0.00729715,266,1,266,266,266
11,70,0.0151054,1,0.0151054,0.0151054,0.0151054,464,1,464,464,464
11,70,0.0162114,1,0.0162114,0.0162114,0.0162114,618,1,618,618,618
11,70,0.0130778,1,0.0130778,0.0130778,0.0130778,480,1,480,480,480
11,70,0.0103051,1,0.0103051,0.0103051,0.0103051,425,1,425,425,425
11,70,0.0072097,1,0.0072097,0.0072097,0.0072097,317,1,317,317,317
11,70,0.00727506,1,0.00727506,0.00727506,0.00727506,307,1,307,307,307
11,70,0.0103566,1,0.0103566,0.0103566,0.0103566,440,1,440,440,440
11,70,0.0104777,1,0.0104777,0.0104777,0.0104777,413,1,413,413,413
11,70,0.013212,1,0.013212,0.013212,0.013212,474,1,474,474,474
11,70,0.0127775,1,0.0127775,0.0127775,0.0127775,437,1,437,437,437
11,70,0.0353361,1,0.0353361,0.0353361,0.0353361,982,1,982,982,982
11,70,0.03581,1,0.03581,0.03581,0.03581,912,1,912,912,912
11,70,0.00603614,1,0.00603614,0.00603614,0.00603614,277,1,277,277,277
11,70,0.0244289,1,0.0244289,0.0244289,0.0244289,725,1,725,725,725
11,70,0.00606369,1,0.00606369,0.00606369,0.00606369,275,1,275,275,275
11,70,0.00794132,1,0.00794132,0.00794132,0.00794132,317,1,317,317,317
11,70,0.0146913,1,0.0146913,0.0146913,0.0146913,523,1,523,523,523
