n,p,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max
15,60,0.256426,1,0.256426,0.256426,0.256426,2432,1,2432,2432,2432
15,60,0.105851,1,0.105851,0.105851,0.105851,1479,1,1479,1479,1479
15,60,0.213494,1,0.213494,0.213494,0.213494,2357,1,2357,2357,2357
15,60,0.233735,1,0.233735,0.233735,0.233735,2207,1,2207,2207,2207
15,60,0.225881,1,0.225881,0.225881,0.225881,2144,1,2144,2144,2144
15,60,0.0624433,1,0.0624433,0.0624433,0.0624433,925,1,925,925,925
15,60,0.240725,1,0.240725,0.240725,0.240725,2477,1,2477,2477,2477
15,60,0.414749,1,0.414749,0.414749,0.414749,3403,1,3403,3403,3403
15,60,0.592216,1,0.592216,0.592216,0.592216,4034,1,4034,4034,4034
15,60,0.24683,1,0.24683,0.24683,0.24683,2423,1,2423,2423,2423
15,60,0.420345,1,0.420345,0.420345,0.420345,3120,1,3120,3120,3120
15,60,0.114474,1,0.114474,0.114474,0.114474,1462,1,1462,1462,1462
15,60,0.694172,1,0.694172,0.694172,0.694172,4689,1,4689,4689,4689
15,60,0.645943,1,0.645943,0.645943,0.645943,4272,1,4272,4272,4272
15,60,0.11116,1,0.11116,0.11116,0.11116,1513,1,1513,1513,1513
15,60,2.27532,1,2.27532,2.27532,2.27532,9768,1,9768,9768,9768
15,60,0.962928,1,0.962928,0.962928,0.962928,5486,1,5486,5486,5486
15,60,0.0467862,1,0.0467862,0.0467862,0.0467862,877,1,877,877,877
15,60,0.369691,1,0.369691,0.369691,0.369691,3150,1,3150,3150,3150
15,60,0.330758,1,0.330758,0.330758,0.330758,3194,1,3194,3194,3194
15,60,0.365759,1,0.365759,0.365759,0.365759,3381,1,3381,3381,3381
15,60,0.274852,1,0.274852,0.274852,0.274852,2354,1,2354,2354,2354
15,60,0.0843921,1,0.0843921,0.0843921,0.0843921,1404,1,1404,1404,1404
15,60,0.117626,1,0.117626,0.117626,0.117626,1456,1,1456,1456,1456
15,60,0.51936,1,0.51936,0.51936,0.51936,3695,1,3695,3695,3695
15,60,0.248223,1,0.248223,0.248223,0.248223,2306,1,2306,2306,2306
15,60,0.1064,1,0.1064,0.1064,0.1064,1555,1,1555,1555,1555
15,60,0.513701,1,0.513701,0.513701,0.513701,3443,1,3443,3443,3443
15,60,0.246929,1,0.246929,0.246929,0.246929,2680,1,2680,2680,2680
15,60,0.157475,1,0.157475,0.157475,0.157475,2085,1,2085,2085,2085
15,60,0.332372,1,0.332372,0.332372,0.332372,2712,1,2712,2712,2712
15,60,0.395708,1,0.395708,0.395708,0.395708,3372,1,3372,3372,3372
15,60,0.198187,1,0.198187,0.198187,0.198187,2498,1,2498,2498,2498
15,60,0.762166,1,0.762166,0.762166,0.762166,4611,1,4611,4611,4611
15,60,0.405256,1,0.405256,0.405256,0.405256,3266,1,3266,3266,3266
15,60,0.479592,1,0.479592,0.479592,0.479592,3268,1,3268,3268,3268
