n,p,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max
17,90,16.0349,1,16.0349,16.0349,16.0349,25485,1,25485,25485,25485
17,90,22.9129,1,22.9129,22.9129,22.9129,33132,1,33132,33132,33132
17,90,17.1029,1,17.1029,17.1029,17.1029,28405,1,28405,28405,28405
17,90,2.91018,1,2.91018,2.91018,2.91018,10729,1,10729,10729,10729
17,90,3.76001,1,3.76001,3.76001,3.76001,12522,1,12522,12522,12522
17,90,2.88973,1,2.88973,2.88973,2.88973,9892,1,9892,9892,9892
17,90,10.0763,1,10.0763,10.0763,10.0763,21414,1,21414,21414,21414
17,90,8.5714,1,8.5714,8.5714,8.5714,18918,1,18918,18918,18918
17,90,25.7164,1,25.7164,25.7164,25.7164,36432,1,36432,36432,36432
17,90,5.07711,1,5.07711,5.07711,5.07711,14417,1,14417,14417,14417
17,90,4.85168,1,4.85168,4.85168,4.85168,11919,1,11919,11919,11919
17,90,80.7801,1,80.7801,80.7801,80.7801,68596,1,68596,68596,68596
17,90,7.30269,1,7.30269,7.30269,7.30269,16738,1,16738,16738,16738
17,90,28.2674,1,28.2674,28.2674,28.2674,38064,1,38064,38064,38064
17,90,28.9057,1,28.9057,28.9057,28.9057,37556,1,37556,37556,37556
17,90,81.8075,1,81.8075,81.8075,81.8075,68212,1,68212,68212,68212
17,90,284.012,1,284.012,284.012,284.012,132083,1,132083,132083,132083
17,90,23.3272,1,23.3272,23.3272,23.3272,34229,1,34229,34229,34229
17,90,0.455264,1,0.455264,0.455264,0.455264,3720,1,3720,3720,3720
17,90,24.6637,1,24.6637,24.6637,24.6637,34805,1,34805,34805,34805
17,90,64.4541,1,64.4541,64.4541,64.4541,55027,1,55027,55027,55027
17,90,5.93746,1,5.93746,5.93746,5.93746,14774,1,14774,14774,14774
17,90,2.85563,1,2.85563,2.85563,2.85563,9927,1,9927,9927,9927
17,90,4.15384,1,4.15384,4.15384,4.15384,11383,1,11383,11383,11383
17,90,28.4421,1,28.4421,28.4421,28.4421,38143,1,38143,38143,38143
17,90,8.09663,1,8.09663,8.09663,8.09663,18054,1,18054,18054,18054
17,90,13.8039,1,13.8039,13.8039,13.8039,25988,1,25988,25988,25988
17,90,36.4741,1,36.4741,36.4741,36.4741,41346,1,41346,41346,41346
17,90,13.7741,1,13.7741,13.7741,13.7741,22785,1,22785,22785,22785
17,90,36.0686,1,36.0686,36.0686,36.0686,38453,1,38453,38453,38453
17,90,6.36831,1,6.36831,6.36831,6.36831,16737,1,16737,16737,16737
