n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max
16,30,44,1,44,44,44,0.0586896,1,0.0586896,0.0586896,0.0586896,1011,1,1011,1011,1011
16,30,31,1,31,31,31,0.0136728,1,0.0136728,0.0136728,0.0136728,308,1,308,308,308
16,30,39,1,39,39,39,0.0711539,1,0.0711539,0.0711539,0.0711539,1041,1,1041,1041,1041
16,30,35,1,35,35,35,0.0493563,1,0.0493563,0.0493563,0.0493563,822,1,822,822,822
16,30,34,1,34,34,34,0.0206244,1,0.0206244,0.0206244,0.0206244,498,1,498,498,498
16,30,39,1,39,39,39,0.0549365,1,0.0549365,0.0549365,0.0549365,922,1,922,922,922
16,30,32,1,32,32,32,0.0852461,1,0.0852461,0.0852461,0.0852461,1208,1,1208,1208,1208
16,30,32,1,32,32,32,0.0798285,1,0.0798285,0.0798285,0.0798285,1092,1,1092,1092,1092
16,30,36,1,36,36,36,0.0606414,1,0.0606414,0.0606414,0.0606414,917,1,917,917,917
16,30,38,1,38,38,38,0.209011,1,0.209011,0.209011,0.209011,2250,1,2250,2250,2250
16,30,38,1,38,38,38,0.0775718,1,0.0775718,0.0775718,0.0775718,1206,1,1206,1206,1206
16,30,35,1,35,35,35,0.0534442,1,0.0534442,0.0534442,0.0534442,801,1,801,801,801
16,30,33,1,33,33,33,0.0434142,1,0.0434142,0.0434142,0.0434142,772,1,772,772,772
16,30,35,1,35,35,35,0.0905476,1,0.0905476,0.0905476,0.0905476,1262,1,1262,1262,1262
16,30,38,1,38,38,38,0.0292051,1,0.0292051,0.0292051,0.0292051,644,1,644,644,644
16,30,26,1,26,26,26,0.0227793,1,0.0227793,0.0227793,0.0227793,580,1,580,580,580
16,30,30,1,30,30,30,0.019436,1,0.019436,0.019436,0.019436,434,1,434,434,434
16,30,35,1,35,35,35,0.0365743,1,0.0365743,0.0365743,0.0365743,704,1,704,704,704
16,30,34,1,34,34,34,0.0138507,1,0.0138507,0.0138507,0.0138507,227,1,227,227,227
16,30,32,1,32,32,32,0.0264256,1,0.0264256,0.0264256,0.0264256,471,1,471,471,471
16,30,45,1,45,45,45,0.14039,1,0.14039,0.14039,0.14039,1338,1,1338,1338,1338
16,30,39,1,39,39,39,0.139027,1,0.139027,0.139027,0.139027,1589,1,1589,1589,1589
16,30,28,1,28,28,28,0.016623,1,0.016623,0.016623,0.016623,317,1,317,317,317
16,30,38,1,38,38,38,0.0397285,1,0.0397285,0.0397285,0.0397285,827,1,827,827,827
16,30,33,1,33,33,33,0.012515,1,0.012515,0.012515,0.012515,373,1,373,373,373
16,30,33,1,33,33,33,0.0859227,1,0.0859227,0.0859227,0.0859227,1021,1,1021,1021,1021
16,30,38,1,38,38,38,0.0438105,1,0.0438105,0.0438105,0.0438105,803,1,803,803,803
16,30,39,1,39,39,39,0.0261417,1,0.0261417,0.0261417,0.0261417,443,1,443,443,443
16,30,40,1,40,40,40,0.0429334,1,0.0429334,0.0429334,0.0429334,753,1,753,753,753
16,30,34,1,34,34,34,0.0422173,1,0.0422173,0.0422173,0.0422173,625,1,625,625,625
16,30,38,1,38,38,38,0.0295713,1,0.0295713,0.0295713,0.0295713,621,1,621,621,621
16,30,30,1,30,30,30,0.0143131,1,0.0143131,0.0143131,0.0143131,352,1,352,352,352
16,30,34,1,34,34,34,0.0524902,1,0.0524902,0.0524902,0.0524902,638,1,638,638,638
16,30,41,1,41,41,41,0.0846443,1,0.0846443,0.0846443,0.0846443,1307,1,1307,1307,1307
16,30,39,1,39,39,39,0.149498,1,0.149498,0.149498,0.149498,1721,1,1721,1721,1721
16,30,40,1,40,40,40,0.0216214,1,0.0216214,0.0216214,0.0216214,538,1,538,538,538
16,30,26,1,26,26,26,0.0168877,1,0.0168877,0.0168877,0.0168877,422,1,422,422,422
16,30,42,1,42,42,42,0.0533278,1,0.0533278,0.0533278,0.0533278,892,1,892,892,892
16,30,38,1,38,38,38,0.0638007,1,0.0638007,0.0638007,0.0638007,1042,1,1042,1042,1042
16,30,32,1,32,32,32,0.0218981,1,0.0218981,0.0218981,0.0218981,470,1,470,470,470
16,30,46,1,46,46,46,0.0891264,1,0.0891264,0.0891264,0.0891264,1346,1,1346,1346,1346
16,30,40,1,40,40,40,0.0468604,1,0.0468604,0.0468604,0.0468604,835,1,835,835,835
16,30,36,1,36,36,36,0.0600235,1,0.0600235,0.0600235,0.0600235,816,1,816,816,816
16,30,34,1,34,34,34,0.131664,1,0.131664,0.131664,0.131664,1580,1,1580,1580,1580
16,30,34,1,34,34,34,0.0394161,1,0.0394161,0.0394161,0.0394161,957,1,957,957,957
16,30,32,1,32,32,32,0.0195854,1,0.0195854,0.0195854,0.0195854,378,1,378,378,378
16,30,32,1,32,32,32,0.059816,1,0.059816,0.059816,0.059816,817,1,817,817,817
16,30,40,1,40,40,40,0.18879,1,0.18879,0.18879,0.18879,1984,1,1984,1984,1984
16,30,33,1,33,33,33,0.0279098,1,0.0279098,0.0279098,0.0279098,574,1,574,574,574
16,30,42,1,42,42,42,0.0470413,1,0.0470413,0.0470413,0.0470413,876,1,876,876,876
16,30,35,1,35,35,35,0.0400319,1,0.0400319,0.0400319,0.0400319,647,1,647,647,647
16,30,35,1,35,35,35,0.0419603,1,0.0419603,0.0419603,0.0419603,794,1,794,794,794
16,30,50,1,50,50,50,0.209399,1,0.209399,0.209399,0.209399,2117,1,2117,2117,2117
16,30,35,1,35,35,35,0.0793623,1,0.0793623,0.0793623,0.0793623,1165,1,1165,1165,1165
16,30,25,1,25,25,25,0.0098682,1,0.0098682,0.0098682,0.0098682,195,1,195,195,195
16,30,35,1,35,35,35,0.14013,1,0.14013,0.14013,0.14013,1753,1,1753,1753,1753
16,30,35,1,35,35,35,0.0351955,1,0.0351955,0.0351955,0.0351955,627,1,627,627,627
16,30,32,1,32,32,32,0.0184411,1,0.0184411,0.0184411,0.0184411,425,1,425,425,425
16,30,41,1,41,41,41,0.0339646,1,0.0339646,0.0339646,0.0339646,746,1,746,746,746
16,30,37,1,37,37,37,0.0201146,1,0.0201146,0.0201146,0.0201146,481,1,481,481,481
16,30,41,1,41,41,41,0.0508277,1,0.0508277,0.0508277,0.0508277,771,1,771,771,771
16,30,31,1,31,31,31,0.0998606,1,0.0998606,0.0998606,0.0998606,1275,1,1275,1275,1275
16,30,26,1,26,26,26,0.0258268,1,0.0258268,0.0258268,0.0258268,407,1,407,407,407
16,30,40,1,40,40,40,0.0866848,1,0.0866848,0.0866848,0.0866848,1097,1,1097,1097,1097
16,30,34,1,34,34,34,0.047439,1,0.047439,0.047439,0.047439,671,1,671,671,671
16,30,29,1,29,29,29,0.0558474,1,0.0558474,0.0558474,0.0558474,1025,1,1025,1025,1025
16,30,34,1,34,34,34,0.0479823,1,0.0479823,0.0479823,0.0479823,845,1,845,845,845
16,30,47,1,47,47,47,0.0648701,1,0.0648701,0.0648701,0.0648701,1227,1,1227,1227,1227
16,30,38,1,38,38,38,0.0413041,1,0.0413041,0.0413041,0.0413041,787,1,787,787,787
16,30,41,1,41,41,41,0.0433927,1,0.0433927,0.0433927,0.0433927,722,1,722,722,722
16,30,38,1,38,38,38,0.0621721,1,0.0621721,0.0621721,0.0621721,1111,1,1111,1111,1111
16,30,37,1,37,37,37,0.0865743,1,0.0865743,0.0865743,0.0865743,1345,1,1345,1345,1345
16,30,33,1,33,33,33,0.0289991,1,0.0289991,0.0289991,0.0289991,457,1,457,457,457
16,30,36,1,36,36,36,0.0918631,1,0.0918631,0.0918631,0.0918631,1344,1,1344,1344,1344
16,30,37,1,37,37,37,0.139026,1,0.139026,0.139026,0.139026,1708,1,1708,1708,1708
16,30,39,1,39,39,39,0.030929,1,0.030929,0.030929,0.030929,699,1,699,699,699
16,30,32,1,32,32,32,0.0380551,1,0.0380551,0.0380551,0.0380551,687,1,687,687,687
16,30,30,1,30,30,30,0.0427866,1,0.0427866,0.0427866,0.0427866,698,1,698,698,698
16,30,39,1,39,39,39,0.0578347,1,0.0578347,0.0578347,0.0578347,881,1,881,881,881
16,30,34,1,34,34,34,0.0311451,1,0.0311451,0.0311451,0.0311451,696,1,696,696,696
16,30,28,1,28,28,28,0.0173666,1,0.0173666,0.0173666,0.0173666,417,1,417,417,417
16,30,37,1,37,37,37,0.0440764,1,0.0440764,0.0440764,0.0440764,760,1,760,760,760
16,30,35,1,35,35,35,0.0166553,1,0.0166553,0.0166553,0.0166553,403,1,403,403,403
16,30,26,1,26,26,26,0.0405419,1,0.0405419,0.0405419,0.0405419,521,1,521,521,521
16,30,30,1,30,30,30,0.0586029,1,0.0586029,0.0586029,0.0586029,794,1,794,794,794
16,30,36,1,36,36,36,0.0395879,1,0.0395879,0.0395879,0.0395879,703,1,703,703,703
16,30,32,1,32,32,32,0.0376303,1,0.0376303,0.0376303,0.0376303,495,1,495,495,495
16,30,41,1,41,41,41,0.0373039,1,0.0373039,0.0373039,0.0373039,741,1,741,741,741
16,30,36,1,36,36,36,0.0308714,1,0.0308714,0.0308714,0.0308714,627,1,627,627,627
16,30,38,1,38,38,38,0.0470768,1,0.0470768,0.0470768,0.0470768,789,1,789,789,789
16,30,29,1,29,29,29,0.0151685,1,0.0151685,0.0151685,0.0151685,352,1,352,352,352
16,30,33,1,33,33,33,0.0497669,1,0.0497669,0.0497669,0.0497669,997,1,997,997,997
16,30,35,1,35,35,35,0.0921942,1,0.0921942,0.0921942,0.0921942,1470,1,1470,1470,1470
16,30,39,1,39,39,39,0.145445,1,0.145445,0.145445,0.145445,1761,1,1761,1761,1761
16,30,44,1,44,44,44,0.203914,1,0.203914,0.203914,0.203914,2118,1,2118,2118,2118
16,30,34,1,34,34,34,0.0428838,1,0.0428838,0.0428838,0.0428838,770,1,770,770,770
16,30,38,1,38,38,38,0.0242346,1,0.0242346,0.0242346,0.0242346,455,1,455,455,455
16,30,35,1,35,35,35,0.0451172,1,0.0451172,0.0451172,0.0451172,839,1,839,839,839
16,30,37,1,37,37,37,0.0478664,1,0.0478664,0.0478664,0.0478664,734,1,734,734,734
16,30,42,1,42,42,42,0.07871,1,0.07871,0.07871,0.07871,1144,1,1144,1144,1144
16,30,41,1,41,41,41,0.171908,1,0.171908,0.171908,0.171908,1882,1,1882,1882,1882
16,30,38,1,38,38,38,0.0634936,1,0.0634936,0.0634936,0.0634936,1037,1,1037,1037,1037
16,30,38,1,38,38,38,0.0739678,1,0.0739678,0.0739678,0.0739678,1254,1,1254,1254,1254
16,30,39,1,39,39,39,0.0496295,1,0.0496295,0.0496295,0.0496295,908,1,908,908,908
16,30,31,1,31,31,31,0.0128228,1,0.0128228,0.0128228,0.0128228,307,1,307,307,307
16,30,33,1,33,33,33,0.0611713,1,0.0611713,0.0611713,0.0611713,1061,1,1061,1061,1061
16,30,26,1,26,26,26,0.0364485,1,0.0364485,0.0364485,0.0364485,584,1,584,584,584
16,30,34,1,34,34,34,0.0562834,1,0.0562834,0.0562834,0.0562834,686,1,686,686,686
16,30,39,1,39,39,39,0.0588858,1,0.0588858,0.0588858,0.0588858,1014,1,1014,1014,1014
16,30,28,1,28,28,28,0.0309653,1,0.0309653,0.0309653,0.0309653,519,1,519,519,519
16,30,32,1,32,32,32,0.0750289,1,0.0750289,0.0750289,0.0750289,1012,1,1012,1012,1012
16,30,33,1,33,33,33,0.0551499,1,0.0551499,0.0551499,0.0551499,682,1,682,682,682
16,30,35,1,35,35,35,0.0199465,1,0.0199465,0.0199465,0.0199465,443,1,443,443,443
16,30,46,1,46,46,46,0.0600466,1,0.0600466,0.0600466,0.0600466,1049,1,1049,1049,1049
16,30,34,1,34,34,34,0.0385723,1,0.0385723,0.0385723,0.0385723,659,1,659,659,659
16,30,32,1,32,32,32,0.0490873,1,0.0490873,0.0490873,0.0490873,526,1,526,526,526
16,30,39,1,39,39,39,0.0493967,1,0.0493967,0.0493967,0.0493967,1081,1,1081,1081,1081
16,30,31,1,31,31,31,0.030473,1,0.030473,0.030473,0.030473,568,1,568,568,568
16,30,29,1,29,29,29,0.0279227,1,0.0279227,0.0279227,0.0279227,552,1,552,552,552
16,30,36,1,36,36,36,0.0682744,1,0.0682744,0.0682744,0.0682744,1078,1,1078,1078,1078
16,30,45,1,45,45,45,0.0834443,1,0.0834443,0.0834443,0.0834443,1227,1,1227,1227,1227
16,30,43,1,43,43,43,0.0495221,1,0.0495221,0.0495221,0.0495221,903,1,903,903,903
16,30,38,1,38,38,38,0.0228345,1,0.0228345,0.0228345,0.0228345,556,1,556,556,556
16,30,37,1,37,37,37,0.0212006,1,0.0212006,0.0212006,0.0212006,575,1,575,575,575
16,30,38,1,38,38,38,0.0769059,1,0.0769059,0.0769059,0.0769059,1130,1,1130,1130,1130
16,30,37,1,37,37,37,0.0371939,1,0.0371939,0.0371939,0.0371939,798,1,798,798,798
16,30,41,1,41,41,41,0.0384064,1,0.0384064,0.0384064,0.0384064,827,1,827,827,827
16,30,33,1,33,33,33,0.0342548,1,0.0342548,0.0342548,0.0342548,633,1,633,633,633
16,30,42,1,42,42,42,0.0768955,1,0.0768955,0.0768955,0.0768955,1253,1,1253,1253,1253
16,30,43,1,43,43,43,0.0971933,1,0.0971933,0.0971933,0.0971933,1398,1,1398,1398,1398
16,30,43,1,43,43,43,0.0546915,1,0.0546915,0.0546915,0.0546915,937,1,937,937,937
16,30,33,1,33,33,33,0.0285281,1,0.0285281,0.0285281,0.0285281,454,1,454,454,454
16,30,42,1,42,42,42,0.147348,1,0.147348,0.147348,0.147348,1690,1,1690,1690,1690
16,30,37,1,37,37,37,0.023531,1,0.023531,0.023531,0.023531,522,1,522,522,522
16,30,35,1,35,35,35,0.0219884,1,0.0219884,0.0219884,0.0219884,488,1,488,488,488
16,30,39,1,39,39,39,0.0362789,1,0.0362789,0.0362789,0.0362789,688,1,688,688,688
16,30,39,1,39,39,39,0.0734007,1,0.0734007,0.0734007,0.0734007,1157,1,1157,1157,1157
16,30,24,1,24,24,24,0.0311409,1,0.0311409,0.0311409,0.0311409,605,1,605,605,605
16,30,33,1,33,33,33,0.177272,1,0.177272,0.177272,0.177272,1990,1,1990,1990,1990
16,30,31,1,31,31,31,0.0224811,1,0.0224811,0.0224811,0.0224811,409,1,409,409,409
16,30,37,1,37,37,37,0.0513866,1,0.0513866,0.0513866,0.0513866,917,1,917,917,917
16,30,36,1,36,36,36,0.0198689,1,0.0198689,0.0198689,0.0198689,504,1,504,504,504
16,30,36,1,36,36,36,0.0379636,1,0.0379636,0.0379636,0.0379636,555,1,555,555,555
16,30,34,1,34,34,34,0.0375409,1,0.0375409,0.0375409,0.0375409,648,1,648,648,648
16,30,54,1,54,54,54,0.110386,1,0.110386,0.110386,0.110386,1508,1,1508,1508,1508
16,30,27,1,27,27,27,0.0360871,1,0.0360871,0.0360871,0.0360871,617,1,617,617,617
16,30,29,1,29,29,29,0.0123074,1,0.0123074,0.0123074,0.0123074,341,1,341,341,341
16,30,38,1,38,38,38,0.0274321,1,0.0274321,0.0274321,0.0274321,580,1,580,580,580
16,30,44,1,44,44,44,0.0433337,1,0.0433337,0.0433337,0.0433337,785,1,785,785,785
16,30,40,1,40,40,40,0.0989976,1,0.0989976,0.0989976,0.0989976,1337,1,1337,1337,1337
16,30,37,1,37,37,37,0.0372191,1,0.0372191,0.0372191,0.0372191,766,1,766,766,766
16,30,30,1,30,30,30,0.0122925,1,0.0122925,0.0122925,0.0122925,347,1,347,347,347
16,30,28,1,28,28,28,0.0155652,1,0.0155652,0.0155652,0.0155652,416,1,416,416,416
16,30,31,1,31,31,31,0.0159831,1,0.0159831,0.0159831,0.0159831,296,1,296,296,296
16,30,37,1,37,37,37,0.0259842,1,0.0259842,0.0259842,0.0259842,578,1,578,578,578
16,30,31,1,31,31,31,0.0354,1,0.0354,0.0354,0.0354,579,1,579,579,579
16,30,41,1,41,41,41,0.286395,1,0.286395,0.286395,0.286395,2393,1,2393,2393,2393
16,30,34,1,34,34,34,0.0280697,1,0.0280697,0.0280697,0.0280697,647,1,647,647,647
16,30,33,1,33,33,33,0.02364,1,0.02364,0.02364,0.02364,515,1,515,515,515
16,30,32,1,32,32,32,0.0530849,1,0.0530849,0.0530849,0.0530849,617,1,617,617,617
16,30,42,1,42,42,42,0.089705,1,0.089705,0.089705,0.089705,1413,1,1413,1413,1413
16,30,38,1,38,38,38,0.0673946,1,0.0673946,0.0673946,0.0673946,1063,1,1063,1063,1063
16,30,35,1,35,35,35,0.100968,1,0.100968,0.100968,0.100968,1521,1,1521,1521,1521
16,30,27,1,27,27,27,0.00619206,1,0.00619206,0.00619206,0.00619206,176,1,176,176,176
16,30,33,1,33,33,33,0.0249893,1,0.0249893,0.0249893,0.0249893,368,1,368,368,368
16,30,28,1,28,28,28,0.0423562,1,0.0423562,0.0423562,0.0423562,561,1,561,561,561
16,30,35,1,35,35,35,0.0643446,1,0.0643446,0.0643446,0.0643446,1193,1,1193,1193,1193
16,30,43,1,43,43,43,0.361043,1,0.361043,0.361043,0.361043,2955,1,2955,2955,2955
16,30,45,1,45,45,45,0.31064,1,0.31064,0.31064,0.31064,2450,1,2450,2450,2450
16,30,28,1,28,28,28,0.00865612,1,0.00865612,0.00865612,0.00865612,229,1,229,229,229
16,30,45,1,45,45,45,0.105179,1,0.105179,0.105179,0.105179,1425,1,1425,1425,1425
16,30,36,1,36,36,36,0.168839,1,0.168839,0.168839,0.168839,1999,1,1999,1999,1999
16,30,28,1,28,28,28,0.0315811,1,0.0315811,0.0315811,0.0315811,487,1,487,487,487
16,30,38,1,38,38,38,0.0416224,1,0.0416224,0.0416224,0.0416224,681,1,681,681,681
16,30,39,1,39,39,39,0.289625,1,0.289625,0.289625,0.289625,2370,1,2370,2370,2370
16,30,30,1,30,30,30,0.0367013,1,0.0367013,0.0367013,0.0367013,658,1,658,658,658
16,30,45,1,45,45,45,0.124329,1,0.124329,0.124329,0.124329,1658,1,1658,1658,1658
16,30,41,1,41,41,41,0.0660382,1,0.0660382,0.0660382,0.0660382,1077,1,1077,1077,1077
16,30,27,1,27,27,27,0.032777,1,0.032777,0.032777,0.032777,568,1,568,568,568
16,30,39,1,39,39,39,0.045659,1,0.045659,0.045659,0.045659,770,1,770,770,770
16,30,45,1,45,45,45,0.0878181,1,0.0878181,0.0878181,0.0878181,1291,1,1291,1291,1291
16,30,41,1,41,41,41,0.0976843,1,0.0976843,0.0976843,0.0976843,1581,1,1581,1581,1581
16,30,33,1,33,33,33,0.111833,1,0.111833,0.111833,0.111833,1441,1,1441,1441,1441
16,30,35,1,35,35,35,0.0828091,1,0.0828091,0.0828091,0.0828091,1099,1,1099,1099,1099
16,30,31,1,31,31,31,0.0373072,1,0.0373072,0.0373072,0.0373072,632,1,632,632,632
16,30,43,1,43,43,43,0.0502838,1,0.0502838,0.0502838,0.0502838,848,1,848,848,848
16,30,32,1,32,32,32,0.0592391,1,0.0592391,0.0592391,0.0592391,1043,1,1043,1043,1043
16,30,36,1,36,36,36,0.0875547,1,0.0875547,0.0875547,0.0875547,1205,1,1205,1205,1205
16,30,28,1,28,28,28,0.0143208,1,0.0143208,0.0143208,0.0143208,272,1,272,272,272
16,30,38,1,38,38,38,0.0324947,1,0.0324947,0.0324947,0.0324947,737,1,737,737,737
16,30,35,1,35,35,35,0.030175,1,0.030175,0.030175,0.030175,612,1,612,612,612
16,30,36,1,36,36,36,0.179259,1,0.179259,0.179259,0.179259,1869,1,1869,1869,1869
16,30,42,1,42,42,42,0.0803258,1,0.0803258,0.0803258,0.0803258,1245,1,1245,1245,1245
16,30,39,1,39,39,39,0.0858985,1,0.0858985,0.0858985,0.0858985,1373,1,1373,1373,1373
16,30,40,1,40,40,40,0.0455499,1,0.0455499,0.0455499,0.0455499,936,1,936,936,936
16,30,36,1,36,36,36,0.0369615,1,0.0369615,0.0369615,0.0369615,742,1,742,742,742
16,30,41,1,41,41,41,0.0633864,1,0.0633864,0.0633864,0.0633864,977,1,977,977,977
16,30,42,1,42,42,42,0.0638001,1,0.0638001,0.0638001,0.0638001,1132,1,1132,1132,1132
16,30,32,1,32,32,32,0.0902824,1,0.0902824,0.0902824,0.0902824,1392,1,1392,1392,1392
16,30,39,1,39,39,39,0.0594557,1,0.0594557,0.0594557,0.0594557,1204,1,1204,1204,1204
16,30,41,1,41,41,41,0.128737,1,0.128737,0.128737,0.128737,1770,1,1770,1770,1770
16,30,30,1,30,30,30,0.0179922,1,0.0179922,0.0179922,0.0179922,413,1,413,413,413
16,30,39,1,39,39,39,0.19398,1,0.19398,0.19398,0.19398,2065,1,2065,2065,2065
16,30,36,1,36,36,36,0.0361395,1,0.0361395,0.0361395,0.0361395,548,1,548,548,548
16,30,36,1,36,36,36,0.0385376,1,0.0385376,0.0385376,0.0385376,713,1,713,713,713
16,30,37,1,37,37,37,0.159463,1,0.159463,0.159463,0.159463,1776,1,1776,1776,1776
16,30,32,1,32,32,32,0.0675825,1,0.0675825,0.0675825,0.0675825,1078,1,1078,1078,1078
16,30,39,1,39,39,39,0.0453797,1,0.0453797,0.0453797,0.0453797,710,1,710,710,710
16,30,38,1,38,38,38,0.0465685,1,0.0465685,0.0465685,0.0465685,886,1,886,886,886
16,30,38,1,38,38,38,0.0788593,1,0.0788593,0.0788593,0.0788593,1417,1,1417,1417,1417
16,30,39,1,39,39,39,0.072793,1,0.072793,0.072793,0.072793,1078,1,1078,1078,1078
16,30,35,1,35,35,35,0.0535819,1,0.0535819,0.0535819,0.0535819,820,1,820,820,820
16,30,39,1,39,39,39,0.0405212,1,0.0405212,0.0405212,0.0405212,659,1,659,659,659
16,30,37,1,37,37,37,0.040015,1,0.040015,0.040015,0.040015,895,1,895,895,895
16,30,29,1,29,29,29,0.0311444,1,0.0311444,0.0311444,0.0311444,479,1,479,479,479
16,30,39,1,39,39,39,0.139066,1,0.139066,0.139066,0.139066,1568,1,1568,1568,1568
16,30,38,1,38,38,38,0.150393,1,0.150393,0.150393,0.150393,1831,1,1831,1831,1831
16,30,38,1,38,38,38,0.023456,1,0.023456,0.023456,0.023456,553,1,553,553,553
16,30,31,1,31,31,31,0.0624085,1,0.0624085,0.0624085,0.0624085,925,1,925,925,925
16,30,41,1,41,41,41,0.0742416,1,0.0742416,0.0742416,0.0742416,1117,1,1117,1117,1117
16,30,42,1,42,42,42,0.0591704,1,0.0591704,0.0591704,0.0591704,1026,1,1026,1026,1026
16,30,32,1,32,32,32,0.0642499,1,0.0642499,0.0642499,0.0642499,1165,1,1165,1165,1165
16,30,27,1,27,27,27,0.0196981,1,0.0196981,0.0196981,0.0196981,297,1,297,297,297
16,30,26,1,26,26,26,0.015437,1,0.015437,0.015437,0.015437,350,1,350,350,350
16,30,28,1,28,28,28,0.010682,1,0.010682,0.010682,0.010682,253,1,253,253,253
16,30,38,1,38,38,38,0.0713555,1,0.0713555,0.0713555,0.0713555,1160,1,1160,1160,1160
16,30,36,1,36,36,36,0.0905774,1,0.0905774,0.0905774,0.0905774,1440,1,1440,1440,1440
16,30,31,1,31,31,31,0.0687831,1,0.0687831,0.0687831,0.0687831,677,1,677,677,677
16,30,39,1,39,39,39,0.0303004,1,0.0303004,0.0303004,0.0303004,639,1,639,639,639
16,30,35,1,35,35,35,0.0721517,1,0.0721517,0.0721517,0.0721517,751,1,751,751,751
16,30,26,1,26,26,26,0.0348876,1,0.0348876,0.0348876,0.0348876,555,1,555,555,555
16,30,41,1,41,41,41,0.0596055,1,0.0596055,0.0596055,0.0596055,1098,1,1098,1098,1098
16,30,36,1,36,36,36,0.0539548,1,0.0539548,0.0539548,0.0539548,1124,1,1124,1124,1124
16,30,34,1,34,34,34,0.0742451,1,0.0742451,0.0742451,0.0742451,901,1,901,901,901
16,30,37,1,37,37,37,0.0270727,1,0.0270727,0.0270727,0.0270727,560,1,560,560,560
16,30,31,1,31,31,31,0.0732057,1,0.0732057,0.0732057,0.0732057,840,1,840,840,840
16,30,35,1,35,35,35,0.0736602,1,0.0736602,0.0736602,0.0736602,688,1,688,688,688
16,30,45,1,45,45,45,0.0711946,1,0.0711946,0.0711946,0.0711946,1388,1,1388,1388,1388
16,30,40,1,40,40,40,0.0508763,1,0.0508763,0.0508763,0.0508763,880,1,880,880,880
16,30,36,1,36,36,36,0.0460253,1,0.0460253,0.0460253,0.0460253,806,1,806,806,806
16,30,39,1,39,39,39,0.109999,1,0.109999,0.109999,0.109999,1583,1,1583,1583,1583
16,30,39,1,39,39,39,0.169255,1,0.169255,0.169255,0.169255,2104,1,2104,2104,2104
16,30,31,1,31,31,31,0.023553,1,0.023553,0.023553,0.023553,487,1,487,487,487
16,30,34,1,34,34,34,0.0875136,1,0.0875136,0.0875136,0.0875136,1255,1,1255,1255,1255
16,30,33,1,33,33,33,0.0282288,1,0.0282288,0.0282288,0.0282288,588,1,588,588,588
16,30,43,1,43,43,43,0.0680295,1,0.0680295,0.0680295,0.0680295,1093,1,1093,1093,1093
16,30,27,1,27,27,27,0.00640525,1,0.00640525,0.00640525,0.00640525,182,1,182,182,182
16,30,36,1,36,36,36,0.107125,1,0.107125,0.107125,0.107125,1354,1,1354,1354,1354
16,30,44,1,44,44,44,0.0745586,1,0.0745586,0.0745586,0.0745586,1281,1,1281,1281,1281
16,30,41,1,41,41,41,0.0293823,1,0.0293823,0.0293823,0.0293823,649,1,649,649,649
16,30,44,1,44,44,44,0.0191829,1,0.0191829,0.0191829,0.0191829,473,1,473,473,473
16,30,32,1,32,32,32,0.0199681,1,0.0199681,0.0199681,0.0199681,398,1,398,398,398
16,30,26,1,26,26,26,0.0180668,1,0.0180668,0.0180668,0.0180668,480,1,480,480,480
16,30,42,1,42,42,42,0.101295,1,0.101295,0.101295,0.101295,1325,1,1325,1325,1325
16,30,27,1,27,27,27,0.0257145,1,0.0257145,0.0257145,0.0257145,497,1,497,497,497
16,30,40,1,40,40,40,0.431698,1,0.431698,0.431698,0.431698,3570,1,3570,3570,3570
16,30,37,1,37,37,37,0.0667387,1,0.0667387,0.0667387,0.0667387,1000,1,1000,1000,1000
16,30,43,1,43,43,43,0.0589875,1,0.0589875,0.0589875,0.0589875,939,1,939,939,939
16,30,41,1,41,41,41,0.0793122,1,0.0793122,0.0793122,0.0793122,1029,1,1029,1029,1029
16,30,40,1,40,40,40,0.0276088,1,0.0276088,0.0276088,0.0276088,549,1,549,549,549
16,30,31,1,31,31,31,0.0271455,1,0.0271455,0.0271455,0.0271455,381,1,381,381,381
16,30,32,1,32,32,32,0.0609293,1,0.0609293,0.0609293,0.0609293,903,1,903,903,903
16,30,37,1,37,37,37,0.0123394,1,0.0123394,0.0123394,0.0123394,324,1,324,324,324
16,30,32,1,32,32,32,0.023575,1,0.023575,0.023575,0.023575,324,1,324,324,324
16,30,34,1,34,34,34,0.164957,1,0.164957,0.164957,0.164957,1769,1,1769,1769,1769
16,30,30,1,30,30,30,0.0805034,1,0.0805034,0.0805034,0.0805034,1147,1,1147,1147,1147
16,30,39,1,39,39,39,0.0877001,1,0.0877001,0.0877001,0.0877001,1274,1,1274,1274,1274
16,30,31,1,31,31,31,0.0266258,1,0.0266258,0.0266258,0.0266258,530,1,530,530,530
16,30,40,1,40,40,40,0.0725054,1,0.0725054,0.0725054,0.0725054,1349,1,1349,1349,1349
16,30,37,1,37,37,37,0.247108,1,0.247108,0.247108,0.247108,2305,1,2305,2305,2305
16,30,42,1,42,42,42,0.0260739,1,0.0260739,0.0260739,0.0260739,657,1,657,657,657
16,30,33,1,33,33,33,0.0251706,1,0.0251706,0.0251706,0.0251706,569,1,569,569,569
16,30,40,1,40,40,40,0.100379,1,0.100379,0.100379,0.100379,1240,1,1240,1240,1240
16,30,36,1,36,36,36,0.113082,1,0.113082,0.113082,0.113082,1643,1,1643,1643,1643
