n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max
16,30,43,1,43,43,43,0.14308,1,0.14308,0.14308,0.14308,1842,1,1842,1842,1842
16,30,35,1,35,35,35,0.0436523,1,0.0436523,0.0436523,0.0436523,755,1,755,755,755
16,30,32,1,32,32,32,0.0473063,1,0.0473063,0.0473063,0.0473063,818,1,818,818,818
16,30,33,1,33,33,33,0.0366061,1,0.0366061,0.0366061,0.0366061,848,1,848,848,848
16,30,36,1,36,36,36,0.0290387,1,0.0290387,0.0290387,0.0290387,588,1,588,588,588
16,30,32,1,32,32,32,0.0924752,1,0.0924752,0.0924752,0.0924752,1238,1,1238,1238,1238
16,30,40,1,40,40,40,0.0348166,1,0.0348166,0.0348166,0.0348166,740,1,740,740,740
16,30,27,1,27,27,27,0.0298976,1,0.0298976,0.0298976,0.0298976,502,1,502,502,502
16,30,38,1,38,38,38,0.0336484,1,0.0336484,0.0336484,0.0336484,693,1,693,693,693
16,30,39,1,39,39,39,0.0319892,1,0.0319892,0.0319892,0.0319892,649,1,649,649,649
16,30,35,1,35,35,35,0.112639,1,0.112639,0.112639,0.112639,1334,1,1334,1334,1334
16,30,34,1,34,34,34,0.0910537,1,0.0910537,0.0910537,0.0910537,1226,1,1226,1226,1226
16,30,39,1,39,39,39,0.0204386,1,0.0204386,0.0204386,0.0204386,450,1,450,450,450
16,30,42,1,42,42,42,0.223772,1,0.223772,0.223772,0.223772,2299,1,2299,2299,2299
16,30,34,1,34,34,34,0.0332225,1,0.0332225,0.0332225,0.0332225,753,1,753,753,753
16,30,31,1,31,31,31,0.0226797,1,0.0226797,0.0226797,0.0226797,405,1,405,405,405
16,30,46,1,46,46,46,0.0752372,1,0.0752372,0.0752372,0.0752372,1218,1,1218,1218,1218
16,30,37,1,37,37,37,0.0543057,1,0.0543057,0.0543057,0.0543057,995,1,995,995,995
16,30,35,1,35,35,35,0.0296782,1,0.0296782,0.0296782,0.0296782,564,1,564,564,564
16,30,45,1,45,45,45,0.129974,1,0.129974,0.129974,0.129974,1699,1,1699,1699,1699
16,30,35,1,35,35,35,0.0391506,1,0.0391506,0.0391506,0.0391506,479,1,479,479,479
16,30,33,1,33,33,33,0.030014,1,0.030014,0.030014,0.030014,603,1,603,603,603
16,30,42,1,42,42,42,0.0806557,1,0.0806557,0.0806557,0.0806557,1372,1,1372,1372,1372
16,30,40,1,40,40,40,0.0954455,1,0.0954455,0.0954455,0.0954455,1351,1,1351,1351,1351
16,30,40,1,40,40,40,0.122741,1,0.122741,0.122741,0.122741,1524,1,1524,1524,1524
16,30,41,1,41,41,41,0.0531993,1,0.0531993,0.0531993,0.0531993,1019,1,1019,1019,1019
16,30,35,1,35,35,35,0.0350959,1,0.0350959,0.0350959,0.0350959,628,1,628,628,628
16,30,43,1,43,43,43,0.0668409,1,0.0668409,0.0668409,0.0668409,1150,1,1150,1150,1150
16,30,31,1,31,31,31,0.137001,1,0.137001,0.137001,0.137001,1679,1,1679,1679,1679
16,30,42,1,42,42,42,0.101196,1,0.101196,0.101196,0.101196,1471,1,1471,1471,1471
16,30,34,1,34,34,34,0.0439611,1,0.0439611,0.0439611,0.0439611,747,1,747,747,747
16,30,33,1,33,33,33,0.0403097,1,0.0403097,0.0403097,0.0403097,892,1,892,892,892
16,30,37,1,37,37,37,0.0948388,1,0.0948388,0.0948388,0.0948388,1179,1,1179,1179,1179
16,30,32,1,32,32,32,0.0423708,1,0.0423708,0.0423708,0.0423708,527,1,527,527,527
16,30,39,1,39,39,39,0.0589991,1,0.0589991,0.0589991,0.0589991,1020,1,1020,1020,1020
16,30,28,1,28,28,28,0.0215251,1,0.0215251,0.0215251,0.0215251,485,1,485,485,485
16,30,39,1,39,39,39,0.034398,1,0.034398,0.034398,0.034398,799,1,799,799,799
16,30,27,1,27,27,27,0.0462079,1,0.0462079,0.0462079,0.0462079,564,1,564,564,564
16,30,32,1,32,32,32,0.0174913,1,0.0174913,0.0174913,0.0174913,348,1,348,348,348
16,30,40,1,40,40,40,0.0399356,1,0.0399356,0.0399356,0.0399356,630,1,630,630,630
16,30,41,1,41,41,41,0.0446213,1,0.0446213,0.0446213,0.0446213,908,1,908,908,908
16,30,35,1,35,35,35,0.0340441,1,0.0340441,0.0340441,0.0340441,699,1,699,699,699
16,30,36,1,36,36,36,0.0189537,1,0.0189537,0.0189537,0.0189537,435,1,435,435,435
16,30,39,1,39,39,39,0.0522166,1,0.0522166,0.0522166,0.0522166,894,1,894,894,894
16,30,39,1,39,39,39,0.0762472,1,0.0762472,0.0762472,0.0762472,1345,1,1345,1345,1345
16,30,32,1,32,32,32,0.0538587,1,0.0538587,0.0538587,0.0538587,841,1,841,841,841
16,30,40,1,40,40,40,0.0381107,1,0.0381107,0.0381107,0.0381107,809,1,809,809,809
16,30,32,1,32,32,32,0.0132235,1,0.0132235,0.0132235,0.0132235,251,1,251,251,251
16,30,42,1,42,42,42,0.0450189,1,0.0450189,0.0450189,0.0450189,906,1,906,906,906
16,30,34,1,34,34,34,0.0347499,1,0.0347499,0.0347499,0.0347499,746,1,746,746,746
16,30,31,1,31,31,31,0.0330482,1,0.0330482,0.0330482,0.0330482,643,1,643,643,643
16,30,37,1,37,37,37,0.143208,1,0.143208,0.143208,0.143208,1796,1,1796,1796,1796
16,30,44,1,44,44,44,0.0799543,1,0.0799543,0.0799543,0.0799543,1272,1,1272,1272,1272
16,30,32,1,32,32,32,0.0861483,1,0.0861483,0.0861483,0.0861483,901,1,901,901,901
16,30,34,1,34,34,34,0.0311537,1,0.0311537,0.0311537,0.0311537,526,1,526,526,526
16,30,40,1,40,40,40,0.026057,1,0.026057,0.026057,0.026057,608,1,608,608,608
16,30,42,1,42,42,42,0.0792644,1,0.0792644,0.0792644,0.0792644,1338,1,1338,1338,1338
16,30,39,1,39,39,39,0.113601,1,0.113601,0.113601,0.113601,1796,1,1796,1796,1796
16,30,36,1,36,36,36,0.285989,1,0.285989,0.285989,0.285989,2893,1,2893,2893,2893
16,30,37,1,37,37,37,0.0245986,1,0.0245986,0.0245986,0.0245986,562,1,562,562,562
16,30,44,1,44,44,44,0.162629,1,0.162629,0.162629,0.162629,2210,1,2210,2210,2210
16,30,35,1,35,35,35,0.0239691,1,0.0239691,0.0239691,0.0239691,534,1,534,534,534
16,30,35,1,35,35,35,0.0480121,1,0.0480121,0.0480121,0.0480121,584,1,584,584,584
16,30,36,1,36,36,36,0.0444217,1,0.0444217,0.0444217,0.0444217,805,1,805,805,805
16,30,36,1,36,36,36,0.0921543,1,0.0921543,0.0921543,0.0921543,1472,1,1472,1472,1472
16,30,37,1,37,37,37,0.0519294,1,0.0519294,0.0519294,0.0519294,694,1,694,694,694
16,30,37,1,37,37,37,0.105129,1,0.105129,0.105129,0.105129,1579,1,1579,1579,1579
16,30,33,1,33,33,33,0.053418,1,0.053418,0.053418,0.053418,950,1,950,950,950
16,30,40,1,40,40,40,0.159056,1,0.159056,0.159056,0.159056,1770,1,1770,1770,1770
16,30,30,1,30,30,30,0.0302774,1,0.0302774,0.0302774,0.0302774,624,1,624,624,624
16,30,41,1,41,41,41,0.0538687,1,0.0538687,0.0538687,0.0538687,911,1,911,911,911
16,30,37,1,37,37,37,0.127052,1,0.127052,0.127052,0.127052,1574,1,1574,1574,1574
16,30,36,1,36,36,36,0.126244,1,0.126244,0.126244,0.126244,1497,1,1497,1497,1497
16,30,37,1,37,37,37,0.111973,1,0.111973,0.111973,0.111973,1491,1,1491,1491,1491
16,30,32,1,32,32,32,0.0695451,1,0.0695451,0.0695451,0.0695451,1250,1,1250,1250,1250
16,30,35,1,35,35,35,0.0414513,1,0.0414513,0.0414513,0.0414513,758,1,758,758,758
16,30,32,1,32,32,32,0.0164593,1,0.0164593,0.0164593,0.0164593,361,1,361,361,361
16,30,36,1,36,36,36,0.0356429,1,0.0356429,0.0356429,0.0356429,667,1,667,667,667
16,30,33,1,33,33,33,0.0480046,1,0.0480046,0.0480046,0.0480046,868,1,868,868,868
16,30,29,1,29,29,29,0.0135773,1,0.0135773,0.0135773,0.0135773,380,1,380,380,380
16,30,42,1,42,42,42,0.0561975,1,0.0561975,0.0561975,0.0561975,1005,1,1005,1005,1005
16,30,38,1,38,38,38,0.0616839,1,0.0616839,0.0616839,0.0616839,1144,1,1144,1144,1144
16,30,42,1,42,42,42,0.168156,1,0.168156,0.168156,0.168156,1974,1,1974,1974,1974
16,30,28,1,28,28,28,0.0540868,1,0.0540868,0.0540868,0.0540868,535,1,535,535,535
16,30,34,1,34,34,34,0.0859906,1,0.0859906,0.0859906,0.0859906,1382,1,1382,1382,1382
16,30,36,1,36,36,36,0.0780755,1,0.0780755,0.0780755,0.0780755,1306,1,1306,1306,1306
16,30,25,1,25,25,25,0.0376588,1,0.0376588,0.0376588,0.0376588,745,1,745,745,745
16,30,41,1,41,41,41,0.137292,1,0.137292,0.137292,0.137292,1717,1,1717,1717,1717
16,30,35,1,35,35,35,0.0500933,1,0.0500933,0.0500933,0.0500933,723,1,723,723,723
16,30,34,1,34,34,34,0.0346904,1,0.0346904,0.0346904,0.0346904,694,1,694,694,694
16,30,32,1,32,32,32,0.0321323,1,0.0321323,0.0321323,0.0321323,666,1,666,666,666
16,30,35,1,35,35,35,0.100609,1,0.100609,0.100609,0.100609,928,1,928,928,928
16,30,47,1,47,47,47,0.324294,1,0.324294,0.324294,0.324294,3037,1,3037,3037,3037
16,30,38,1,38,38,38,0.0487924,1,0.0487924,0.0487924,0.0487924,918,1,918,918,918
16,30,44,1,44,44,44,0.063723,1,0.063723,0.063723,0.063723,1128,1,1128,1128,1128
16,30,30,1,30,30,30,0.0267103,1,0.0267103,0.0267103,0.0267103,469,1,469,469,469
16,30,37,1,37,37,37,0.103784,1,0.103784,0.103784,0.103784,1292,1,1292,1292,1292
16,30,33,1,33,33,33,0.101321,1,0.101321,0.101321,0.101321,1225,1,1225,1225,1225
16,30,25,1,25,25,25,0.0144604,1,0.0144604,0.0144604,0.0144604,305,1,305,305,305
16,30,37,1,37,37,37,0.0947636,1,0.0947636,0.0947636,0.0947636,1434,1,1434,1434,1434
16,30,34,1,34,34,34,0.0303181,1,0.0303181,0.0303181,0.0303181,649,1,649,649,649
16,30,35,1,35,35,35,0.0710893,1,0.0710893,0.0710893,0.0710893,1087,1,1087,1087,1087
16,30,39,1,39,39,39,0.114386,1,0.114386,0.114386,0.114386,1615,1,1615,1615,1615
16,30,33,1,33,33,33,0.0893766,1,0.0893766,0.0893766,0.0893766,1128,1,1128,1128,1128
16,30,39,1,39,39,39,0.0744117,1,0.0744117,0.0744117,0.0744117,1275,1,1275,1275,1275
16,30,34,1,34,34,34,0.0581713,1,0.0581713,0.0581713,0.0581713,636,1,636,636,636
16,30,39,1,39,39,39,0.0768252,1,0.0768252,0.0768252,0.0768252,1122,1,1122,1122,1122
16,30,36,1,36,36,36,0.0859942,1,0.0859942,0.0859942,0.0859942,861,1,861,861,861
16,30,28,1,28,28,28,0.0380262,1,0.0380262,0.0380262,0.0380262,657,1,657,657,657
16,30,40,1,40,40,40,0.131854,1,0.131854,0.131854,0.131854,1582,1,1582,1582,1582
16,30,30,1,30,30,30,0.0261749,1,0.0261749,0.0261749,0.0261749,462,1,462,462,462
16,30,28,1,28,28,28,0.00851807,1,0.00851807,0.00851807,0.00851807,248,1,248,248,248
16,30,34,1,34,34,34,0.0142569,1,0.0142569,0.0142569,0.0142569,354,1,354,354,354
16,30,27,1,27,27,27,0.0298501,1,0.0298501,0.0298501,0.0298501,478,1,478,478,478
16,30,35,1,35,35,35,0.0148481,1,0.0148481,0.0148481,0.0148481,359,1,359,359,359
16,30,41,1,41,41,41,0.0479641,1,0.0479641,0.0479641,0.0479641,882,1,882,882,882
16,30,44,1,44,44,44,0.125407,1,0.125407,0.125407,0.125407,1449,1,1449,1449,1449
16,30,32,1,32,32,32,0.0423443,1,0.0423443,0.0423443,0.0423443,761,1,761,761,761
16,30,38,1,38,38,38,0.0573548,1,0.0573548,0.0573548,0.0573548,939,1,939,939,939
16,30,34,1,34,34,34,0.0144525,1,0.0144525,0.0144525,0.0144525,365,1,365,365,365
16,30,42,1,42,42,42,0.0359974,1,0.0359974,0.0359974,0.0359974,740,1,740,740,740
16,30,36,1,36,36,36,0.0352584,1,0.0352584,0.0352584,0.0352584,545,1,545,545,545
16,30,31,1,31,31,31,0.0142877,1,0.0142877,0.0142877,0.0142877,318,1,318,318,318
16,30,34,1,34,34,34,0.0631398,1,0.0631398,0.0631398,0.0631398,1187,1,1187,1187,1187
16,30,31,1,31,31,31,0.0251783,1,0.0251783,0.0251783,0.0251783,428,1,428,428,428
16,30,39,1,39,39,39,0.0232323,1,0.0232323,0.0232323,0.0232323,452,1,452,452,452
16,30,30,1,30,30,30,0.0386435,1,0.0386435,0.0386435,0.0386435,583,1,583,583,583
16,30,35,1,35,35,35,0.0914739,1,0.0914739,0.0914739,0.0914739,1304,1,1304,1304,1304
16,30,42,1,42,42,42,0.172618,1,0.172618,0.172618,0.172618,1779,1,1779,1779,1779
16,30,33,1,33,33,33,0.0293417,1,0.0293417,0.0293417,0.0293417,376,1,376,376,376
16,30,31,1,31,31,31,0.0165717,1,0.0165717,0.0165717,0.0165717,443,1,443,443,443
16,30,38,1,38,38,38,0.250014,1,0.250014,0.250014,0.250014,2744,1,2744,2744,2744
16,30,45,1,45,45,45,0.0980769,1,0.0980769,0.0980769,0.0980769,1431,1,1431,1431,1431
16,30,43,1,43,43,43,0.0760585,1,0.0760585,0.0760585,0.0760585,1491,1,1491,1491,1491
16,30,31,1,31,31,31,0.0155277,1,0.0155277,0.0155277,0.0155277,319,1,319,319,319
16,30,37,1,37,37,37,0.0445696,1,0.0445696,0.0445696,0.0445696,728,1,728,728,728
16,30,35,1,35,35,35,0.0542557,1,0.0542557,0.0542557,0.0542557,1005,1,1005,1005,1005
16,30,39,1,39,39,39,0.044906,1,0.044906,0.044906,0.044906,973,1,973,973,973
16,30,33,1,33,33,33,0.0939241,1,0.0939241,0.0939241,0.0939241,837,1,837,837,837
16,30,40,1,40,40,40,0.100595,1,0.100595,0.100595,0.100595,1409,1,1409,1409,1409
16,30,44,1,44,44,44,0.186451,1,0.186451,0.186451,0.186451,1991,1,1991,1991,1991
16,30,37,1,37,37,37,0.0669691,1,0.0669691,0.0669691,0.0669691,1175,1,1175,1175,1175
16,30,35,1,35,35,35,0.014576,1,0.014576,0.014576,0.014576,353,1,353,353,353
16,30,36,1,36,36,36,0.027875,1,0.027875,0.027875,0.027875,676,1,676,676,676
16,30,39,1,39,39,39,0.140127,1,0.140127,0.140127,0.140127,1871,1,1871,1871,1871
16,30,33,1,33,33,33,0.0976438,1,0.0976438,0.0976438,0.0976438,910,1,910,910,910
16,30,28,1,28,28,28,0.00999554,1,0.00999554,0.00999554,0.00999554,223,1,223,223,223
16,30,38,1,38,38,38,0.0978734,1,0.0978734,0.0978734,0.0978734,1564,1,1564,1564,1564
16,30,30,1,30,30,30,0.0776571,1,0.0776571,0.0776571,0.0776571,1237,1,1237,1237,1237
16,30,36,1,36,36,36,0.1081,1,0.1081,0.1081,0.1081,1595,1,1595,1595,1595
16,30,35,1,35,35,35,0.0175696,1,0.0175696,0.0175696,0.0175696,451,1,451,451,451
16,30,37,1,37,37,37,0.0912535,1,0.0912535,0.0912535,0.0912535,1184,1,1184,1184,1184
16,30,42,1,42,42,42,0.351287,1,0.351287,0.351287,0.351287,3085,1,3085,3085,3085
16,30,35,1,35,35,35,0.117368,1,0.117368,0.117368,0.117368,1204,1,1204,1204,1204
16,30,29,1,29,29,29,0.0266619,1,0.0266619,0.0266619,0.0266619,521,1,521,521,521
16,30,39,1,39,39,39,0.0477946,1,0.0477946,0.0477946,0.0477946,848,1,848,848,848
16,30,36,1,36,36,36,0.0234363,1,0.0234363,0.0234363,0.0234363,533,1,533,533,533
16,30,35,1,35,35,35,0.0599306,1,0.0599306,0.0599306,0.0599306,890,1,890,890,890
16,30,38,1,38,38,38,0.0634465,1,0.0634465,0.0634465,0.0634465,1098,1,1098,1098,1098
16,30,28,1,28,28,28,0.00902367,1,0.00902367,0.00902367,0.00902367,260,1,260,260,260
16,30,41,1,41,41,41,0.0443749,1,0.0443749,0.0443749,0.0443749,947,1,947,947,947
16,30,39,1,39,39,39,0.333556,1,0.333556,0.333556,0.333556,2773,1,2773,2773,2773
16,30,31,1,31,31,31,0.0377332,1,0.0377332,0.0377332,0.0377332,670,1,670,670,670
16,30,42,1,42,42,42,0.0299784,1,0.0299784,0.0299784,0.0299784,619,1,619,619,619
16,30,32,1,32,32,32,0.0256241,1,0.0256241,0.0256241,0.0256241,564,1,564,564,564
16,30,49,1,49,49,49,0.134389,1,0.134389,0.134389,0.134389,1730,1,1730,1730,1730
16,30,29,1,29,29,29,0.0152677,1,0.0152677,0.0152677,0.0152677,352,1,352,352,352
16,30,34,1,34,34,34,0.0997346,1,0.0997346,0.0997346,0.0997346,1368,1,1368,1368,1368
16,30,38,1,38,38,38,0.0805475,1,0.0805475,0.0805475,0.0805475,1297,1,1297,1297,1297
16,30,34,1,34,34,34,0.0986309,1,0.0986309,0.0986309,0.0986309,1463,1,1463,1463,1463
16,30,30,1,30,30,30,0.0947546,1,0.0947546,0.0947546,0.0947546,955,1,955,955,955
16,30,39,1,39,39,39,0.0614914,1,0.0614914,0.0614914,0.0614914,1093,1,1093,1093,1093
16,30,42,1,42,42,42,0.0507319,1,0.0507319,0.0507319,0.0507319,1043,1,1043,1043,1043
16,30,37,1,37,37,37,0.0760233,1,0.0760233,0.0760233,0.0760233,1171,1,1171,1171,1171
16,30,45,1,45,45,45,0.0629945,1,0.0629945,0.0629945,0.0629945,1075,1,1075,1075,1075
16,30,35,1,35,35,35,0.0266244,1,0.0266244,0.0266244,0.0266244,567,1,567,567,567
16,30,24,1,24,24,24,0.0397229,1,0.0397229,0.0397229,0.0397229,567,1,567,567,567
16,30,44,1,44,44,44,0.216465,1,0.216465,0.216465,0.216465,2427,1,2427,2427,2427
16,30,38,1,38,38,38,0.109893,1,0.109893,0.109893,0.109893,1459,1,1459,1459,1459
16,30,37,1,37,37,37,0.0737263,1,0.0737263,0.0737263,0.0737263,941,1,941,941,941
16,30,29,1,29,29,29,0.0412628,1,0.0412628,0.0412628,0.0412628,594,1,594,594,594
16,30,38,1,38,38,38,0.0540777,1,0.0540777,0.0540777,0.0540777,942,1,942,942,942
16,30,38,1,38,38,38,0.107536,1,0.107536,0.107536,0.107536,1533,1,1533,1533,1533
16,30,42,1,42,42,42,0.0354972,1,0.0354972,0.0354972,0.0354972,784,1,784,784,784
16,30,31,1,31,31,31,0.0314055,1,0.0314055,0.0314055,0.0314055,455,1,455,455,455
16,30,39,1,39,39,39,0.0483325,1,0.0483325,0.0483325,0.0483325,781,1,781,781,781
16,30,41,1,41,41,41,0.0746595,1,0.0746595,0.0746595,0.0746595,1178,1,1178,1178,1178
16,30,34,1,34,34,34,0.126976,1,0.126976,0.126976,0.126976,1444,1,1444,1444,1444
16,30,36,1,36,36,36,0.0642055,1,0.0642055,0.0642055,0.0642055,1026,1,1026,1026,1026
16,30,45,1,45,45,45,0.226106,1,0.226106,0.226106,0.226106,2416,1,2416,2416,2416
16,30,43,1,43,43,43,0.16784,1,0.16784,0.16784,0.16784,1998,1,1998,1998,1998
16,30,38,1,38,38,38,0.118629,1,0.118629,0.118629,0.118629,1671,1,1671,1671,1671
16,30,30,1,30,30,30,0.0400668,1,0.0400668,0.0400668,0.0400668,757,1,757,757,757
16,30,41,1,41,41,41,0.0979524,1,0.0979524,0.0979524,0.0979524,1332,1,1332,1332,1332
16,30,37,1,37,37,37,0.111223,1,0.111223,0.111223,0.111223,1508,1,1508,1508,1508
16,30,31,1,31,31,31,0.0481498,1,0.0481498,0.0481498,0.0481498,894,1,894,894,894
16,30,30,1,30,30,30,0.0200691,1,0.0200691,0.0200691,0.0200691,484,1,484,484,484
16,30,39,1,39,39,39,0.0218947,1,0.0218947,0.0218947,0.0218947,497,1,497,497,497
16,30,35,1,35,35,35,0.0583228,1,0.0583228,0.0583228,0.0583228,985,1,985,985,985
16,30,31,1,31,31,31,0.0441612,1,0.0441612,0.0441612,0.0441612,757,1,757,757,757
16,30,38,1,38,38,38,0.293118,1,0.293118,0.293118,0.293118,2606,1,2606,2606,2606
16,30,29,1,29,29,29,0.0598482,1,0.0598482,0.0598482,0.0598482,570,1,570,570,570
16,30,43,1,43,43,43,0.262308,1,0.262308,0.262308,0.262308,2420,1,2420,2420,2420
16,30,31,1,31,31,31,0.0348572,1,0.0348572,0.0348572,0.0348572,411,1,411,411,411
16,30,45,1,45,45,45,0.226392,1,0.226392,0.226392,0.226392,2417,1,2417,2417,2417
16,30,40,1,40,40,40,0.0868521,1,0.0868521,0.0868521,0.0868521,1388,1,1388,1388,1388
16,30,41,1,41,41,41,0.236904,1,0.236904,0.236904,0.236904,2471,1,2471,2471,2471
16,30,32,1,32,32,32,0.0327317,1,0.0327317,0.0327317,0.0327317,622,1,622,622,622
16,30,31,1,31,31,31,0.0281479,1,0.0281479,0.0281479,0.0281479,598,1,598,598,598
16,30,46,1,46,46,46,0.104028,1,0.104028,0.104028,0.104028,1275,1,1275,1275,1275
16,30,36,1,36,36,36,0.0758449,1,0.0758449,0.0758449,0.0758449,1283,1,1283,1283,1283
16,30,29,1,29,29,29,0.0131426,1,0.0131426,0.0131426,0.0131426,273,1,273,273,273
16,30,29,1,29,29,29,0.0472371,1,0.0472371,0.0472371,0.0472371,859,1,859,859,859
16,30,44,1,44,44,44,0.246751,1,0.246751,0.246751,0.246751,2273,1,2273,2273,2273
16,30,34,1,34,34,34,0.022795,1,0.022795,0.022795,0.022795,586,1,586,586,586
16,30,31,1,31,31,31,0.107317,1,0.107317,0.107317,0.107317,1495,1,1495,1495,1495
16,30,33,1,33,33,33,0.168653,1,0.168653,0.168653,0.168653,2067,1,2067,2067,2067
16,30,27,1,27,27,27,0.0113654,1,0.0113654,0.0113654,0.0113654,276,1,276,276,276
16,30,36,1,36,36,36,0.0624354,1,0.0624354,0.0624354,0.0624354,1023,1,1023,1023,1023
16,30,35,1,35,35,35,0.108998,1,0.108998,0.108998,0.108998,1576,1,1576,1576,1576
16,30,42,1,42,42,42,0.0573511,1,0.0573511,0.0573511,0.0573511,899,1,899,899,899
16,30,29,1,29,29,29,0.024222,1,0.024222,0.024222,0.024222,442,1,442,442,442
16,30,50,1,50,50,50,0.325462,1,0.325462,0.325462,0.325462,2636,1,2636,2636,2636
16,30,34,1,34,34,34,0.0420045,1,0.0420045,0.0420045,0.0420045,847,1,847,847,847
16,30,34,1,34,34,34,0.0635274,1,0.0635274,0.0635274,0.0635274,687,1,687,687,687
16,30,43,1,43,43,43,0.51778,1,0.51778,0.51778,0.51778,3757,1,3757,3757,3757
16,30,27,1,27,27,27,0.0203837,1,0.0203837,0.0203837,0.0203837,466,1,466,466,466
16,30,43,1,43,43,43,0.0668474,1,0.0668474,0.0668474,0.0668474,1133,1,1133,1133,1133
16,30,39,1,39,39,39,0.043781,1,0.043781,0.043781,0.043781,612,1,612,612,612
16,30,49,1,49,49,49,0.188727,1,0.188727,0.188727,0.188727,2143,1,2143,2143,2143
16,30,40,1,40,40,40,0.0571283,1,0.0571283,0.0571283,0.0571283,1066,1,1066,1066,1066
16,30,30,1,30,30,30,0.0520216,1,0.0520216,0.0520216,0.0520216,598,1,598,598,598
16,30,49,1,49,49,49,0.492903,1,0.492903,0.492903,0.492903,3759,1,3759,3759,3759
16,30,39,1,39,39,39,0.0769295,1,0.0769295,0.0769295,0.0769295,1299,1,1299,1299,1299
16,30,29,1,29,29,29,0.0346708,1,0.0346708,0.0346708,0.0346708,563,1,563,563,563
16,30,47,1,47,47,47,0.159267,1,0.159267,0.159267,0.159267,1673,1,1673,1673,1673
16,30,30,1,30,30,30,0.0173121,1,0.0173121,0.0173121,0.0173121,339,1,339,339,339
16,30,26,1,26,26,26,0.0305711,1,0.0305711,0.0305711,0.0305711,659,1,659,659,659
16,30,35,1,35,35,35,0.0418282,1,0.0418282,0.0418282,0.0418282,821,1,821,821,821
16,30,40,1,40,40,40,0.0905422,1,0.0905422,0.0905422,0.0905422,1162,1,1162,1162,1162
16,30,36,1,36,36,36,0.0464894,1,0.0464894,0.0464894,0.0464894,761,1,761,761,761
16,30,39,1,39,39,39,0.0911142,1,0.0911142,0.0911142,0.0911142,1215,1,1215,1215,1215
16,30,37,1,37,37,37,0.106001,1,0.106001,0.106001,0.106001,1315,1,1315,1315,1315
16,30,26,1,26,26,26,0.0178798,1,0.0178798,0.0178798,0.0178798,426,1,426,426,426
16,30,32,1,32,32,32,0.043908,1,0.043908,0.043908,0.043908,676,1,676,676,676
16,30,27,1,27,27,27,0.0133228,1,0.0133228,0.0133228,0.0133228,293,1,293,293,293
16,30,34,1,34,34,34,0.17483,1,0.17483,0.17483,0.17483,2095,1,2095,2095,2095
16,30,43,1,43,43,43,0.094008,1,0.094008,0.094008,0.094008,1200,1,1200,1200,1200
16,30,34,1,34,34,34,0.0358751,1,0.0358751,0.0358751,0.0358751,672,1,672,672,672
16,30,29,1,29,29,29,0.00777003,1,0.00777003,0.00777003,0.00777003,212,1,212,212,212
16,30,42,1,42,42,42,0.0424034,1,0.0424034,0.0424034,0.0424034,811,1,811,811,811
16,30,39,1,39,39,39,0.0427441,1,0.0427441,0.0427441,0.0427441,571,1,571,571,571
16,30,38,1,38,38,38,0.0323306,1,0.0323306,0.0323306,0.0323306,691,1,691,691,691
16,30,31,1,31,31,31,0.0344805,1,0.0344805,0.0344805,0.0344805,475,1,475,475,475
16,30,36,1,36,36,36,0.0378867,1,0.0378867,0.0378867,0.0378867,700,1,700,700,700
16,30,38,1,38,38,38,0.0496329,1,0.0496329,0.0496329,0.0496329,847,1,847,847,847
16,30,35,1,35,35,35,0.0352929,1,0.0352929,0.0352929,0.0352929,624,1,624,624,624
16,30,35,1,35,35,35,0.0801859,1,0.0801859,0.0801859,0.0801859,1216,1,1216,1216,1216
16,30,41,1,41,41,41,0.0848769,1,0.0848769,0.0848769,0.0848769,1154,1,1154,1154,1154
16,30,37,1,37,37,37,0.0970953,1,0.0970953,0.0970953,0.0970953,1312,1,1312,1312,1312
16,30,31,1,31,31,31,0.0238078,1,0.0238078,0.0238078,0.0238078,464,1,464,464,464
16,30,26,1,26,26,26,0.0109438,1,0.0109438,0.0109438,0.0109438,261,1,261,261,261
16,30,31,1,31,31,31,0.0226788,1,0.0226788,0.0226788,0.0226788,544,1,544,544,544
16,30,43,1,43,43,43,0.270359,1,0.270359,0.270359,0.270359,2693,1,2693,2693,2693
16,30,30,1,30,30,30,0.0242006,1,0.0242006,0.0242006,0.0242006,434,1,434,434,434
16,30,36,1,36,36,36,0.0617056,1,0.0617056,0.0617056,0.0617056,899,1,899,899,899
16,30,31,1,31,31,31,0.0670147,1,0.0670147,0.0670147,0.0670147,1006,1,1006,1006,1006
16,30,34,1,34,34,34,0.062169,1,0.062169,0.062169,0.062169,949,1,949,949,949
16,30,42,1,42,42,42,0.104841,1,0.104841,0.104841,0.104841,1596,1,1596,1596,1596
16,30,35,1,35,35,35,0.0473928,1,0.0473928,0.0473928,0.0473928,775,1,775,775,775
16,30,36,1,36,36,36,0.0262057,1,0.0262057,0.0262057,0.0262057,526,1,526,526,526
16,30,33,1,33,33,33,0.0604365,1,0.0604365,0.0604365,0.0604365,1085,1,1085,1085,1085
16,30,39,1,39,39,39,0.059789,1,0.059789,0.059789,0.059789,1050,1,1050,1050,1050
16,30,36,1,36,36,36,0.0234619,1,0.0234619,0.0234619,0.0234619,390,1,390,390,390
16,30,33,1,33,33,33,0.0397024,1,0.0397024,0.0397024,0.0397024,669,1,669,669,669
