n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max,depth_total,depth_count,depth_mean,depth_min,depth_max,cliques_total,cliques_count,cliques_mean,cliques_min,cliques_max
31,10,46240,1000,46.24,28,67,0.16863,1000,0.00016863,0.000144384,0.000219326,50340,1000,50.34,32,73,3996,1000,3.996,3,5,0,1000,0,0,0
31,20,92799,1000,92.799,64,120,0.233399,1000,0.000233399,0.000179997,0.000305903,78446,1000,78.446,46,114,4761,1000,4.761,4,6,0,1000,0,0,0
31,30,139429,1000,139.429,113,171,0.338734,1000,0.000338734,0.000257298,0.000465312,112491,1000,112.491,72,176,5432,1000,5.432,5,7,0,1000,0,0,0
31,40,186564,1000,186.564,155,220,0.502286,1000,0.000502286,0.000343305,0.000732542,155101,1000,155.101,82,246,6309,1000,6.309,5,8,0,1000,0,0,0
31,50,232762,1000,232.762,200,265,0.763758,1000,0.000763758,0.000519971,0.00123762,217094,1000,217.094,121,338,7318,1000,7.318,6,9,0,1000,0,0,0
31,60,279474,1000,279.474,245,316,1.21921,1000,0.00121921,0.000743582,0.0020555,313404,1000,313.404,144,602,8608,1000,8.608,7,11,0,1000,0,0,0
31,70,325654,1000,325.654,295,357,2.03104,1000,0.00203104,0.00109477,0.00342392,469235,1000,469.235,166,924,10273,1000,10.273,8,13,0,1000,0,0,0
31,80,371856,1000,371.856,341,401,3.40186,1000,0.00340186,0.00168715,0.00726625,694897,1000,694.897,236,1798,12781,1000,12.781,10,16,0,1000,0,0,0
31,90,418234,1000,418.234,397,438,4.67817,1000,0.00467817,0.0012561,0.0146179,873443,1000,873.443,158,4014,17098,1000,17.098,13,21,0,1000,0,0,0
