n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max,depth_total,depth_count,depth_mean,depth_min,depth_max,cliques_total,cliques_count,cliques_mean,cliques_min,cliques_max
40,80,610,1,610,610,610,0.0103496,1,0.0103496,0.0103496,0.0103496,1725,1,1725,1725,1725,14,1,14,14,14,0,1,0,0,0
40,80,620,1,620,620,620,0.0129588,1,0.0129588,0.0129588,0.0129588,2341,1,2341,2341,2341,14,1,14,14,14,0,1,0,0,0
40,80,620,1,620,620,620,0.0133162,1,0.0133162,0.0133162,0.0133162,2379,1,2379,2379,2379,14,1,14,14,14,0,1,0,0,0
40,80,636,1,636,636,636,0.0143863,1,0.0143863,0.0143863,0.0143863,2729,1,2729,2729,2729,15,1,15,15,15,0,1,0,0,0
40,80,631,1,631,631,631,0.0145285,1,0.0145285,0.0145285,0.0145285,2481,1,2481,2481,2481,15,1,15,15,15,0,1,0,0,0
40,80,630,1,630,630,630,0.0160277,1,0.0160277,0.0160277,0.0160277,2431,1,2431,2431,2431,15,1,15,15,15,0,1,0,0,0
40,80,621,1,621,621,621,0.0159305,1,0.0159305,0.0159305,0.0159305,3635,1,3635,3635,3635,13,1,13,13,13,0,1,0,0,0
40,80,608,1,608,608,608,0.0113067,1,0.0113067,0.0113067,0.0113067,2545,1,2545,2545,2545,13,1,13,13,13,0,1,0,0,0
40,80,616,1,616,616,616,0.0126561,1,0.0126561,0.0126561,0.0126561,2368,1,2368,2368,2368,14,1,14,14,14,0,1,0,0,0
40,80,618,1,618,618,618,0.0148664,1,0.0148664,0.0148664,0.0148664,2707,1,2707,2707,2707,14,1,14,14,14,0,1,0,0,0
40,80,626,1,626,626,626,0.0170466,1,0.0170466,0.0170466,0.0170466,3235,1,3235,3235,3235,14,1,14,14,14,0,1,0,0,0
40,80,607,1,607,607,607,0.00917189,1,0.00917189,0.00917189,0.00917189,1636,1,1636,1636,1636,14,1,14,14,14,0,1,0,0,0
40,80,612,1,612,612,612,0.0126717,1,0.0126717,0.0126717,0.0126717,2145,1,2145,2145,2145,14,1,14,14,14,0,1,0,0,0
40,80,641,1,641,641,641,0.0182142,1,0.0182142,0.0182142,0.0182142,3176,1,3176,3176,3176,15,1,15,15,15,0,1,0,0,0
40,80,619,1,619,619,619,0.015963,1,0.015963,0.015963,0.015963,3377,1,3377,3377,3377,13,1,13,13,13,0,1,0,0,0
40,80,615,1,615,615,615,0.0111948,1,0.0111948,0.0111948,0.0111948,1922,1,1922,1922,1922,14,1,14,14,14,0,1,0,0,0
40,80,632,1,632,632,632,0.0179773,1,0.0179773,0.0179773,0.0179773,3454,1,3454,3454,3454,14,1,14,14,14,0,1,0,0,0
40,80,615,1,615,615,615,0.0157225,1,0.0157225,0.0157225,0.0157225,3362,1,3362,3362,3362,13,1,13,13,13,0,1,0,0,0
40,80,613,1,613,613,613,0.0138366,1,0.0138366,0.0138366,0.0138366,2833,1,2833,2833,2833,13,1,13,13,13,0,1,0,0,0
40,80,617,1,617,617,617,0.0126028,1,0.0126028,0.0126028,0.0126028,2284,1,2284,2284,2284,14,1,14,14,14,0,1,0,0,0
40,80,629,1,629,629,629,0.0135756,1,0.0135756,0.0135756,0.0135756,2130,1,2130,2130,2130,15,1,15,15,15,0,1,0,0,0
40,80,635,1,635,635,635,0.0184877,1,0.0184877,0.0184877,0.0184877,3322,1,3322,3322,3322,14,1,14,14,14,0,1,0,0,0
40,80,621,1,621,621,621,0.0178351,1,0.0178351,0.0178351,0.0178351,3703,1,3703,3703,3703,13,1,13,13,13,0,1,0,0,0
40,80,630,1,630,630,630,0.0184518,1,0.0184518,0.0184518,0.0184518,3259,1,3259,3259,3259,14,1,14,14,14,0,1,0,0,0
40,80,622,1,622,622,622,0.0199171,1,0.0199171,0.0199171,0.0199171,4283,1,4283,4283,4283,13,1,13,13,13,0,1,0,0,0
40,80,635,1,635,635,635,0.0160072,1,0.0160072,0.0160072,0.0160072,2961,1,2961,2961,2961,15,1,15,15,15,0,1,0,0,0
40,80,596,1,596,596,596,0.0125137,1,0.0125137,0.0125137,0.0125137,2678,1,2678,2678,2678,12,1,12,12,12,0,1,0,0,0
40,80,633,1,633,633,633,0.0150447,1,0.0150447,0.0150447,0.0150447,2744,1,2744,2744,2744,15,1,15,15,15,0,1,0,0,0
40,80,616,1,616,616,616,0.0158681,1,0.0158681,0.0158681,0.0158681,3078,1,3078,3078,3078,13,1,13,13,13,0,1,0,0,0
40,80,625,1,625,625,625,0.0129728,1,0.0129728,0.0129728,0.0129728,1954,1,1954,1954,1954,15,1,15,15,15,0,1,0,0,0
40,80,623,1,623,623,623,0.0143628,1,0.0143628,0.0143628,0.0143628,2469,1,2469,2469,2469,14,1,14,14,14,0,1,0,0,0
40,80,611,1,611,611,611,0.0116873,1,0.0116873,0.0116873,0.0116873,1793,1,1793,1793,1793,14,1,14,14,14,0,1,0,0,0
40,80,646,1,646,646,646,0.0154518,1,0.0154518,0.0154518,0.0154518,2394,1,2394,2394,2394,16,1,16,16,16,0,1,0,0,0
40,80,615,1,615,615,615,0.0110497,1,0.0110497,0.0110497,0.0110497,1893,1,1893,1893,1893,14,1,14,14,14,0,1,0,0,0
40,80,622,1,622,622,622,0.0154858,1,0.0154858,0.0154858,0.0154858,2812,1,2812,2812,2812,14,1,14,14,14,0,1,0,0,0
40,80,631,1,631,631,631,0.0169692,1,0.0169692,0.0169692,0.0169692,3278,1,3278,3278,3278,14,1,14,14,14,0,1,0,0,0
40,80,617,1,617,617,617,0.0141768,1,0.0141768,0.0141768,0.0141768,2435,1,2435,2435,2435,14,1,14,14,14,0,1,0,0,0
40,80,633,1,633,633,633,0.0172666,1,0.0172666,0.0172666,0.0172666,2971,1,2971,2971,2971,15,1,15,15,15,0,1,0,0,0
40,80,615,1,615,615,615,0.0128708,1,0.0128708,0.0128708,0.0128708,2092,1,2092,2092,2092,14,1,14,14,14,0,1,0,0,0
40,80,617,1,617,617,617,0.0110058,1,0.0110058,0.0110058,0.0110058,1632,1,1632,1632,1632,15,1,15,15,15,0,1,0,0,0
40,80,630,1,630,630,630,0.0118275,1,0.0118275,0.0118275,0.0118275,1611,1,1611,1611,1611,16,1,16,16,16,0,1,0,0,0
