n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,calls_total,calls_count,calls_mean,calls_min,calls_max,depth_total,depth_count,depth_mean,depth_min,depth_max,cliques_total,cliques_count,cliques_mean,cliques_min,cliques_max
45,90,895,1,895,895,895,0.0615048,1,0.0615048,0.0615048,0.0615048,8085,1,8085,8085,8085,22,1,22,22,22,0,1,0,0,0
45,90,896,1,896,896,896,0.106224,1,0.106224,0.106224,0.106224,17598,1,17598,17598,17598,20,1,20,20,20,0,1,0,0,0
45,90,896,1,896,896,896,0.0997626,1,0.0997626,0.0997626,0.0997626,14049,1,14049,14049,14049,21,1,21,21,21,0,1,0,0,0
45,90,888,1,888,888,888,0.0452293,1,0.0452293,0.0452293,0.0452293,5655,1,5655,5655,5655,22,1,22,22,22,0,1,0,0,0
45,90,902,1,902,902,902,0.167932,1,0.167932,0.167932,0.167932,25666,1,25666,25666,25666,21,1,21,21,21,0,1,0,0,0
45,90,889,1,889,889,889,0.0720056,1,0.0720056,0.0720056,0.0720056,12133,1,12133,12133,12133,20,1,20,20,20,0,1,0,0,0
45,90,891,1,891,891,891,0.0697021,1,0.0697021,0.0697021,0.0697021,9791,1,9791,9791,9791,21,1,21,21,21,0,1,0,0,0
45,90,886,1,886,886,886,0.0804642,1,0.0804642,0.0804642,0.0804642,14995,1,14995,14995,14995,20,1,20,20,20,0,1,0,0,0
45,90,883,1,883,883,883,0.0573527,1,0.0573527,0.0573527,0.0573527,6955,1,6955,6955,6955,21,1,21,21,21,0,1,0,0,0
45,90,897,1,897,897,897,0.116893,1,0.116893,0.116893,0.116893,16257,1,16257,16257,16257,21,1,21,21,21,0,1,0,0,0
45,90,892,1,892,892,892,0.057944,1,0.057944,0.057944,0.057944,7136,1,7136,7136,7136,22,1,22,22,22,0,1,0,0,0
45,90,886,1,886,886,886,0.0371419,1,0.0371419,0.0371419,0.0371419,5000,1,5000,5000,5000,22,1,22,22,22,0,1,0,0,0
45,90,878,1,878,878,878,0.0988108,1,0.0988108,0.0988108,0.0988108,14570,1,14570,14570,14570,19,1,19,19,19,0,1,0,0,0
45,90,880,1,880,880,880,0.0435516,1,0.0435516,0.0435516,0.0435516,4955,1,4955,4955,4955,22,1,22,22,22,0,1,0,0,0
45,90,872,1,872,872,872,0.0895257,1,0.0895257,0.0895257,0.0895257,12574,1,12574,12574,12574,19,1,19,19,19,0,1,0,0,0
45,90,900,1,900,900,900,0.152951,1,0.152951,0.152951,0.152951,27450,1,27450,27450,27450,20,1,20,20,20,0,1,0,0,0
45,90,896,1,896,896,896,0.0454461,1,0.0454461,0.0454461,0.0454461,4681,1,4681,4681,4681,23,1,23,23,23,0,1,0,0,0
45,90,905,1,905,905,905,0.0673034,1,0.0673034,0.0673034,0.0673034,8776,1,8776,8776,8776,23,1,23,23,23,0,1,0,0,0
45,90,895,1,895,895,895,0.0622011,1,0.0622011,0.0622011,0.0622011,10008,1,10008,10008,10008,21,1,21,21,21,0,1,0,0,0
45,90,901,1,901,901,901,0.101766,1,0.101766,0.101766,0.101766,14428,1,14428,14428,14428,21,1,21,21,21,0,1,0,0,0
45,90,886,1,886,886,886,0.0441652,1,0.0441652,0.0441652,0.0441652,5583,1,5583,5583,5583,22,1,22,22,22,0,1,0,0,0
45,90,885,1,885,885,885,0.0917295,1,0.0917295,0.0917295,0.0917295,14443,1,14443,14443,14443,20,1,20,20,20,0,1,0,0,0
45,90,899,1,899,899,899,0.0314947,1,0.0314947,0.0314947,0.0314947,4531,1,4531,4531,4531,23,1,23,23,23,0,1,0,0,0
45,90,865,1,865,865,865,0.0872291,1,0.0872291,0.0872291,0.0872291,14261,1,14261,14261,14261,18,1,18,18,18,0,1,0,0,0
45,90,880,1,880,880,880,0.0643948,1,0.0643948,0.0643948,0.0643948,7541,1,7541,7541,7541,21,1,21,21,21,0,1,0,0,0
45,90,901,1,901,901,901,0.0735985,1,0.0735985,0.0735985,0.0735985,10620,1,10620,10620,10620,22,1,22,22,22,0,1,0,0,0
45,90,876,1,876,876,876,0.0643326,1,0.0643326,0.0643326,0.0643326,9528,1,9528,9528,9528,20,1,20,20,20,0,1,0,0,0
45,90,905,1,905,905,905,0.0722527,1,0.0722527,0.0722527,0.0722527,11151,1,11151,11151,11151,22,1,22,22,22,0,1,0,0,0
45,90,899,1,899,899,899,0.166401,1,0.166401,0.166401,0.166401,25603,1,25603,25603,25603,20,1,20,20,20,0,1,0,0,0
45,90,888,1,888,888,888,0.064772,1,0.064772,0.064772,0.064772,6709,1,6709,6709,6709,22,1,22,22,22,0,1,0,0,0
45,90,903,1,903,903,903,0.109374,1,0.109374,0.109374,0.109374,19957,1,19957,19957,19957,21,1,21,21,21,0,1,0,0,0
45,90,894,1,894,894,894,0.0457419,1,0.0457419,0.0457419,0.0457419,6465,1,6465,6465,6465,22,1,22,22,22,0,1,0,0,0
45,90,881,1,881,881,881,0.0500807,1,0.0500807,0.0500807,0.0500807,6820,1,6820,6820,6820,21,1,21,21,21,0,1,0,0,0
45,90,882,1,882,882,882,0.0645181,1,0.0645181,0.0645181,0.0645181,9098,1,9098,9098,9098,20,1,20,20,20,0,1,0,0,0
45,90,880,1,880,880,880,0.0452508,1,0.0452508,0.0452508,0.0452508,6538,1,6538,6538,6538,21,1,21,21,21,0,1,0,0,0
45,90,898,1,898,898,898,0.0725706,1,0.0725706,0.0725706,0.0725706,9843,1,9843,9843,9843,22,1,22,22,22,0,1,0,0,0
45,90,876,1,876,876,876,0.0592106,1,0.0592106,0.0592106,0.0592106,7122,1,7122,7122,7122,20,1,20,20,20,0,1,0,0,0
45,90,915,1,915,915,915,0.0417929,1,0.0417929,0.0417929,0.0417929,3574,1,3574,3574,3574,26,1,26,26,26,0,1,0,0,0
45,90,894,1,894,894,894,0.065634,1,0.065634,0.065634,0.065634,9349,1,9349,9349,9349,21,1,21,21,21,0,1,0,0,0
45,90,890,1,890,890,890,0.0297942,1,0.0297942,0.0297942,0.0297942,3124,1,3124,3124,3124,23,1,23,23,23,0,1,0,0,0
45,90,900,1,900,900,900,0.060496,1,0.060496,0.060496,0.060496,7146,1,7146,7146,7146,23,1,23,23,23,0,1,0,0,0
45,90,892,1,892,892,892,0.078957,1,0.078957,0.078957,0.078957,10623,1,10623,10623,10623,21,1,21,21,21,0,1,0,0,0
45,90,882,1,882,882,882,0.0539966,1,0.0539966,0.0539966,0.0539966,5837,1,5837,5837,5837,21,1,21,21,21,0,1,0,0,0
45,90,917,1,917,917,917,0.042402,1,0.042402,0.042402,0.042402,6033,1,6033,6033,6033,24,1,24,24,24,0,1,0,0,0
45,90,912,1,912,912,912,0.08657,1,0.08657,0.08657,0.08657,12150,1,12150,12150,12150,23,1,23,23,23,0,1,0,0,0
45,90,874,1,874,874,874,0.117946,1,0.117946,0.117946,0.117946,20894,1,20894,20894,20894,18,1,18,18,18,0,1,0,0,0
45,90,888,1,888,888,888,0.0857039,1,0.0857039,0.0857039,0.0857039,14219,1,14219,14219,14219,20,1,20,20,20,0,1,0,0,0
45,90,889,1,889,889,889,0.059709,1,0.059709,0.059709,0.059709,6819,1,6819,6819,6819,22,1,22,22,22,0,1,0,0,0
45,90,886,1,886,886,886,0.0837174,1,0.0837174,0.0837174,0.0837174,13473,1,13473,13473,13473,20,1,20,20,20,0,1,0,0,0
45,90,891,1,891,891,891,0.0508538,1,0.0508538,0.0508538,0.0508538,6074,1,6074,6074,6074,22,1,22,22,22,0,1,0,0,0
45,90,882,1,882,882,882,0.0887984,1,0.0887984,0.0887984,0.0887984,13351,1,13351,13351,13351,20,1,20,20,20,0,1,0,0,0
45,90,893,1,893,893,893,0.105737,1,0.105737,0.105737,0.105737,17187,1,17187,17187,17187,20,1,20,20,20,0,1,0,0,0
45,90,885,1,885,885,885,0.079265,1,0.079265,0.079265,0.079265,12725,1,12725,12725,12725,20,1,20,20,20,0,1,0,0,0
45,90,900,1,900,900,900,0.0548038,1,0.0548038,0.0548038,0.0548038,6045,1,6045,6045,6045,23,1,23,23,23,0,1,0,0,0
45,90,893,1,893,893,893,0.0599332,1,0.0599332,0.0599332,0.0599332,8474,1,8474,8474,8474,22,1,22,22,22,0,1,0,0,0
45,90,890,1,890,890,890,0.0606749,1,0.0606749,0.0606749,0.0606749,6981,1,6981,6981,6981,22,1,22,22,22,0,1,0,0,0
45,90,889,1,889,889,889,0.0557212,1,0.0557212,0.0557212,0.0557212,8466,1,8466,8466,8466,21,1,21,21,21,0,1,0,0,0
45,90,906,1,906,906,906,0.0758452,1,0.0758452,0.0758452,0.0758452,11717,1,11717,11717,11717,22,1,22,22,22,0,1,0,0,0
45,90,876,1,876,876,876,0.0626663,1,0.0626663,0.0626663,0.0626663,9846,1,9846,9846,9846,20,1,20,20,20,0,1,0,0,0
45,90,901,1,901,901,901,0.0665362,1,0.0665362,0.0665362,0.0665362,9212,1,9212,9212,9212,22,1,22,22,22,0,1,0,0,0
45,90,881,1,881,881,881,0.0721387,1,0.0721387,0.0721387,0.0721387,11037,1,11037,11037,11037,20,1,20,20,20,0,1,0,0,0
45,90,900,1,900,900,900,0.0812338,1,0.0812338,0.0812338,0.0812338,10785,1,10785,10785,10785,22,1,22,22,22,0,1,0,0,0
45,90,862,1,862,862,862,0.0773246,1,0.0773246,0.0773246,0.0773246,13582,1,13582,13582,13582,18,1,18,18,18,0,1,0,0,0
45,90,893,1,893,893,893,0.118856,1,0.118856,0.118856,0.118856,17712,1,17712,17712,17712,20,1,20,20,20,0,1,0,0,0
45,90,890,1,890,890,890,0.048872,1,0.048872,0.048872,0.048872,5314,1,5314,5314,5314,22,1,22,22,22,0,1,0,0,0
45,90,892,1,892,892,892,0.0884484,1,0.0884484,0.0884484,0.0884484,11805,1,11805,11805,11805,21,1,21,21,21,0,1,0,0,0
45,90,914,1,914,914,914,0.0574221,1,0.0574221,0.0574221,0.0574221,6751,1,6751,6751,6751,24,1,24,24,24,0,1,0,0,0
45,90,898,1,898,898,898,0.0920686,1,0.0920686,0.0920686,0.0920686,15863,1,15863,15863,15863,21,1,21,21,21,0,1,0,0,0
45,90,896,1,896,896,896,0.056563,1,0.056563,0.056563,0.056563,7031,1,7031,7031,7031,22,1,22,22,22,0,1,0,0,0
45,90,895,1,895,895,895,0.106715,1,0.106715,0.106715,0.106715,16302,1,16302,16302,16302,20,1,20,20,20,0,1,0,0,0
45,90,899,1,899,899,899,0.0576323,1,0.0576323,0.0576323,0.0576323,8646,1,8646,8646,8646,22,1,22,22,22,0,1,0,0,0
45,90,880,1,880,880,880,0.0771985,1,0.0771985,0.0771985,0.0771985,9978,1,9978,9978,9978,20,1,20,20,20,0,1,0,0,0
45,90,897,1,897,897,897,0.141663,1,0.141663,0.141663,0.141663,24833,1,24833,24833,24833,20,1,20,20,20,0,1,0,0,0
45,90,900,1,900,900,900,0.0498001,1,0.0498001,0.0498001,0.0498001,5370,1,5370,5370,5370,23,1,23,23,23,0,1,0,0,0
45,90,886,1,886,886,886,0.0583842,1,0.0583842,0.0583842,0.0583842,7393,1,7393,7393,7393,21,1,21,21,21,0,1,0,0,0
45,90,890,1,890,890,890,0.0467118,1,0.0467118,0.0467118,0.0467118,6261,1,6261,6261,6261,22,1,22,22,22,0,1,0,0,0
45,90,903,1,903,903,903,0.0562606,1,0.0562606,0.0562606,0.0562606,6736,1,6736,6736,6736,23,1,23,23,23,0,1,0,0,0
45,90,904,1,904,904,904,0.110635,1,0.110635,0.110635,0.110635,22460,1,22460,22460,22460,21,1,21,21,21,0,1,0,0,0
45,90,902,1,902,902,902,0.0388447,1,0.0388447,0.0388447,0.0388447,5186,1,5186,5186,5186,23,1,23,23,23,0,1,0,0,0
45,90,901,1,901,901,901,0.0506637,1,0.0506637,0.0506637,0.0506637,6127,1,6127,6127,6127,23,1,23,23,23,0,1,0,0,0
45,90,883,1,883,883,883,0.0797601,1,0.0797601,0.0797601,0.0797601,11768,1,11768,11768,11768,20,1,20,20,20,0,1,0,0,0
45,90,889,1,889,889,889,0.0746831,1,0.0746831,0.0746831,0.0746831,9675,1,9675,9675,9675,21,1,21,21,21,0,1,0,0,0
45,90,896,1,896,896,896,0.074508,1,0.074508,0.074508,0.074508,13431,1,13431,13431,13431,21,1,21,21,21,0,1,0,0,0
45,90,900,1,900,900,900,0.0444933,1,0.0444933,0.0444933,0.0444933,5340,1,5340,5340,5340,23,1,23,23,23,0,1,0,0,0
45,90,889,1,889,889,889,0.0558936,1,0.0558936,0.0558936,0.0558936,6370,1,6370,6370,6370,22,1,22,22,22,0,1,0,0,0
45,90,901,1,901,901,901,0.0774072,1,0.0774072,0.0774072,0.0774072,12967,1,12967,12967,12967,21,1,21,21,21,0,1,0,0,0
45,90,884,1,884,884,884,0.0775242,1,0.0775242,0.0775242,0.0775242,12794,1,12794,12794,12794,20,1,20,20,20,0,1,0,0,0
45,90,891,1,891,891,891,0.0669669,1,0.0669669,0.0669669,0.0669669,9114,1,9114,9114,9114,21,1,21,21,21,0,1,0,0,0
45,90,887,1,887,887,887,0.0636804,1,0.0636804,0.0636804,0.0636804,7599,1,7599,7599,7599,21,1,21,21,21,0,1,0,0,0
