n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
11,70,44,1,44,44,44,8.796e-06,1,8.796e-06,8.796e-06,8.796e-06,76,1,76,76,76,5,1,5,5,5,6,1,6,6,6,1,1,1,1,1
11,70,38,1,38,38,38,7.317e-06,1,7.317e-06,7.317e-06,7.317e-06,64,1,64,64,64,5,1,5,5,5,6,1,6,6,6,1,1,1,1,1
11,70,39,1,39,39,39,7.196e-06,1,7.196e-06,7.196e-06,7.196e-06,65,1,65,65,65,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
11,70,45,1,45,45,45,1.1379e-05,1,1.1379e-05,1.1379e-05,1.1379e-05,106,1,106,106,106,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
11,70,29,1,29,29,29,3.838e-06,1,3.838e-06,3.838e-06,3.838e-06,35,1,35,35,35,3,1,3,3,3,4,1,4,4,4,1,1,1,1,1
11,70,42,1,42,42,42,1.1318e-05,1,1.1318e-05,1.1318e-05,1.1318e-05,104,1,104,104,104,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
11,70,37,1,37,37,37,7.521e-06,1,7.521e-06,7.521e-06,7.521e-06,68,1,68,68,68,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
11,70,45,1,45,45,45,1.0659e-05,1,1.0659e-05,1.0659e-05,1.0659e-05,100,1,100,100,100,6,1,6,6,6,7,1,7,7,7,1,1,1,1,1
11,70,35,1,35,35,35,5.509e-06,1,5.509e-06,5.509e-06,5.509e-06,49,1,49,49,49,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
11,70,42,1,42,42,42,7.452e-06,1,7.452e-06,7.452e-06,7.452e-06,67,1,67,67,67,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
