n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
35,10,55,1,55,55,55,6.8e-06,1,6.8e-06,6.8e-06,6.8e-06,77,1,77,77,77,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
35,10,61,1,61,61,61,1.1204e-05,1,1.1204e-05,1.1204e-05,1.1204e-05,115,1,115,115,115,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
35,10,46,1,46,46,46,7.179e-06,1,7.179e-06,7.179e-06,7.179e-06,83,1,83,83,83,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
35,10,68,1,68,68,68,6.831e-06,1,6.831e-06,6.831e-06,6.831e-06,80,1,80,80,80,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
35,10,57,1,57,57,57,6.266e-06,1,6.266e-06,6.266e-06,6.266e-06,76,1,76,76,76,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
35,10,59,1,59,59,59,1.0707e-05,1,1.0707e-05,1.0707e-05,1.0707e-05,112,1,112,112,112,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
35,10,70,1,70,70,70,1.0388e-05,1,1.0388e-05,1.0388e-05,1.0388e-05,109,1,109,109,109,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
35,10,59,1,59,59,59,6.335e-06,1,6.335e-06,6.335e-06,6.335e-06,77,1,77,77,77,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
35,10,62,1,62,62,62,6.874e-06,1,6.874e-06,6.874e-06,6.874e-06,81,1,81,81,81,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
35,10,48,1,48,48,48,6.1e-06,1,6.1e-06,6.1e-06,6.1e-06,75,1,75,75,75,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
35,10,61,1,61,61,61,8.803e-06,1,8.803e-06,8.803e-06,8.803e-06,96,1,96,96,96,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
35,10,65,1,65,65,65,6.243e-06,1,6.243e-06,6.243e-06,6.243e-06,76,1,76,76,76,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
35,10,48,1,48,48,48,6.302e-06,1,6.302e-06,6.302e-06,6.302e-06,76,1,76,76,76,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
35,10,63,1,63,63,63,6.12e-06,1,6.12e-06,6.12e-06,6.12e-06,74,1,74,74,74,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
35,10,58,1,58,58,58,6.823e-06,1,6.823e-06,6.823e-06,6.823e-06,80,1,80,80,80,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
35,10,53,1,53,53,53,6.866e-06,1,6.866e-06,6.866e-06,6.866e-06,81,1,81,81,81,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
35,10,69,1,69,69,69,1.0543e-05,1,1.0543e-05,1.0543e-05,1.0543e-05,110,1,110,110,110,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
35,10,41,1,41,41,41,6.49e-06,1,6.49e-06,6.49e-06,6.49e-06,77,1,77,77,77,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
35,10,64,1,64,64,64,9.435e-06,1,9.435e-06,9.435e-06,9.435e-06,101,1,101,101,101,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
