n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
31,80,368,1,368,368,368,5.7577e-05,1,5.7577e-05,5.7577e-05,5.7577e-05,558,1,558,558,558,11,1,11,11,11,13,1,13,13,13,2,1,2,2,2
31,80,380,1,380,380,380,4.9103e-05,1,4.9103e-05,4.9103e-05,4.9103e-05,497,1,497,497,497,10,1,10,10,10,11,1,11,11,11,1,1,1,1,1
31,80,361,1,361,361,361,3.5484e-05,1,3.5484e-05,3.5484e-05,3.5484e-05,365,1,365,365,365,10,1,10,10,10,10,1,10,10,10,0,1,0,0,0
31,80,375,1,375,375,375,3.6781e-05,1,3.6781e-05,3.6781e-05,3.6781e-05,369,1,369,369,369,10,1,10,10,10,12,1,12,12,12,2,1,2,2,2
31,80,368,1,368,368,368,4.4635e-05,1,4.4635e-05,4.4635e-05,4.4635e-05,454,1,454,454,454,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
31,80,373,1,373,373,373,6.0316e-05,1,6.0316e-05,6.0316e-05,6.0316e-05,618,1,618,618,618,12,1,12,12,12,12,1,12,12,12,0,1,0,0,0
31,80,381,1,381,381,381,7.3575e-05,1,7.3575e-05,7.3575e-05,7.3575e-05,768,1,768,768,768,13,1,13,13,13,14,1,14,14,14,1,1,1,1,1
31,80,370,1,370,370,370,3.9166e-05,1,3.9166e-05,3.9166e-05,3.9166e-05,403,1,403,403,403,9,1,9,9,9,11,1,11,11,11,2,1,2,2,2
31,80,371,1,371,371,371,6.7321e-05,1,6.7321e-05,6.7321e-05,6.7321e-05,693,1,693,693,693,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
31,80,369,1,369,369,369,4.2149e-05,1,4.2149e-05,4.2149e-05,4.2149e-05,425,1,425,425,425,9,1,9,9,9,12,1,12,12,12,3,1,3,3,3
31,80,389,1,389,389,389,3.2132e-05,1,3.2132e-05,3.2132e-05,3.2132e-05,329,1,329,329,329,9,1,9,9,9,13,1,13,13,13,4,1,4,4,4
31,80,361,1,361,361,361,4.2228e-05,1,4.2228e-05,4.2228e-05,4.2228e-05,424,1,424,424,424,9,1,9,9,9,11,1,11,11,11,2,1,2,2,2
31,80,367,1,367,367,367,3.7696e-05,1,3.7696e-05,3.7696e-05,3.7696e-05,383,1,383,383,383,10,1,10,10,10,11,1,11,11,11,1,1,1,1,1
31,80,368,1,368,368,368,3.2222e-05,1,3.2222e-05,3.2222e-05,3.2222e-05,324,1,324,324,324,8,1,8,8,8,11,1,11,11,11,3,1,3,3,3
31,80,355,1,355,355,355,4.7744e-05,1,4.7744e-05,4.7744e-05,4.7744e-05,491,1,491,491,491,10,1,10,10,10,11,1,11,11,11,1,1,1,1,1
31,80,382,1,382,382,382,5.729e-05,1,5.729e-05,5.729e-05,5.729e-05,590,1,590,590,590,11,1,11,11,11,12,1,12,12,12,1,1,1,1,1
31,80,372,1,372,372,372,6.7497e-05,1,6.7497e-05,6.7497e-05,6.7497e-05,695,1,695,695,695,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
31,80,374,1,374,374,374,5.3286e-05,1,5.3286e-05,5.3286e-05,5.3286e-05,523,1,523,523,523,10,1,10,10,10,13,1,13,13,13,3,1,3,3,3
31,80,357,1,357,357,357,4.0993e-05,1,4.0993e-05,4.0993e-05,4.0993e-05,410,1,410,410,410,9,1,9,9,9,10,1,10,10,10,1,1,1,1,1
31,80,371,1,371,371,371,6.2674e-05,1,6.2674e-05,6.2674e-05,6.2674e-05,638,1,638,638,638,12,1,12,12,12,12,1,12,12,12,0,1,0,0,0
31,80,367,1,367,367,367,4.6665e-05,1,4.6665e-05,4.6665e-05,4.6665e-05,481,1,481,481,481,10,1,10,10,10,11,1,11,11,11,1,1,1,1,1
31,80,372,1,372,372,372,4.2905e-05,1,4.2905e-05,4.2905e-05,4.2905e-05,437,1,437,437,437,9,1,9,9,9,11,1,11,11,11,2,1,2,2,2
31,80,366,1,366,366,366,3.0918e-05,1,3.0918e-05,3.0918e-05,3.0918e-05,313,1,313,313,313,9,1,9,9,9,11,1,11,11,11,2,1,2,2,2
31,80,370,1,370,370,370,4.2055e-05,1,4.2055e-05,4.2055e-05,4.2055e-05,427,1,427,427,427,9,1,9,9,9,12,1,12,12,12,3,1,3,3,3
31,80,368,1,368,368,368,3.1019e-05,1,3.1019e-05,3.1019e-05,3.1019e-05,316,1,316,316,316,8,1,8,8,8,11,1,11,11,11,3,1,3,3,3
31,80,379,1,379,379,379,4.4374e-05,1,4.4374e-05,4.4374e-05,4.4374e-05,450,1,450,450,450,10,1,10,10,10,12,1,12,12,12,2,1,2,2,2
31,80,379,1,379,379,379,8.0078e-05,1,8.0078e-05,8.0078e-05,8.0078e-05,838,1,838,838,838,12,1,12,12,12,13,1,13,13,13,1,1,1,1,1
31,80,380,1,380,380,380,4.9279e-05,1,4.9279e-05,4.9279e-05,4.9279e-05,501,1,501,501,501,10,1,10,10,10,12,1,12,12,12,2,1,2,2,2
31,80,374,1,374,374,374,5.8033e-05,1,5.8033e-05,5.8033e-05,5.8033e-05,592,1,592,592,592,12,1,12,12,12,13,1,13,13,13,1,1,1,1,1
31,80,364,1,364,364,364,2.9108e-05,1,2.9108e-05,2.9108e-05,2.9108e-05,299,1,299,299,299,8,1,8,8,8,12,1,12,12,12,4,1,4,4,4
31,80,384,1,384,384,384,4.384e-05,1,4.384e-05,4.384e-05,4.384e-05,453,1,453,453,453,10,1,10,10,10,12,1,12,12,12,2,1,2,2,2
31,80,374,1,374,374,374,3.2262e-05,1,3.2262e-05,3.2262e-05,3.2262e-05,320,1,320,320,320,8,1,8,8,8,14,1,14,14,14,6,1,6,6,6
31,80,361,1,361,361,361,3.2202e-05,1,3.2202e-05,3.2202e-05,3.2202e-05,323,1,323,323,323,8,1,8,8,8,10,1,10,10,10,2,1,2,2,2
31,80,358,1,358,358,358,3.1792e-05,1,3.1792e-05,3.1792e-05,3.1792e-05,322,1,322,322,322,8,1,8,8,8,11,1,11,11,11,3,1,3,3,3
31,80,369,1,369,369,369,4.8336e-05,1,4.8336e-05,4.8336e-05,4.8336e-05,490,1,490,490,490,10,1,10,10,10,12,1,12,12,12,2,1,2,2,2
31,80,373,1,373,373,373,3.0828e-05,1,3.0828e-05,3.0828e-05,3.0828e-05,307,1,307,307,307,8,1,8,8,8,12,1,12,12,12,4,1,4,4,4
31,80,375,1,375,375,375,4.121e-05,1,4.121e-05,4.121e-05,4.121e-05,424,1,424,424,424,9,1,9,9,9,11,1,11,11,11,2,1,2,2,2
31,80,384,1,384,384,384,4.2912e-05,1,4.2912e-05,4.2912e-05,4.2912e-05,444,1,444,444,444,10,1,10,10,10,11,1,11,11,11,1,1,1,1,1
31,80,376,1,376,376,376,3.2135e-05,1,3.2135e-05,3.2135e-05,3.2135e-05,328,1,328,328,328,8,1,8,8,8,12,1,12,12,12,4,1,4,4,4
31,80,377,1,377,377,377,4.8138e-05,1,4.8138e-05,4.8138e-05,4.8138e-05,492,1,492,492,492,10,1,10,10,10,12,1,12,12,12,2,1,2,2,2
31,80,365,1,365,365,365,5.7131e-05,1,5.7131e-05,5.7131e-05,5.7131e-05,586,1,586,586,586,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
31,80,359,1,359,359,359,6.1136e-05,1,6.1136e-05,6.1136e-05,6.1136e-05,626,1,626,626,626,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
31,80,359,1,359,359,359,4.5637e-05,1,4.5637e-05,4.5637e-05,4.5637e-05,460,1,460,460,460,10,1,10,10,10,12,1,12,12,12,2,1,2,2,2
31,80,371,1,371,371,371,4.1301e-05,1,4.1301e-05,4.1301e-05,4.1301e-05,424,1,424,424,424,9,1,9,9,9,11,1,11,11,11,2,1,2,2,2
31,80,369,1,369,369,369,4.644e-05,1,4.644e-05,4.644e-05,4.644e-05,476,1,476,476,476,10,1,10,10,10,11,1,11,11,11,1,1,1,1,1
31,80,377,1,377,377,377,4.3624e-05,1,4.3624e-05,4.3624e-05,4.3624e-05,441,1,441,441,441,10,1,10,10,10,11,1,11,11,11,1,1,1,1,1
31,80,364,1,364,364,364,4.4794e-05,1,4.4794e-05,4.4794e-05,4.4794e-05,456,1,456,456,456,9,1,9,9,9,12,1,12,12,12,3,1,3,3,3
31,80,347,1,347,347,347,4.3593e-05,1,4.3593e-05,4.3593e-05,4.3593e-05,443,1,443,443,443,9,1,9,9,9,10,1,10,10,10,1,1,1,1,1
31,80,360,1,360,360,360,3.3825e-05,1,3.3825e-05,3.3825e-05,3.3825e-05,345,1,345,345,345,9,1,9,9,9,12,1,12,12,12,3,1,3,3,3
31,80,370,1,370,370,370,4.2828e-05,1,4.2828e-05,4.2828e-05,4.2828e-05,440,1,440,440,440,10,1,10,10,10,11,1,11,11,11,1,1,1,1,1
31,80,365,1,365,365,365,3.5383e-05,1,3.5383e-05,3.5383e-05,3.5383e-05,359,1,359,359,359,9,1,9,9,9,11,1,11,11,11,2,1,2,2,2
31,80,385,1,385,385,385,4.8953e-05,1,4.8953e-05,4.8953e-05,4.8953e-05,505,1,505,505,505,10,1,10,10,10,12,1,12,12,12,2,1,2,2,2
31,80,358,1,358,358,358,2.8515e-05,1,2.8515e-05,2.8515e-05,2.8515e-05,292,1,292,292,292,8,1,8,8,8,10,1,10,10,10,2,1,2,2,2
31,80,368,1,368,368,368,4.0187e-05,1,4.0187e-05,4.0187e-05,4.0187e-05,415,1,415,415,415,9,1,9,9,9,12,1,12,12,12,3,1,3,3,3
31,80,374,1,374,374,374,4.3704e-05,1,4.3704e-05,4.3704e-05,4.3704e-05,449,1,449,449,449,10,1,10,10,10,12,1,12,12,12,2,1,2,2,2
31,80,383,1,383,383,383,5.4545e-05,1,5.4545e-05,5.4545e-05,5.4545e-05,557,1,557,557,557,11,1,11,11,11,13,1,13,13,13,2,1,2,2,2
31,80,372,1,372,372,372,4.7701e-05,1,4.7701e-05,4.7701e-05,4.7701e-05,486,1,486,486,486,10,1,10,10,10,11,1,11,11,11,1,1,1,1,1
31,80,379,1,379,379,379,8.3572e-05,1,8.3572e-05,8.3572e-05,8.3572e-05,876,1,876,876,876,13,1,13,13,13,13,1,13,13,13,0,1,0,0,0
31,80,384,1,384,384,384,4.7017e-05,1,4.7017e-05,4.7017e-05,4.7017e-05,490,1,490,490,490,10,1,10,10,10,12,1,12,12,12,2,1,2,2,2
31,80,381,1,381,381,381,4.3066e-05,1,4.3066e-05,4.3066e-05,4.3066e-05,440,1,440,440,440,10,1,10,10,10,12,1,12,12,12,2,1,2,2,2
31,80,373,1,373,373,373,4.4846e-05,1,4.4846e-05,4.4846e-05,4.4846e-05,454,1,454,454,454,10,1,10,10,10,11,1,11,11,11,1,1,1,1,1
31,80,376,1,376,376,376,4.3387e-05,1,4.3387e-05,4.3387e-05,4.3387e-05,446,1,446,446,446,9,1,9,9,9,11,1,11,11,11,2,1,2,2,2
31,80,374,1,374,374,374,4.7363e-05,1,4.7363e-05,4.7363e-05,4.7363e-05,490,1,490,490,490,10,1,10,10,10,12,1,12,12,12,2,1,2,2,2
31,80,360,1,360,360,360,5.2579e-05,1,5.2579e-05,5.2579e-05,5.2579e-05,534,1,534,534,534,10,1,10,10,10,11,1,11,11,11,1,1,1,1,1
31,80,366,1,366,366,366,3.5959e-05,1,3.5959e-05,3.5959e-05,3.5959e-05,366,1,366,366,366,8,1,8,8,8,11,1,11,11,11,3,1,3,3,3
31,80,371,1,371,371,371,5.104e-05,1,5.104e-05,5.104e-05,5.104e-05,529,1,529,529,529,10,1,10,10,10,11,1,11,11,11,1,1,1,1,1
31,80,380,1,380,380,380,4.0179e-05,1,4.0179e-05,4.0179e-05,4.0179e-05,411,1,411,411,411,9,1,9,9,9,12,1,12,12,12,3,1,3,3,3
31,80,377,1,377,377,377,5.1544e-05,1,5.1544e-05,5.1544e-05,5.1544e-05,522,1,522,522,522,11,1,11,11,11,13,1,13,13,13,2,1,2,2,2
31,80,369,1,369,369,369,4.7524e-05,1,4.7524e-05,4.7524e-05,4.7524e-05,480,1,480,480,480,10,1,10,10,10,11,1,11,11,11,1,1,1,1,1
31,80,373,1,373,373,373,3.6285e-05,1,3.6285e-05,3.6285e-05,3.6285e-05,372,1,372,372,372,9,1,9,9,9,11,1,11,11,11,2,1,2,2,2
31,80,375,1,375,375,375,3.0342e-05,1,3.0342e-05,3.0342e-05,3.0342e-05,305,1,305,305,305,9,1,9,9,9,12,1,12,12,12,3,1,3,3,3
31,80,375,1,375,375,375,4.6763e-05,1,4.6763e-05,4.6763e-05,4.6763e-05,478,1,478,478,478,10,1,10,10,10,11,1,11,11,11,1,1,1,1,1
