n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
46,40,412,1,412,412,412,1.9814e-05,1,1.9814e-05,1.9814e-05,1.9814e-05,165,1,165,165,165,4,1,4,4,4,6,1,6,6,6,2,1,2,2,2
46,40,407,1,407,407,407,2.022e-05,1,2.022e-05,2.022e-05,2.022e-05,166,1,166,166,166,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
46,40,423,1,423,423,423,1.377e-05,1,1.377e-05,1.377e-05,1.377e-05,144,1,144,144,144,4,1,4,4,4,6,1,6,6,6,2,1,2,2,2
46,40,404,1,404,404,404,1.9571e-05,1,1.9571e-05,1.9571e-05,1.9571e-05,162,1,162,162,162,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
46,40,415,1,415,415,415,2.5008e-05,1,2.5008e-05,2.5008e-05,2.5008e-05,219,1,219,219,219,5,1,5,5,5,6,1,6,6,6,1,1,1,1,1
46,40,410,1,410,410,410,1.8875e-05,1,1.8875e-05,1.8875e-05,1.8875e-05,175,1,175,175,175,5,1,5,5,5,6,1,6,6,6,1,1,1,1,1
46,40,391,1,391,391,391,1.8708e-05,1,1.8708e-05,1.8708e-05,1.8708e-05,158,1,158,158,158,5,1,5,5,5,6,1,6,6,6,1,1,1,1,1
46,40,425,1,425,425,425,2.3628e-05,1,2.3628e-05,2.3628e-05,2.3628e-05,203,1,203,203,203,5,1,5,5,5,6,1,6,6,6,1,1,1,1,1
46,40,411,1,411,411,411,1.3996e-05,1,1.3996e-05,1.3996e-05,1.3996e-05,148,1,148,148,148,4,1,4,4,4,6,1,6,6,6,2,1,2,2,2
46,40,380,1,380,380,380,1.4946e-05,1,1.4946e-05,1.4946e-05,1.4946e-05,142,1,142,142,142,4,1,4,4,4,6,1,6,6,6,2,1,2,2,2
46,40,436,1,436,436,436,2.0915e-05,1,2.0915e-05,2.0915e-05,2.0915e-05,181,1,181,181,181,5,1,5,5,5,6,1,6,6,6,1,1,1,1,1
46,40,432,1,432,432,432,1.5687e-05,1,1.5687e-05,1.5687e-05,1.5687e-05,129,1,129,129,129,4,1,4,4,4,7,1,7,7,7,3,1,3,3,3
46,40,427,1,427,427,427,1.683e-05,1,1.683e-05,1.683e-05,1.683e-05,153,1,153,153,153,4,1,4,4,4,6,1,6,6,6,2,1,2,2,2
46,40,418,1,418,418,418,2.5273e-05,1,2.5273e-05,2.5273e-05,2.5273e-05,218,1,218,218,218,5,1,5,5,5,6,1,6,6,6,1,1,1,1,1
46,40,416,1,416,416,416,1.3e-05,1,1.3e-05,1.3e-05,1.3e-05,126,1,126,126,126,4,1,4,4,4,6,1,6,6,6,2,1,2,2,2
46,40,405,1,405,405,405,1.4041e-05,1,1.4041e-05,1.4041e-05,1.4041e-05,115,1,115,115,115,4,1,4,4,4,6,1,6,6,6,2,1,2,2,2
46,40,435,1,435,435,435,2.7207e-05,1,2.7207e-05,2.7207e-05,2.7207e-05,237,1,237,237,237,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
46,40,402,1,402,402,402,1.3903e-05,1,1.3903e-05,1.3903e-05,1.3903e-05,134,1,134,134,134,4,1,4,4,4,6,1,6,6,6,2,1,2,2,2
46,40,431,1,431,431,431,1.7008e-05,1,1.7008e-05,1.7008e-05,1.7008e-05,152,1,152,152,152,5,1,5,5,5,7,1,7,7,7,2,1,2,2,2
46,40,398,1,398,398,398,9.678e-06,1,9.678e-06,9.678e-06,9.678e-06,91,1,91,91,91,3,1,3,3,3,6,1,6,6,6,3,1,3,3,3
46,40,390,1,390,390,390,1.3821e-05,1,1.3821e-05,1.3821e-05,1.3821e-05,142,1,142,142,142,4,1,4,4,4,6,1,6,6,6,2,1,2,2,2
46,40,389,1,389,389,389,2.2902e-05,1,2.2902e-05,2.2902e-05,2.2902e-05,209,1,209,209,209,5,1,5,5,5,6,1,6,6,6,1,1,1,1,1
46,40,416,1,416,416,416,1.6622e-05,1,1.6622e-05,1.6622e-05,1.6622e-05,171,1,171,171,171,5,1,5,5,5,6,1,6,6,6,1,1,1,1,1
46,40,382,1,382,382,382,1.4112e-05,1,1.4112e-05,1.4112e-05,1.4112e-05,140,1,140,140,140,4,1,4,4,4,6,1,6,6,6,2,1,2,2,2
