n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
41,10,81967,1000,81.967,48,108,0.00995238,1000,9.95238e-06,7.273e-06,2.6658e-05,106228,1000,106.228,84,175,2537,1000,2.537,2,4,3081,1000,3.081,2,4,544,1000,0.544,0,2
41,20,164209,1000,164.209,127,198,0.0116693,1000,1.16693e-05,7.532e-06,2.6549e-05,121016,1000,121.016,87,215,3132,1000,3.132,2,5,4047,1000,4.047,3,5,915,1000,0.915,0,3
41,30,246313,1000,246.313,212,285,0.0140363,1000,1.40363e-05,7.968e-06,3.4287e-05,142391,1000,142.391,91,258,3801,1000,3.801,2,6,4931,1000,4.931,4,7,1130,1000,1.13,0,4
41,40,328279,1000,328.279,291,371,0.0168476,1000,1.68476e-05,9.142e-06,3.4884e-05,168458,1000,168.458,100,313,4512,1000,4.512,3,7,5894,1000,5.894,5,7,1382,1000,1.382,0,4
41,50,410281,1000,410.281,364,468,0.0213246,1000,2.13246e-05,1.0867e-05,6.3776e-05,210555,1000,210.555,114,472,5390,1000,5.39,4,8,6998,1000,6.998,6,9,1608,1000,1.608,0,4
41,60,492568,1000,492.568,439,532,0.0286393,1000,2.86393e-05,1.3831e-05,5.8958e-05,283477,1000,283.477,141,578,6655,1000,6.655,5,10,8503,1000,8.503,7,10,1848,1000,1.848,0,5
41,70,574120,1000,574.12,532,621,0.040441,1000,4.0441e-05,1.828e-05,8.5423e-05,405658,1000,405.658,187,811,8245,1000,8.245,6,11,10523,1000,10.523,9,13,2278,1000,2.278,0,6
41,80,656224,1000,656.224,609,696,0.066137,1000,6.6137e-05,2.5034e-05,0.000144091,677465,1000,677.465,257,1528,10877,1000,10.877,7,15,13551,1000,13.551,11,17,2674,1000,2.674,0,7
41,90,738150,1000,738.15,712,764,0.147258,1000,0.000147258,6.2791e-05,0.0003158,1564796,1000,1564.8,655,3461,16272,1000,16.272,12,22,19141,1000,19.141,16,23,2869,1000,2.869,0,10
