n,p,m_total,m_count,m_mean,m_min,m_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max,isteps_total,isteps_count,isteps_mean,isteps_min,isteps_max,inumber_total,inumber_count,inumber_mean,inumber_min,inumber_max
20,80,151,1,151,151,151,280,1,280,280,280,10,1,10,10,10,463,1,463,463,463,10,1,10,10,10
20,80,149,1,149,149,149,268,1,268,268,268,9,1,9,9,9,415,1,415,415,415,9,1,9,9,9
20,80,143,1,143,143,143,283,1,283,283,283,9,1,9,9,9,428,1,428,428,428,9,1,9,9,9
20,80,145,1,145,145,145,269,1,269,269,269,9,1,9,9,9,434,1,434,434,434,9,1,9,9,9
20,80,147,1,147,147,147,274,1,274,274,274,10,1,10,10,10,479,1,479,479,479,10,1,10,10,10
20,80,149,1,149,149,149,282,1,282,282,282,10,1,10,10,10,456,1,456,456,456,10,1,10,10,10
20,80,152,1,152,152,152,282,1,282,282,282,11,1,11,11,11,508,1,508,508,508,11,1,11,11,11
20,80,149,1,149,149,149,269,1,269,269,269,9,1,9,9,9,421,1,421,421,421,9,1,9,9,9
20,80,158,1,158,158,158,282,1,282,282,282,11,1,11,11,11,489,1,489,489,489,11,1,11,11,11
20,80,156,1,156,156,156,274,1,274,274,274,10,1,10,10,10,445,1,445,445,445,10,1,10,10,10
20,80,153,1,153,153,153,271,1,271,271,271,9,1,9,9,9,422,1,422,422,422,9,1,9,9,9
20,80,155,1,155,155,155,279,1,279,279,279,10,1,10,10,10,481,1,481,481,481,10,1,10,10,10
20,80,150,1,150,150,150,279,1,279,279,279,10,1,10,10,10,473,1,473,473,473,10,1,10,10,10
20,80,150,1,150,150,150,274,1,274,274,274,10,1,10,10,10,482,1,482,482,482,10,1,10,10,10
20,80,142,1,142,142,142,263,1,263,263,263,9,1,9,9,9,424,1,424,424,424,9,1,9,9,9
20,80,144,1,144,144,144,266,1,266,266,266,9,1,9,9,9,416,1,416,416,416,9,1,9,9,9
20,80,160,1,160,160,160,283,1,283,283,283,11,1,11,11,11,505,1,505,505,505,11,1,11,11,11
20,80,155,1,155,155,155,292,1,292,292,292,11,1,11,11,11,545,1,545,545,545,11,1,11,11,11
20,80,151,1,151,151,151,268,1,268,268,268,9,1,9,9,9,425,1,425,425,425,9,1,9,9,9
20,80,154,1,154,154,154,275,1,275,275,275,10,1,10,10,10,468,1,468,468,468,10,1,10,10,10
20,80,142,1,142,142,142,270,1,270,270,270,9,1,9,9,9,432,1,432,432,432,9,1,9,9,9
20,80,157,1,157,157,157,296,1,296,296,296,11,1,11,11,11,520,1,520,520,520,11,1,11,11,11
20,80,151,1,151,151,151,274,1,274,274,274,10,1,10,10,10,448,1,448,448,448,10,1,10,10,10
20,80,151,1,151,151,151,263,1,263,263,263,9,1,9,9,9,409,1,409,409,409,9,1,9,9,9
20,80,153,1,153,153,153,273,1,273,273,273,10,1,10,10,10,442,1,442,442,442,10,1,10,10,10
20,80,147,1,147,147,147,279,1,279,279,279,10,1,10,10,10,487,1,487,487,487,10,1,10,10,10
20,80,142,1,142,142,142,270,1,270,270,270,10,1,10,10,10,455,1,455,455,455,10,1,10,10,10
20,80,161,1,161,161,161,278,1,278,278,278,10,1,10,10,10,465,1,465,465,465,10,1,10,10,10
20,80,157,1,157,157,157,283,1,283,283,283,11,1,11,11,11,496,1,496,496,496,11,1,11,11,11
20,80,155,1,155,155,155,283,1,283,283,283,11,1,11,11,11,499,1,499,499,499,11,1,11,11,11
20,80,162,1,162,162,162,296,1,296,296,296,11,1,11,11,11,510,1,510,510,510,11,1,11,11,11
20,80,150,1,150,150,150,269,1,269,269,269,10,1,10,10,10,449,1,449,449,449,10,1,10,10,10
20,80,162,1,162,162,162,297,1,297,297,297,11,1,11,11,11,522,1,522,522,522,11,1,11,11,11
20,80,159,1,159,159,159,279,1,279,279,279,10,1,10,10,10,487,1,487,487,487,10,1,10,10,10
20,80,148,1,148,148,148,277,1,277,277,277,10,1,10,10,10,455,1,455,455,455,10,1,10,10,10
20,80,148,1,148,148,148,274,1,274,274,274,9,1,9,9,9,419,1,419,419,419,9,1,9,9,9
20,80,152,1,152,152,152,286,1,286,286,286,11,1,11,11,11,533,1,533,533,533,11,1,11,11,11
20,80,153,1,153,153,153,288,1,288,288,288,10,1,10,10,10,464,1,464,464,464,10,1,10,10,10
20,80,161,1,161,161,161,289,1,289,289,289,10,1,10,10,10,460,1,460,460,460,10,1,10,10,10
20,80,153,1,153,153,153,271,1,271,271,271,9,1,9,9,9,417,1,417,417,417,9,1,9,9,9
20,80,146,1,146,146,146,268,1,268,268,268,10,1,10,10,10,445,1,445,445,445,10,1,10,10,10
20,80,158,1,158,158,158,275,1,275,275,275,10,1,10,10,10,461,1,461,461,461,10,1,10,10,10
20,80,159,1,159,159,159,286,1,286,286,286,11,1,11,11,11,502,1,502,502,502,11,1,11,11,11
20,80,148,1,148,148,148,273,1,273,273,273,10,1,10,10,10,448,1,448,448,448,10,1,10,10,10
20,80,154,1,154,154,154,281,1,281,281,281,11,1,11,11,11,497,1,497,497,497,11,1,11,11,11
20,80,148,1,148,148,148,280,1,280,280,280,10,1,10,10,10,458,1,458,458,458,10,1,10,10,10
20,80,154,1,154,154,154,269,1,269,269,269,10,1,10,10,10,451,1,451,451,451,10,1,10,10,10
20,80,147,1,147,147,147,275,1,275,275,275,10,1,10,10,10,444,1,444,444,444,10,1,10,10,10
20,80,143,1,143,143,143,264,1,264,264,264,9,1,9,9,9,424,1,424,424,424,9,1,9,9,9
