n,p,diff_total,diff_count,diff_mean,diff_min,diff_max
45,10,39,1000,0.039,-1,1
45,20,16,1000,0.016,-1,2
45,30,41,1000,0.041,-2,2
45,40,17,1000,0.017,-2,2
45,50,-6,1000,-0.006,-2,2
45,60,-2,1000,-0.002,-2,2
45,70,-1,1000,-0.001,-2,2
45,80,0,1000,0,-1,1
45,90,0,1000,0,0,0
