n,p,m_total,m_count,m_mean,m_min,m_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max,isteps_total,isteps_count,isteps_mean,isteps_min,isteps_max,inumber_total,inumber_count,inumber_mean,inumber_min,inumber_max
15,40,39,1,39,39,39,126,1,126,126,126,4,1,4,4,4,167,1,167,167,167,4,1,4,4,4
15,40,38,1,38,38,38,129,1,129,129,129,5,1,5,5,5,172,1,172,172,172,5,1,5,5,5
15,40,55,1,55,55,55,133,1,133,133,133,5,1,5,5,5,175,1,175,175,175,5,1,5,5,5
15,40,50,1,50,50,50,130,1,130,130,130,5,1,5,5,5,159,1,159,159,159,5,1,5,5,5
15,40,43,1,43,43,43,127,1,127,127,127,5,1,5,5,5,182,1,182,182,182,5,1,5,5,5
15,40,42,1,42,42,42,130,1,130,130,130,5,1,5,5,5,183,1,183,183,183,5,1,5,5,5
15,40,35,1,35,35,35,130,1,130,130,130,5,1,5,5,5,192,1,192,192,192,4,1,4,4,4
15,40,40,1,40,40,40,125,1,125,125,125,4,1,4,4,4,139,1,139,139,139,4,1,4,4,4
15,40,42,1,42,42,42,134,1,134,134,134,5,1,5,5,5,204,1,204,204,204,5,1,5,5,5
15,40,38,1,38,38,38,126,1,126,126,126,4,1,4,4,4,181,1,181,181,181,4,1,4,4,4
15,40,47,1,47,47,47,136,1,136,136,136,5,1,5,5,5,180,1,180,180,180,5,1,5,5,5
15,40,45,1,45,45,45,129,1,129,129,129,5,1,5,5,5,169,1,169,169,169,5,1,5,5,5
15,40,43,1,43,43,43,127,1,127,127,127,4,1,4,4,4,142,1,142,142,142,4,1,4,4,4
15,40,43,1,43,43,43,128,1,128,128,128,5,1,5,5,5,177,1,177,177,177,5,1,5,5,5
15,40,49,1,49,49,49,136,1,136,136,136,5,1,5,5,5,176,1,176,176,176,5,1,5,5,5
15,40,48,1,48,48,48,128,1,128,128,128,5,1,5,5,5,171,1,171,171,171,5,1,5,5,5
15,40,35,1,35,35,35,121,1,121,121,121,4,1,4,4,4,142,1,142,142,142,4,1,4,4,4
15,40,41,1,41,41,41,125,1,125,125,125,4,1,4,4,4,147,1,147,147,147,4,1,4,4,4
15,40,52,1,52,52,52,134,1,134,134,134,5,1,5,5,5,168,1,168,168,168,5,1,5,5,5
15,40,54,1,54,54,54,127,1,127,127,127,5,1,5,5,5,176,1,176,176,176,5,1,5,5,5
15,40,46,1,46,46,46,131,1,131,131,131,5,1,5,5,5,173,1,173,173,173,5,1,5,5,5
15,40,43,1,43,43,43,125,1,125,125,125,4,1,4,4,4,150,1,150,150,150,4,1,4,4,4
15,40,41,1,41,41,41,124,1,124,124,124,4,1,4,4,4,140,1,140,140,140,4,1,4,4,4
15,40,53,1,53,53,53,133,1,133,133,133,6,1,6,6,6,207,1,207,207,207,6,1,6,6,6
15,40,54,1,54,54,54,133,1,133,133,133,5,1,5,5,5,176,1,176,176,176,5,1,5,5,5
15,40,38,1,38,38,38,128,1,128,128,128,5,1,5,5,5,185,1,185,185,185,5,1,5,5,5
15,40,43,1,43,43,43,132,1,132,132,132,5,1,5,5,5,176,1,176,176,176,5,1,5,5,5
15,40,42,1,42,42,42,126,1,126,126,126,4,1,4,4,4,126,1,126,126,126,4,1,4,4,4
15,40,37,1,37,37,37,129,1,129,129,129,4,1,4,4,4,165,1,165,165,165,4,1,4,4,4
15,40,43,1,43,43,43,129,1,129,129,129,5,1,5,5,5,190,1,190,190,190,5,1,5,5,5
15,40,49,1,49,49,49,133,1,133,133,133,5,1,5,5,5,194,1,194,194,194,5,1,5,5,5
