n,p,m_total,m_count,m_mean,m_min,m_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max,isteps_total,isteps_count,isteps_mean,isteps_min,isteps_max,inumber_total,inumber_count,inumber_mean,inumber_min,inumber_max
45,30,305,1,305,305,305,1134,1,1134,1134,1134,8,1,8,8,8,1471,1,1471,1471,1471,8,1,8,8,8
45,30,289,1,289,289,289,1108,1,1108,1108,1108,7,1,7,7,7,1350,1,1350,1350,1350,7,1,7,7,7
45,30,313,1,313,313,313,1127,1,1127,1127,1127,8,1,8,8,8,1379,1,1379,1379,1379,8,1,8,8,8
45,30,277,1,277,277,277,1094,1,1094,1094,1094,7,1,7,7,7,1254,1,1254,1254,1254,7,1,7,7,7
45,30,282,1,282,282,282,1121,1,1121,1121,1121,8,1,8,8,8,1302,1,1302,1302,1302,8,1,8,8,8
45,30,280,1,280,280,280,1090,1,1090,1090,1090,6,1,6,6,6,1212,1,1212,1212,1212,6,1,6,6,6
45,30,291,1,291,291,291,1104,1,1104,1104,1104,7,1,7,7,7,1313,1,1313,1313,1313,7,1,7,7,7
45,30,285,1,285,285,285,1119,1,1119,1119,1119,7,1,7,7,7,1274,1,1274,1274,1274,7,1,7,7,7
45,30,302,1,302,302,302,1122,1,1122,1122,1122,8,1,8,8,8,1350,1,1350,1350,1350,8,1,8,8,8
45,30,305,1,305,305,305,1132,1,1132,1132,1132,9,1,9,9,9,1417,1,1417,1417,1417,9,1,9,9,9
45,30,284,1,284,284,284,1111,1,1111,1111,1111,7,1,7,7,7,1361,1,1361,1361,1361,8,1,8,8,8
45,30,305,1,305,305,305,1106,1,1106,1106,1106,7,1,7,7,7,1289,1,1289,1289,1289,7,1,7,7,7
45,30,275,1,275,275,275,1111,1,1111,1111,1111,7,1,7,7,7,1298,1,1298,1298,1298,7,1,7,7,7
45,30,303,1,303,303,303,1118,1,1118,1118,1118,8,1,8,8,8,1375,1,1375,1375,1375,8,1,8,8,8
