n,p,diff_total,diff_count,diff_mean,diff_min,diff_max
40,10,52,1000,0.052,-1,1
40,20,42,1000,0.042,-1,1
40,30,-6,1000,-0.006,-2,2
40,40,8,1000,0.008,-2,2
40,50,20,1000,0.02,-2,2
40,60,10,1000,0.01,-2,3
40,70,-1,1000,-0.001,-1,2
40,80,-2,1000,-0.002,-2,0
40,90,0,1000,0,0,0
