n,p,m_total,m_count,m_mean,m_min,m_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max,isteps_total,isteps_count,isteps_mean,isteps_min,isteps_max,inumber_total,inumber_count,inumber_mean,inumber_min,inumber_max
20,40,60,1,60,60,60,216,1,216,216,216,4,1,4,4,4,233,1,233,233,233,4,1,4,4,4
20,40,78,1,78,78,78,230,1,230,230,230,6,1,6,6,6,354,1,354,354,354,6,1,6,6,6
20,40,68,1,68,68,68,221,1,221,221,221,5,1,5,5,5,265,1,265,265,265,5,1,5,5,5
20,40,77,1,77,77,77,229,1,229,229,229,5,1,5,5,5,269,1,269,269,269,5,1,5,5,5
20,40,77,1,77,77,77,230,1,230,230,230,5,1,5,5,5,336,1,336,336,336,5,1,5,5,5
20,40,76,1,76,76,76,226,1,226,226,226,5,1,5,5,5,254,1,254,254,254,5,1,5,5,5
20,40,85,1,85,85,85,235,1,235,235,235,6,1,6,6,6,281,1,281,281,281,6,1,6,6,6
20,40,76,1,76,76,76,232,1,232,232,232,6,1,6,6,6,285,1,285,285,285,6,1,6,6,6
20,40,74,1,74,74,74,236,1,236,236,236,6,1,6,6,6,318,1,318,318,318,6,1,6,6,6
20,40,74,1,74,74,74,232,1,232,232,232,6,1,6,6,6,322,1,322,322,322,6,1,6,6,6
20,40,71,1,71,71,71,221,1,221,221,221,5,1,5,5,5,288,1,288,288,288,5,1,5,5,5
20,40,74,1,74,74,74,225,1,225,225,225,5,1,5,5,5,312,1,312,312,312,5,1,5,5,5
20,40,92,1,92,92,92,248,1,248,248,248,7,1,7,7,7,323,1,323,323,323,7,1,7,7,7
20,40,85,1,85,85,85,241,1,241,241,241,7,1,7,7,7,320,1,320,320,320,7,1,7,7,7
20,40,79,1,79,79,79,229,1,229,229,229,5,1,5,5,5,338,1,338,338,338,6,1,6,6,6
20,40,86,1,86,86,86,232,1,232,232,232,6,1,6,6,6,286,1,286,286,286,6,1,6,6,6
20,40,82,1,82,82,82,229,1,229,229,229,5,1,5,5,5,250,1,250,250,250,5,1,5,5,5
20,40,72,1,72,72,72,227,1,227,227,227,5,1,5,5,5,250,1,250,250,250,5,1,5,5,5
20,40,72,1,72,72,72,229,1,229,229,229,5,1,5,5,5,269,1,269,269,269,5,1,5,5,5
20,40,84,1,84,84,84,241,1,241,241,241,6,1,6,6,6,320,1,320,320,320,6,1,6,6,6
20,40,72,1,72,72,72,228,1,228,228,228,6,1,6,6,6,346,1,346,346,346,6,1,6,6,6
20,40,85,1,85,85,85,234,1,234,234,234,6,1,6,6,6,302,1,302,302,302,6,1,6,6,6
20,40,79,1,79,79,79,225,1,225,225,225,6,1,6,6,6,300,1,300,300,300,6,1,6,6,6
20,40,68,1,68,68,68,228,1,228,228,228,5,1,5,5,5,271,1,271,271,271,5,1,5,5,5
20,40,75,1,75,75,75,226,1,226,226,226,6,1,6,6,6,268,1,268,268,268,6,1,6,6,6
20,40,60,1,60,60,60,221,1,221,221,221,5,1,5,5,5,282,1,282,282,282,5,1,5,5,5
20,40,79,1,79,79,79,227,1,227,227,227,5,1,5,5,5,248,1,248,248,248,5,1,5,5,5
20,40,66,1,66,66,66,227,1,227,227,227,5,1,5,5,5,276,1,276,276,276,5,1,5,5,5
20,40,67,1,67,67,67,235,1,235,235,235,6,1,6,6,6,324,1,324,324,324,6,1,6,6,6
20,40,79,1,79,79,79,229,1,229,229,229,6,1,6,6,6,311,1,311,311,311,6,1,6,6,6
20,40,74,1,74,74,74,235,1,235,235,235,6,1,6,6,6,307,1,307,307,307,6,1,6,6,6
20,40,77,1,77,77,77,230,1,230,230,230,6,1,6,6,6,298,1,298,298,298,6,1,6,6,6
20,40,80,1,80,80,80,228,1,228,228,228,5,1,5,5,5,276,1,276,276,276,5,1,5,5,5
20,40,81,1,81,81,81,226,1,226,226,226,5,1,5,5,5,243,1,243,243,243,5,1,5,5,5
20,40,64,1,64,64,64,226,1,226,226,226,5,1,5,5,5,283,1,283,283,283,5,1,5,5,5
20,40,77,1,77,77,77,230,1,230,230,230,5,1,5,5,5,286,1,286,286,286,5,1,5,5,5
20,40,82,1,82,82,82,226,1,226,226,226,6,1,6,6,6,310,1,310,310,310,6,1,6,6,6
20,40,78,1,78,78,78,231,1,231,231,231,6,1,6,6,6,323,1,323,323,323,6,1,6,6,6
20,40,73,1,73,73,73,228,1,228,228,228,5,1,5,5,5,262,1,262,262,262,5,1,5,5,5
20,40,80,1,80,80,80,235,1,235,235,235,6,1,6,6,6,315,1,315,315,315,6,1,6,6,6
20,40,79,1,79,79,79,225,1,225,225,225,5,1,5,5,5,248,1,248,248,248,5,1,5,5,5
20,40,99,1,99,99,99,242,1,242,242,242,7,1,7,7,7,331,1,331,331,331,7,1,7,7,7
20,40,80,1,80,80,80,229,1,229,229,229,6,1,6,6,6,303,1,303,303,303,6,1,6,6,6
20,40,76,1,76,76,76,223,1,223,223,223,5,1,5,5,5,280,1,280,280,280,5,1,5,5,5
20,40,77,1,77,77,77,235,1,235,235,235,6,1,6,6,6,320,1,320,320,320,6,1,6,6,6
20,40,72,1,72,72,72,228,1,228,228,228,5,1,5,5,5,301,1,301,301,301,5,1,5,5,5
20,40,94,1,94,94,94,233,1,233,233,233,6,1,6,6,6,311,1,311,311,311,6,1,6,6,6
20,40,84,1,84,84,84,228,1,228,228,228,6,1,6,6,6,310,1,310,310,310,6,1,6,6,6
20,40,84,1,84,84,84,223,1,223,223,223,5,1,5,5,5,288,1,288,288,288,5,1,5,5,5
20,40,75,1,75,75,75,228,1,228,228,228,6,1,6,6,6,303,1,303,303,303,5,1,5,5,5
20,40,68,1,68,68,68,223,1,223,223,223,5,1,5,5,5,325,1,325,325,325,5,1,5,5,5
