n,p,m_total,m_count,m_mean,m_min,m_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max,isteps_total,isteps_count,isteps_mean,isteps_min,isteps_max,inumber_total,inumber_count,inumber_mean,inumber_min,inumber_max
50,50,626,1,626,626,626,1483,1,1483,1483,1483,12,1,12,12,12,1928,1,1928,1928,1928,12,1,12,12,12
50,50,580,1,580,580,580,1476,1,1476,1476,1476,12,1,12,12,12,1961,1,1961,1961,1961,12,1,12,12,12
50,50,620,1,620,620,620,1465,1,1465,1465,1465,12,1,12,12,12,1977,1,1977,1977,1977,12,1,12,12,12
50,50,596,1,596,596,596,1466,1,1466,1466,1466,12,1,12,12,12,1897,1,1897,1897,1897,12,1,12,12,12
50,50,604,1,604,604,604,1467,1,1467,1467,1467,11,1,11,11,11,1905,1,1905,1905,1905,11,1,11,11,11
50,50,621,1,621,621,621,1455,1,1455,1455,1455,12,1,12,12,12,2030,1,2030,2030,2030,12,1,12,12,12
50,50,624,1,624,624,624,1465,1,1465,1465,1465,11,1,11,11,11,1854,1,1854,1854,1854,11,1,11,11,11
50,50,620,1,620,620,620,1472,1,1472,1472,1472,13,1,13,13,13,2012,1,2012,2012,2012,13,1,13,13,13
50,50,619,1,619,619,619,1472,1,1472,1472,1472,12,1,12,12,12,1978,1,1978,1978,1978,12,1,12,12,12
50,50,604,1,604,604,604,1451,1,1451,1451,1451,12,1,12,12,12,1900,1,1900,1900,1900,12,1,12,12,12
50,50,609,1,609,609,609,1446,1,1446,1446,1446,12,1,12,12,12,1882,1,1882,1882,1882,12,1,12,12,12
50,50,620,1,620,620,620,1440,1,1440,1440,1440,11,1,11,11,11,1964,1,1964,1964,1964,12,1,12,12,12
50,50,638,1,638,638,638,1453,1,1453,1453,1453,13,1,13,13,13,2036,1,2036,2036,2036,13,1,13,13,13
50,50,609,1,609,609,609,1461,1,1461,1461,1461,12,1,12,12,12,1890,1,1890,1890,1890,12,1,12,12,12
50,50,590,1,590,590,590,1489,1,1489,1489,1489,12,1,12,12,12,1924,1,1924,1924,1924,12,1,12,12,12
50,50,649,1,649,649,649,1484,1,1484,1484,1484,12,1,12,12,12,2068,1,2068,2068,2068,13,1,13,13,13
50,50,625,1,625,625,625,1473,1,1473,1473,1473,13,1,13,13,13,1995,1,1995,1995,1995,13,1,13,13,13
50,50,629,1,629,629,629,1456,1,1456,1456,1456,12,1,12,12,12,1871,1,1871,1871,1871,11,1,11,11,11
50,50,601,1,601,601,601,1462,1,1462,1462,1462,12,1,12,12,12,2069,1,2069,2069,2069,12,1,12,12,12
50,50,628,1,628,628,628,1472,1,1472,1472,1472,12,1,12,12,12,1966,1,1966,1966,1966,12,1,12,12,12
50,50,569,1,569,569,569,1436,1,1436,1436,1436,12,1,12,12,12,1957,1,1957,1957,1957,12,1,12,12,12
50,50,627,1,627,627,627,1466,1,1466,1466,1466,12,1,12,12,12,1908,1,1908,1908,1908,12,1,12,12,12
50,50,609,1,609,609,609,1468,1,1468,1468,1468,12,1,12,12,12,1934,1,1934,1934,1934,12,1,12,12,12
50,50,616,1,616,616,616,1474,1,1474,1474,1474,12,1,12,12,12,1968,1,1968,1968,1968,12,1,12,12,12
50,50,577,1,577,577,577,1452,1,1452,1452,1452,12,1,12,12,12,1931,1,1931,1931,1931,11,1,11,11,11
50,50,633,1,633,633,633,1454,1,1454,1454,1454,11,1,11,11,11,1816,1,1816,1816,1816,11,1,11,11,11
50,50,612,1,612,612,612,1453,1,1453,1453,1453,12,1,12,12,12,1889,1,1889,1889,1889,12,1,12,12,12
50,50,616,1,616,616,616,1473,1,1473,1473,1473,12,1,12,12,12,1884,1,1884,1884,1884,12,1,12,12,12
50,50,622,1,622,622,622,1456,1,1456,1456,1456,11,1,11,11,11,2105,1,2105,2105,2105,13,1,13,13,13
50,50,609,1,609,609,609,1468,1,1468,1468,1468,12,1,12,12,12,1959,1,1959,1959,1959,12,1,12,12,12
50,50,626,1,626,626,626,1466,1,1466,1466,1466,12,1,12,12,12,1904,1,1904,1904,1904,12,1,12,12,12
50,50,633,1,633,633,633,1480,1,1480,1480,1480,13,1,13,13,13,1982,1,1982,1982,1982,13,1,13,13,13
50,50,613,1,613,613,613,1485,1,1485,1485,1485,13,1,13,13,13,1981,1,1981,1981,1981,11,1,11,11,11
50,50,586,1,586,586,586,1440,1,1440,1440,1440,11,1,11,11,11,1775,1,1775,1775,1775,11,1,11,11,11
50,50,605,1,605,605,605,1479,1,1479,1479,1479,12,1,12,12,12,1923,1,1923,1923,1923,12,1,12,12,12
50,50,593,1,593,593,593,1440,1,1440,1440,1440,11,1,11,11,11,1783,1,1783,1783,1783,11,1,11,11,11
50,50,647,1,647,647,647,1493,1,1493,1493,1493,12,1,12,12,12,1968,1,1968,1968,1968,12,1,12,12,12
50,50,625,1,625,625,625,1467,1,1467,1467,1467,12,1,12,12,12,1950,1,1950,1950,1950,12,1,12,12,12
50,50,602,1,602,602,602,1458,1,1458,1458,1458,11,1,11,11,11,1813,1,1813,1813,1813,11,1,11,11,11
50,50,617,1,617,617,617,1494,1,1494,1494,1494,13,1,13,13,13,2053,1,2053,2053,2053,13,1,13,13,13
50,50,604,1,604,604,604,1462,1,1462,1462,1462,11,1,11,11,11,1756,1,1756,1756,1756,10,1,10,10,10
50,50,622,1,622,622,622,1488,1,1488,1488,1488,13,1,13,13,13,2055,1,2055,2055,2055,13,1,13,13,13
50,50,619,1,619,619,619,1471,1,1471,1471,1471,11,1,11,11,11,1829,1,1829,1829,1829,11,1,11,11,11
50,50,611,1,611,611,611,1459,1,1459,1459,1459,11,1,11,11,11,1820,1,1820,1820,1820,11,1,11,11,11
50,50,611,1,611,611,611,1470,1,1470,1470,1470,12,1,12,12,12,1917,1,1917,1917,1917,12,1,12,12,12
50,50,614,1,614,614,614,1461,1,1461,1461,1461,11,1,11,11,11,1808,1,1808,1808,1808,11,1,11,11,11
50,50,599,1,599,599,599,1469,1,1469,1469,1469,12,1,12,12,12,1951,1,1951,1951,1951,12,1,12,12,12
50,50,605,1,605,605,605,1463,1,1463,1463,1463,12,1,12,12,12,1945,1,1945,1945,1945,12,1,12,12,12
50,50,626,1,626,626,626,1477,1,1477,1477,1477,12,1,12,12,12,1942,1,1942,1942,1942,12,1,12,12,12
50,50,643,1,643,643,643,1464,1,1464,1464,1464,12,1,12,12,12,1860,1,1860,1860,1860,12,1,12,12,12
50,50,639,1,639,639,639,1479,1,1479,1479,1479,12,1,12,12,12,1926,1,1926,1926,1926,12,1,12,12,12
50,50,643,1,643,643,643,1488,1,1488,1488,1488,13,1,13,13,13,2103,1,2103,2103,2103,13,1,13,13,13
50,50,630,1,630,630,630,1490,1,1490,1490,1490,13,1,13,13,13,1958,1,1958,1958,1958,13,1,13,13,13
50,50,615,1,615,615,615,1492,1,1492,1492,1492,13,1,13,13,13,1995,1,1995,1995,1995,13,1,13,13,13
50,50,618,1,618,618,618,1472,1,1472,1472,1472,12,1,12,12,12,1925,1,1925,1925,1925,12,1,12,12,12
