n,p,m_total,m_count,m_mean,m_min,m_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max,isteps_total,isteps_count,isteps_mean,isteps_min,isteps_max,inumber_total,inumber_count,inumber_mean,inumber_min,inumber_max
10,50,20,1,20,20,20,57,1,57,57,57,4,1,4,4,4,76,1,76,76,76,4,1,4,4,4
10,50,19,1,19,19,19,55,1,55,55,55,4,1,4,4,4,55,1,55,55,55,4,1,4,4,4
10,50,21,1,21,21,21,59,1,59,59,59,4,1,4,4,4,82,1,82,82,82,4,1,4,4,4
10,50,21,1,21,21,21,58,1,58,58,58,4,1,4,4,4,58,1,58,58,58,4,1,4,4,4
10,50,26,1,26,26,26,65,1,65,65,65,5,1,5,5,5,86,1,86,86,86,5,1,5,5,5
10,50,18,1,18,18,18,57,1,57,57,57,4,1,4,4,4,73,1,73,73,73,4,1,4,4,4
10,50,21,1,21,21,21,54,1,54,54,54,3,1,3,3,3,54,1,54,54,54,3,1,3,3,3
10,50,19,1,19,19,19,57,1,57,57,57,4,1,4,4,4,74,1,74,74,74,4,1,4,4,4
10,50,21,1,21,21,21,62,1,62,62,62,4,1,4,4,4,62,1,62,62,62,4,1,4,4,4
10,50,21,1,21,21,21,56,1,56,56,56,4,1,4,4,4,71,1,71,71,71,4,1,4,4,4
10,50,30,1,30,30,30,66,1,66,66,66,5,1,5,5,5,83,1,83,83,83,5,1,5,5,5
10,50,25,1,25,25,25,60,1,60,60,60,4,1,4,4,4,76,1,76,76,76,4,1,4,4,4
10,50,25,1,25,25,25,62,1,62,62,62,4,1,4,4,4,78,1,78,78,78,4,1,4,4,4
10,50,27,1,27,27,27,62,1,62,62,62,5,1,5,5,5,85,1,85,85,85,5,1,5,5,5
10,50,22,1,22,22,22,58,1,58,58,58,4,1,4,4,4,58,1,58,58,58,4,1,4,4,4
10,50,18,1,18,18,18,58,1,58,58,58,4,1,4,4,4,74,1,74,74,74,4,1,4,4,4
10,50,23,1,23,23,23,59,1,59,59,59,4,1,4,4,4,75,1,75,75,75,4,1,4,4,4
10,50,21,1,21,21,21,60,1,60,60,60,4,1,4,4,4,74,1,74,74,74,4,1,4,4,4
10,50,26,1,26,26,26,58,1,58,58,58,4,1,4,4,4,76,1,76,76,76,4,1,4,4,4
10,50,21,1,21,21,21,53,1,53,53,53,3,1,3,3,3,53,1,53,53,53,3,1,3,3,3
10,50,22,1,22,22,22,59,1,59,59,59,4,1,4,4,4,76,1,76,76,76,4,1,4,4,4
10,50,23,1,23,23,23,57,1,57,57,57,4,1,4,4,4,71,1,71,71,71,4,1,4,4,4
10,50,22,1,22,22,22,58,1,58,58,58,3,1,3,3,3,69,1,69,69,69,3,1,3,3,3
10,50,23,1,23,23,23,56,1,56,56,56,4,1,4,4,4,89,1,89,89,89,4,1,4,4,4
10,50,24,1,24,24,24,59,1,59,59,59,4,1,4,4,4,77,1,77,77,77,4,1,4,4,4
10,50,26,1,26,26,26,60,1,60,60,60,5,1,5,5,5,93,1,93,93,93,5,1,5,5,5
10,50,23,1,23,23,23,61,1,61,61,61,5,1,5,5,5,78,1,78,78,78,5,1,5,5,5
10,50,23,1,23,23,23,57,1,57,57,57,4,1,4,4,4,74,1,74,74,74,4,1,4,4,4
10,50,22,1,22,22,22,60,1,60,60,60,4,1,4,4,4,75,1,75,75,75,4,1,4,4,4
10,50,22,1,22,22,22,56,1,56,56,56,4,1,4,4,4,70,1,70,70,70,4,1,4,4,4
10,50,24,1,24,24,24,58,1,58,58,58,4,1,4,4,4,78,1,78,78,78,4,1,4,4,4
10,50,22,1,22,22,22,61,1,61,61,61,5,1,5,5,5,80,1,80,80,80,5,1,5,5,5
10,50,19,1,19,19,19,60,1,60,60,60,4,1,4,4,4,60,1,60,60,60,4,1,4,4,4
10,50,23,1,23,23,23,58,1,58,58,58,4,1,4,4,4,72,1,72,72,72,4,1,4,4,4
10,50,19,1,19,19,19,57,1,57,57,57,4,1,4,4,4,82,1,82,82,82,4,1,4,4,4
10,50,22,1,22,22,22,55,1,55,55,55,4,1,4,4,4,73,1,73,73,73,4,1,4,4,4
10,50,23,1,23,23,23,59,1,59,59,59,4,1,4,4,4,95,1,95,95,95,4,1,4,4,4
10,50,25,1,25,25,25,62,1,62,62,62,4,1,4,4,4,77,1,77,77,77,4,1,4,4,4
10,50,26,1,26,26,26,59,1,59,59,59,4,1,4,4,4,88,1,88,88,88,4,1,4,4,4
10,50,24,1,24,24,24,59,1,59,59,59,4,1,4,4,4,74,1,74,74,74,4,1,4,4,4
10,50,17,1,17,17,17,57,1,57,57,57,4,1,4,4,4,80,1,80,80,80,4,1,4,4,4
10,50,23,1,23,23,23,59,1,59,59,59,4,1,4,4,4,84,1,84,84,84,4,1,4,4,4
10,50,23,1,23,23,23,61,1,61,61,61,4,1,4,4,4,77,1,77,77,77,4,1,4,4,4
10,50,23,1,23,23,23,61,1,61,61,61,5,1,5,5,5,101,1,101,101,101,5,1,5,5,5
10,50,22,1,22,22,22,56,1,56,56,56,4,1,4,4,4,56,1,56,56,56,4,1,4,4,4
10,50,21,1,21,21,21,57,1,57,57,57,4,1,4,4,4,78,1,78,78,78,4,1,4,4,4
10,50,17,1,17,17,17,54,1,54,54,54,3,1,3,3,3,54,1,54,54,54,3,1,3,3,3
10,50,19,1,19,19,19,57,1,57,57,57,4,1,4,4,4,57,1,57,57,57,4,1,4,4,4
10,50,24,1,24,24,24,59,1,59,59,59,4,1,4,4,4,77,1,77,77,77,4,1,4,4,4
10,50,25,1,25,25,25,61,1,61,61,61,5,1,5,5,5,101,1,101,101,101,5,1,5,5,5
10,50,23,1,23,23,23,57,1,57,57,57,4,1,4,4,4,75,1,75,75,75,4,1,4,4,4
10,50,20,1,20,20,20,59,1,59,59,59,4,1,4,4,4,75,1,75,75,75,4,1,4,4,4
10,50,22,1,22,22,22,57,1,57,57,57,4,1,4,4,4,86,1,86,86,86,4,1,4,4,4
10,50,21,1,21,21,21,57,1,57,57,57,4,1,4,4,4,73,1,73,73,73,4,1,4,4,4
10,50,19,1,19,19,19,55,1,55,55,55,4,1,4,4,4,70,1,70,70,70,4,1,4,4,4
10,50,24,1,24,24,24,61,1,61,61,61,5,1,5,5,5,96,1,96,96,96,5,1,5,5,5
10,50,19,1,19,19,19,53,1,53,53,53,3,1,3,3,3,53,1,53,53,53,3,1,3,3,3
10,50,22,1,22,22,22,59,1,59,59,59,4,1,4,4,4,74,1,74,74,74,4,1,4,4,4
10,50,18,1,18,18,18,57,1,57,57,57,4,1,4,4,4,74,1,74,74,74,4,1,4,4,4
10,50,25,1,25,25,25,57,1,57,57,57,4,1,4,4,4,57,1,57,57,57,4,1,4,4,4
10,50,21,1,21,21,21,58,1,58,58,58,4,1,4,4,4,80,1,80,80,80,4,1,4,4,4
10,50,23,1,23,23,23,58,1,58,58,58,4,1,4,4,4,72,1,72,72,72,4,1,4,4,4
10,50,23,1,23,23,23,61,1,61,61,61,4,1,4,4,4,77,1,77,77,77,4,1,4,4,4
10,50,21,1,21,21,21,55,1,55,55,55,4,1,4,4,4,70,1,70,70,70,4,1,4,4,4
10,50,25,1,25,25,25,59,1,59,59,59,4,1,4,4,4,73,1,73,73,73,4,1,4,4,4
10,50,18,1,18,18,18,56,1,56,56,56,4,1,4,4,4,73,1,73,73,73,4,1,4,4,4
10,50,17,1,17,17,17,55,1,55,55,55,3,1,3,3,3,68,1,68,68,68,3,1,3,3,3
10,50,19,1,19,19,19,56,1,56,56,56,4,1,4,4,4,73,1,73,73,73,4,1,4,4,4
10,50,24,1,24,24,24,59,1,59,59,59,4,1,4,4,4,88,1,88,88,88,4,1,4,4,4
10,50,21,1,21,21,21,58,1,58,58,58,4,1,4,4,4,58,1,58,58,58,4,1,4,4,4
10,50,22,1,22,22,22,61,1,61,61,61,4,1,4,4,4,78,1,78,78,78,4,1,4,4,4
10,50,23,1,23,23,23,61,1,61,61,61,4,1,4,4,4,75,1,75,75,75,4,1,4,4,4
10,50,23,1,23,23,23,57,1,57,57,57,4,1,4,4,4,77,1,77,77,77,4,1,4,4,4
10,50,25,1,25,25,25,63,1,63,63,63,4,1,4,4,4,63,1,63,63,63,4,1,4,4,4
10,50,23,1,23,23,23,57,1,57,57,57,3,1,3,3,3,68,1,68,68,68,3,1,3,3,3
10,50,29,1,29,29,29,65,1,65,65,65,5,1,5,5,5,85,1,85,85,85,5,1,5,5,5
10,50,27,1,27,27,27,60,1,60,60,60,4,1,4,4,4,60,1,60,60,60,4,1,4,4,4
10,50,24,1,24,24,24,62,1,62,62,62,4,1,4,4,4,111,1,111,111,111,4,1,4,4,4
10,50,20,1,20,20,20,59,1,59,59,59,4,1,4,4,4,73,1,73,73,73,4,1,4,4,4
