n,p,m_total,m_count,m_mean,m_min,m_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max,isteps_total,isteps_count,isteps_mean,isteps_min,isteps_max,inumber_total,inumber_count,inumber_mean,inumber_min,inumber_max
25,70,216,1,216,216,216,400,1,400,400,400,10,1,10,10,10,645,1,645,645,645,10,1,10,10,10
25,70,207,1,207,207,207,419,1,419,419,419,11,1,11,11,11,681,1,681,681,681,11,1,11,11,11
25,70,208,1,208,208,208,402,1,402,402,402,10,1,10,10,10,609,1,609,609,609,10,1,10,10,10
25,70,217,1,217,217,217,404,1,404,404,404,10,1,10,10,10,593,1,593,593,593,10,1,10,10,10
25,70,221,1,221,221,221,402,1,402,402,402,10,1,10,10,10,654,1,654,654,654,10,1,10,10,10
25,70,208,1,208,208,208,409,1,409,409,409,10,1,10,10,10,612,1,612,612,612,10,1,10,10,10
25,70,216,1,216,216,216,410,1,410,410,410,10,1,10,10,10,628,1,628,628,628,10,1,10,10,10
25,70,230,1,230,230,230,418,1,418,418,418,11,1,11,11,11,665,1,665,665,665,11,1,11,11,11
25,70,210,1,210,210,210,410,1,410,410,410,11,1,11,11,11,687,1,687,687,687,11,1,11,11,11
25,70,216,1,216,216,216,414,1,414,414,414,10,1,10,10,10,626,1,626,626,626,10,1,10,10,10
25,70,212,1,212,212,212,419,1,419,419,419,11,1,11,11,11,679,1,679,679,679,11,1,11,11,11
25,70,204,1,204,204,204,407,1,407,407,407,11,1,11,11,11,687,1,687,687,687,11,1,11,11,11
25,70,206,1,206,206,206,396,1,396,396,396,10,1,10,10,10,627,1,627,627,627,10,1,10,10,10
25,70,215,1,215,215,215,399,1,399,399,399,10,1,10,10,10,615,1,615,615,615,10,1,10,10,10
25,70,206,1,206,206,206,403,1,403,403,403,9,1,9,9,9,542,1,542,542,542,9,1,9,9,9
25,70,205,1,205,205,205,416,1,416,416,416,10,1,10,10,10,666,1,666,666,666,10,1,10,10,10
25,70,206,1,206,206,206,403,1,403,403,403,10,1,10,10,10,589,1,589,589,589,10,1,10,10,10
25,70,206,1,206,206,206,402,1,402,402,402,11,1,11,11,11,694,1,694,694,694,11,1,11,11,11
25,70,208,1,208,208,208,393,1,393,393,393,10,1,10,10,10,598,1,598,598,598,10,1,10,10,10
25,70,207,1,207,207,207,408,1,408,408,408,10,1,10,10,10,623,1,623,623,623,10,1,10,10,10
25,70,204,1,204,204,204,399,1,399,399,399,9,1,9,9,9,569,1,569,569,569,9,1,9,9,9
25,70,210,1,210,210,210,411,1,411,411,411,11,1,11,11,11,677,1,677,677,677,11,1,11,11,11
25,70,191,1,191,191,191,381,1,381,381,381,8,1,8,8,8,521,1,521,521,521,8,1,8,8,8
25,70,197,1,197,197,197,408,1,408,408,408,10,1,10,10,10,657,1,657,657,657,10,1,10,10,10
25,70,224,1,224,224,224,403,1,403,403,403,9,1,9,9,9,563,1,563,563,563,9,1,9,9,9
25,70,208,1,208,208,208,406,1,406,406,406,10,1,10,10,10,622,1,622,622,622,10,1,10,10,10
25,70,207,1,207,207,207,410,1,410,410,410,10,1,10,10,10,621,1,621,621,621,10,1,10,10,10
25,70,228,1,228,228,228,438,1,438,438,438,12,1,12,12,12,715,1,715,715,715,12,1,12,12,12
25,70,201,1,201,201,201,401,1,401,401,401,10,1,10,10,10,631,1,631,631,631,10,1,10,10,10
25,70,207,1,207,207,207,403,1,403,403,403,10,1,10,10,10,602,1,602,602,602,10,1,10,10,10
25,70,204,1,204,204,204,397,1,397,397,397,9,1,9,9,9,569,1,569,569,569,9,1,9,9,9
25,70,206,1,206,206,206,403,1,403,403,403,9,1,9,9,9,583,1,583,583,583,9,1,9,9,9
25,70,205,1,205,205,205,403,1,403,403,403,10,1,10,10,10,651,1,651,651,651,10,1,10,10,10
25,70,217,1,217,217,217,418,1,418,418,418,11,1,11,11,11,680,1,680,680,680,11,1,11,11,11
25,70,214,1,214,214,214,422,1,422,422,422,11,1,11,11,11,687,1,687,687,687,11,1,11,11,11
25,70,206,1,206,206,206,402,1,402,402,402,10,1,10,10,10,605,1,605,605,605,10,1,10,10,10
25,70,204,1,204,204,204,404,1,404,404,404,10,1,10,10,10,627,1,627,627,627,10,1,10,10,10
25,70,211,1,211,211,211,418,1,418,418,418,10,1,10,10,10,640,1,640,640,640,10,1,10,10,10
25,70,202,1,202,202,202,404,1,404,404,404,10,1,10,10,10,619,1,619,619,619,10,1,10,10,10
25,70,219,1,219,219,219,440,1,440,440,440,12,1,12,12,12,770,1,770,770,770,12,1,12,12,12
25,70,214,1,214,214,214,408,1,408,408,408,11,1,11,11,11,657,1,657,657,657,11,1,11,11,11
25,70,215,1,215,215,215,405,1,405,405,405,11,1,11,11,11,688,1,688,688,688,11,1,11,11,11
25,70,215,1,215,215,215,404,1,404,404,404,10,1,10,10,10,609,1,609,609,609,10,1,10,10,10
25,70,220,1,220,220,220,425,1,425,425,425,12,1,12,12,12,722,1,722,722,722,12,1,12,12,12
25,70,205,1,205,205,205,416,1,416,416,416,10,1,10,10,10,601,1,601,601,601,10,1,10,10,10
25,70,198,1,198,198,198,399,1,399,399,399,10,1,10,10,10,606,1,606,606,606,10,1,10,10,10
25,70,217,1,217,217,217,415,1,415,415,415,10,1,10,10,10,614,1,614,614,614,10,1,10,10,10
25,70,217,1,217,217,217,407,1,407,407,407,11,1,11,11,11,698,1,698,698,698,11,1,11,11,11
25,70,203,1,203,203,203,420,1,420,420,420,11,1,11,11,11,707,1,707,707,707,11,1,11,11,11
25,70,197,1,197,197,197,398,1,398,398,398,9,1,9,9,9,558,1,558,558,558,9,1,9,9,9
25,70,210,1,210,210,210,411,1,411,411,411,11,1,11,11,11,654,1,654,654,654,11,1,11,11,11
25,70,204,1,204,204,204,411,1,411,411,411,11,1,11,11,11,696,1,696,696,696,11,1,11,11,11
25,70,208,1,208,208,208,400,1,400,400,400,10,1,10,10,10,596,1,596,596,596,10,1,10,10,10
25,70,191,1,191,191,191,402,1,402,402,402,9,1,9,9,9,552,1,552,552,552,9,1,9,9,9
25,70,203,1,203,203,203,388,1,388,388,388,8,1,8,8,8,520,1,520,520,520,8,1,8,8,8
25,70,212,1,212,212,212,403,1,403,403,403,10,1,10,10,10,619,1,619,619,619,10,1,10,10,10
25,70,205,1,205,205,205,408,1,408,408,408,10,1,10,10,10,604,1,604,604,604,10,1,10,10,10
25,70,199,1,199,199,199,406,1,406,406,406,9,1,9,9,9,555,1,555,555,555,9,1,9,9,9
25,70,208,1,208,208,208,405,1,405,405,405,10,1,10,10,10,645,1,645,645,645,10,1,10,10,10
25,70,211,1,211,211,211,409,1,409,409,409,11,1,11,11,11,684,1,684,684,684,11,1,11,11,11
25,70,216,1,216,216,216,406,1,406,406,406,10,1,10,10,10,627,1,627,627,627,10,1,10,10,10
25,70,215,1,215,215,215,408,1,408,408,408,9,1,9,9,9,556,1,556,556,556,9,1,9,9,9
25,70,203,1,203,203,203,407,1,407,407,407,9,1,9,9,9,553,1,553,553,553,9,1,9,9,9
25,70,217,1,217,217,217,417,1,417,417,417,11,1,11,11,11,688,1,688,688,688,11,1,11,11,11
25,70,218,1,218,218,218,415,1,415,415,415,11,1,11,11,11,663,1,663,663,663,11,1,11,11,11
25,70,220,1,220,220,220,410,1,410,410,410,11,1,11,11,11,662,1,662,662,662,11,1,11,11,11
25,70,204,1,204,204,204,397,1,397,397,397,10,1,10,10,10,602,1,602,602,602,10,1,10,10,10
25,70,217,1,217,217,217,412,1,412,412,412,10,1,10,10,10,618,1,618,618,618,10,1,10,10,10
25,70,209,1,209,209,209,401,1,401,401,401,10,1,10,10,10,601,1,601,601,601,10,1,10,10,10
25,70,212,1,212,212,212,417,1,417,417,417,10,1,10,10,10,634,1,634,634,634,10,1,10,10,10
25,70,216,1,216,216,216,400,1,400,400,400,10,1,10,10,10,636,1,636,636,636,10,1,10,10,10
25,70,218,1,218,218,218,427,1,427,427,427,11,1,11,11,11,702,1,702,702,702,11,1,11,11,11
25,70,195,1,195,195,195,403,1,403,403,403,9,1,9,9,9,588,1,588,588,588,9,1,9,9,9
25,70,227,1,227,227,227,408,1,408,408,408,10,1,10,10,10,632,1,632,632,632,10,1,10,10,10
25,70,206,1,206,206,206,397,1,397,397,397,9,1,9,9,9,559,1,559,559,559,9,1,9,9,9
25,70,206,1,206,206,206,412,1,412,412,412,10,1,10,10,10,636,1,636,636,636,10,1,10,10,10
25,70,207,1,207,207,207,408,1,408,408,408,10,1,10,10,10,638,1,638,638,638,10,1,10,10,10
25,70,199,1,199,199,199,397,1,397,397,397,10,1,10,10,10,618,1,618,618,618,10,1,10,10,10
25,70,195,1,195,195,195,397,1,397,397,397,9,1,9,9,9,585,1,585,585,585,9,1,9,9,9
25,70,226,1,226,226,226,409,1,409,409,409,10,1,10,10,10,603,1,603,603,603,10,1,10,10,10
25,70,202,1,202,202,202,399,1,399,399,399,9,1,9,9,9,575,1,575,575,575,9,1,9,9,9
25,70,209,1,209,209,209,405,1,405,405,405,10,1,10,10,10,655,1,655,655,655,10,1,10,10,10
25,70,212,1,212,212,212,398,1,398,398,398,10,1,10,10,10,607,1,607,607,607,10,1,10,10,10
25,70,199,1,199,199,199,400,1,400,400,400,10,1,10,10,10,614,1,614,614,614,10,1,10,10,10
25,70,216,1,216,216,216,408,1,408,408,408,10,1,10,10,10,612,1,612,612,612,10,1,10,10,10
25,70,213,1,213,213,213,405,1,405,405,405,10,1,10,10,10,607,1,607,607,607,10,1,10,10,10
25,70,188,1,188,188,188,376,1,376,376,376,7,1,7,7,7,477,1,477,477,477,7,1,7,7,7
25,70,214,1,214,214,214,419,1,419,419,419,10,1,10,10,10,596,1,596,596,596,10,1,10,10,10
25,70,198,1,198,198,198,398,1,398,398,398,10,1,10,10,10,613,1,613,613,613,10,1,10,10,10
25,70,206,1,206,206,206,402,1,402,402,402,10,1,10,10,10,597,1,597,597,597,10,1,10,10,10
25,70,218,1,218,218,218,414,1,414,414,414,10,1,10,10,10,605,1,605,605,605,10,1,10,10,10
25,70,214,1,214,214,214,405,1,405,405,405,11,1,11,11,11,657,1,657,657,657,11,1,11,11,11
25,70,216,1,216,216,216,426,1,426,426,426,12,1,12,12,12,684,1,684,684,684,12,1,12,12,12
25,70,206,1,206,206,206,395,1,395,395,395,9,1,9,9,9,550,1,550,550,550,9,1,9,9,9
25,70,212,1,212,212,212,397,1,397,397,397,9,1,9,9,9,557,1,557,557,557,9,1,9,9,9
25,70,200,1,200,200,200,409,1,409,409,409,10,1,10,10,10,631,1,631,631,631,10,1,10,10,10
25,70,215,1,215,215,215,408,1,408,408,408,10,1,10,10,10,620,1,620,620,620,10,1,10,10,10
25,70,206,1,206,206,206,400,1,400,400,400,10,1,10,10,10,609,1,609,609,609,10,1,10,10,10
25,70,207,1,207,207,207,402,1,402,402,402,9,1,9,9,9,560,1,560,560,560,9,1,9,9,9
25,70,208,1,208,208,208,398,1,398,398,398,9,1,9,9,9,571,1,571,571,571,9,1,9,9,9
25,70,203,1,203,203,203,400,1,400,400,400,9,1,9,9,9,573,1,573,573,573,9,1,9,9,9
25,70,211,1,211,211,211,408,1,408,408,408,11,1,11,11,11,683,1,683,683,683,11,1,11,11,11
25,70,208,1,208,208,208,410,1,410,410,410,11,1,11,11,11,662,1,662,662,662,11,1,11,11,11
25,70,201,1,201,201,201,400,1,400,400,400,10,1,10,10,10,638,1,638,638,638,10,1,10,10,10
25,70,205,1,205,205,205,414,1,414,414,414,10,1,10,10,10,598,1,598,598,598,10,1,10,10,10
25,70,212,1,212,212,212,410,1,410,410,410,11,1,11,11,11,679,1,679,679,679,11,1,11,11,11
25,70,208,1,208,208,208,405,1,405,405,405,9,1,9,9,9,679,1,679,679,679,10,1,10,10,10
25,70,218,1,218,218,218,404,1,404,404,404,10,1,10,10,10,606,1,606,606,606,10,1,10,10,10
25,70,205,1,205,205,205,405,1,405,405,405,9,1,9,9,9,576,1,576,576,576,9,1,9,9,9
25,70,206,1,206,206,206,407,1,407,407,407,10,1,10,10,10,637,1,637,637,637,10,1,10,10,10
25,70,226,1,226,226,226,427,1,427,427,427,11,1,11,11,11,680,1,680,680,680,11,1,11,11,11
25,70,196,1,196,196,196,393,1,393,393,393,9,1,9,9,9,552,1,552,552,552,9,1,9,9,9
25,70,219,1,219,219,219,401,1,401,401,401,9,1,9,9,9,580,1,580,580,580,9,1,9,9,9
25,70,207,1,207,207,207,426,1,426,426,426,11,1,11,11,11,677,1,677,677,677,11,1,11,11,11
25,70,204,1,204,204,204,404,1,404,404,404,10,1,10,10,10,608,1,608,608,608,10,1,10,10,10
25,70,218,1,218,218,218,425,1,425,425,425,11,1,11,11,11,672,1,672,672,672,11,1,11,11,11
25,70,215,1,215,215,215,411,1,411,411,411,11,1,11,11,11,649,1,649,649,649,11,1,11,11,11
25,70,216,1,216,216,216,419,1,419,419,419,10,1,10,10,10,620,1,620,620,620,10,1,10,10,10
25,70,212,1,212,212,212,398,1,398,398,398,9,1,9,9,9,550,1,550,550,550,9,1,9,9,9
25,70,219,1,219,219,219,415,1,415,415,415,11,1,11,11,11,675,1,675,675,675,11,1,11,11,11
25,70,219,1,219,219,219,426,1,426,426,426,11,1,11,11,11,695,1,695,695,695,11,1,11,11,11
25,70,222,1,222,222,222,431,1,431,431,431,12,1,12,12,12,717,1,717,717,717,12,1,12,12,12
25,70,216,1,216,216,216,412,1,412,412,412,11,1,11,11,11,662,1,662,662,662,11,1,11,11,11
25,70,215,1,215,215,215,407,1,407,407,407,10,1,10,10,10,593,1,593,593,593,10,1,10,10,10
25,70,212,1,212,212,212,388,1,388,388,388,9,1,9,9,9,540,1,540,540,540,9,1,9,9,9
25,70,223,1,223,223,223,410,1,410,410,410,10,1,10,10,10,609,1,609,609,609,10,1,10,10,10
25,70,219,1,219,219,219,415,1,415,415,415,10,1,10,10,10,623,1,623,623,623,10,1,10,10,10
25,70,195,1,195,195,195,398,1,398,398,398,10,1,10,10,10,649,1,649,649,649,10,1,10,10,10
25,70,218,1,218,218,218,408,1,408,408,408,10,1,10,10,10,640,1,640,640,640,10,1,10,10,10
25,70,204,1,204,204,204,398,1,398,398,398,10,1,10,10,10,623,1,623,623,623,10,1,10,10,10
25,70,200,1,200,200,200,399,1,399,399,399,10,1,10,10,10,607,1,607,607,607,10,1,10,10,10
25,70,206,1,206,206,206,407,1,407,407,407,10,1,10,10,10,613,1,613,613,613,10,1,10,10,10
25,70,214,1,214,214,214,411,1,411,411,411,10,1,10,10,10,628,1,628,628,628,10,1,10,10,10
25,70,200,1,200,200,200,406,1,406,406,406,11,1,11,11,11,687,1,687,687,687,11,1,11,11,11
25,70,205,1,205,205,205,409,1,409,409,409,10,1,10,10,10,630,1,630,630,630,10,1,10,10,10
25,70,213,1,213,213,213,420,1,420,420,420,11,1,11,11,11,690,1,690,690,690,11,1,11,11,11
25,70,220,1,220,220,220,406,1,406,406,406,10,1,10,10,10,604,1,604,604,604,10,1,10,10,10
25,70,224,1,224,224,224,412,1,412,412,412,11,1,11,11,11,670,1,670,670,670,11,1,11,11,11
25,70,204,1,204,204,204,398,1,398,398,398,10,1,10,10,10,660,1,660,660,660,10,1,10,10,10
25,70,211,1,211,211,211,410,1,410,410,410,10,1,10,10,10,628,1,628,628,628,10,1,10,10,10
25,70,208,1,208,208,208,406,1,406,406,406,10,1,10,10,10,640,1,640,640,640,10,1,10,10,10
25,70,222,1,222,222,222,412,1,412,412,412,11,1,11,11,11,649,1,649,649,649,11,1,11,11,11
25,70,208,1,208,208,208,401,1,401,401,401,10,1,10,10,10,574,1,574,574,574,10,1,10,10,10
25,70,192,1,192,192,192,401,1,401,401,401,10,1,10,10,10,619,1,619,619,619,10,1,10,10,10
25,70,211,1,211,211,211,405,1,405,405,405,10,1,10,10,10,637,1,637,637,637,10,1,10,10,10
25,70,200,1,200,200,200,408,1,408,408,408,10,1,10,10,10,650,1,650,650,650,10,1,10,10,10
25,70,208,1,208,208,208,409,1,409,409,409,11,1,11,11,11,676,1,676,676,676,11,1,11,11,11
25,70,198,1,198,198,198,404,1,404,404,404,9,1,9,9,9,576,1,576,576,576,9,1,9,9,9
25,70,216,1,216,216,216,413,1,413,413,413,10,1,10,10,10,627,1,627,627,627,10,1,10,10,10
25,70,208,1,208,208,208,411,1,411,411,411,11,1,11,11,11,693,1,693,693,693,11,1,11,11,11
25,70,212,1,212,212,212,416,1,416,416,416,11,1,11,11,11,660,1,660,660,660,11,1,11,11,11
25,70,205,1,205,205,205,413,1,413,413,413,10,1,10,10,10,631,1,631,631,631,10,1,10,10,10
25,70,209,1,209,209,209,410,1,410,410,410,10,1,10,10,10,643,1,643,643,643,10,1,10,10,10
25,70,200,1,200,200,200,397,1,397,397,397,9,1,9,9,9,556,1,556,556,556,9,1,9,9,9
25,70,207,1,207,207,207,391,1,391,391,391,9,1,9,9,9,577,1,577,577,577,9,1,9,9,9
25,70,197,1,197,197,197,387,1,387,387,387,9,1,9,9,9,537,1,537,537,537,9,1,9,9,9
25,70,201,1,201,201,201,404,1,404,404,404,10,1,10,10,10,598,1,598,598,598,10,1,10,10,10
25,70,206,1,206,206,206,407,1,407,407,407,9,1,9,9,9,579,1,579,579,579,9,1,9,9,9
25,70,216,1,216,216,216,403,1,403,403,403,10,1,10,10,10,617,1,617,617,617,10,1,10,10,10
25,70,226,1,226,226,226,420,1,420,420,420,11,1,11,11,11,686,1,686,686,686,11,1,11,11,11
25,70,212,1,212,212,212,420,1,420,420,420,11,1,11,11,11,667,1,667,667,667,11,1,11,11,11
25,70,216,1,216,216,216,400,1,400,400,400,10,1,10,10,10,621,1,621,621,621,10,1,10,10,10
25,70,211,1,211,211,211,429,1,429,429,429,11,1,11,11,11,674,1,674,674,674,11,1,11,11,11
25,70,207,1,207,207,207,400,1,400,400,400,9,1,9,9,9,552,1,552,552,552,9,1,9,9,9
25,70,212,1,212,212,212,399,1,399,399,399,9,1,9,9,9,562,1,562,562,562,9,1,9,9,9
25,70,213,1,213,213,213,398,1,398,398,398,9,1,9,9,9,575,1,575,575,575,9,1,9,9,9
25,70,211,1,211,211,211,394,1,394,394,394,9,1,9,9,9,566,1,566,566,566,9,1,9,9,9
25,70,209,1,209,209,209,395,1,395,395,395,9,1,9,9,9,570,1,570,570,570,9,1,9,9,9
25,70,205,1,205,205,205,394,1,394,394,394,9,1,9,9,9,552,1,552,552,552,9,1,9,9,9
25,70,199,1,199,199,199,402,1,402,402,402,9,1,9,9,9,576,1,576,576,576,9,1,9,9,9
25,70,209,1,209,209,209,412,1,412,412,412,10,1,10,10,10,590,1,590,590,590,10,1,10,10,10
25,70,210,1,210,210,210,401,1,401,401,401,10,1,10,10,10,637,1,637,637,637,10,1,10,10,10
25,70,220,1,220,220,220,412,1,412,412,412,10,1,10,10,10,616,1,616,616,616,10,1,10,10,10
25,70,199,1,199,199,199,391,1,391,391,391,9,1,9,9,9,588,1,588,588,588,9,1,9,9,9
25,70,211,1,211,211,211,422,1,422,422,422,10,1,10,10,10,629,1,629,629,629,10,1,10,10,10
25,70,213,1,213,213,213,394,1,394,394,394,9,1,9,9,9,555,1,555,555,555,9,1,9,9,9
25,70,209,1,209,209,209,394,1,394,394,394,9,1,9,9,9,553,1,553,553,553,9,1,9,9,9
25,70,208,1,208,208,208,399,1,399,399,399,9,1,9,9,9,549,1,549,549,549,9,1,9,9,9
25,70,215,1,215,215,215,426,1,426,426,426,11,1,11,11,11,654,1,654,654,654,11,1,11,11,11
25,70,200,1,200,200,200,399,1,399,399,399,10,1,10,10,10,597,1,597,597,597,10,1,10,10,10
25,70,211,1,211,211,211,415,1,415,415,415,10,1,10,10,10,640,1,640,640,640,10,1,10,10,10
25,70,207,1,207,207,207,405,1,405,405,405,10,1,10,10,10,617,1,617,617,617,10,1,10,10,10
25,70,213,1,213,213,213,390,1,390,390,390,9,1,9,9,9,543,1,543,543,543,9,1,9,9,9
25,70,202,1,202,202,202,403,1,403,403,403,9,1,9,9,9,549,1,549,549,549,9,1,9,9,9
25,70,217,1,217,217,217,411,1,411,411,411,11,1,11,11,11,647,1,647,647,647,11,1,11,11,11
25,70,217,1,217,217,217,414,1,414,414,414,11,1,11,11,11,661,1,661,661,661,11,1,11,11,11
25,70,219,1,219,219,219,421,1,421,421,421,11,1,11,11,11,671,1,671,671,671,11,1,11,11,11
25,70,215,1,215,215,215,404,1,404,404,404,11,1,11,11,11,657,1,657,657,657,11,1,11,11,11
25,70,204,1,204,204,204,393,1,393,393,393,9,1,9,9,9,543,1,543,543,543,9,1,9,9,9
25,70,207,1,207,207,207,404,1,404,404,404,10,1,10,10,10,606,1,606,606,606,10,1,10,10,10
25,70,212,1,212,212,212,402,1,402,402,402,10,1,10,10,10,622,1,622,622,622,10,1,10,10,10
25,70,212,1,212,212,212,407,1,407,407,407,10,1,10,10,10,604,1,604,604,604,10,1,10,10,10
25,70,215,1,215,215,215,409,1,409,409,409,10,1,10,10,10,611,1,611,611,611,10,1,10,10,10
25,70,204,1,204,204,204,419,1,419,419,419,10,1,10,10,10,642,1,642,642,642,10,1,10,10,10
25,70,200,1,200,200,200,391,1,391,391,391,10,1,10,10,10,597,1,597,597,597,10,1,10,10,10
25,70,205,1,205,205,205,402,1,402,402,402,10,1,10,10,10,623,1,623,623,623,10,1,10,10,10
25,70,195,1,195,195,195,404,1,404,404,404,10,1,10,10,10,624,1,624,624,624,10,1,10,10,10
25,70,200,1,200,200,200,388,1,388,388,388,9,1,9,9,9,563,1,563,563,563,9,1,9,9,9
25,70,195,1,195,195,195,396,1,396,396,396,9,1,9,9,9,549,1,549,549,549,9,1,9,9,9
25,70,227,1,227,227,227,410,1,410,410,410,10,1,10,10,10,615,1,615,615,615,10,1,10,10,10
25,70,216,1,216,216,216,408,1,408,408,408,10,1,10,10,10,617,1,617,617,617,10,1,10,10,10
25,70,196,1,196,196,196,409,1,409,409,409,10,1,10,10,10,635,1,635,635,635,10,1,10,10,10
25,70,215,1,215,215,215,394,1,394,394,394,9,1,9,9,9,583,1,583,583,583,9,1,9,9,9
25,70,197,1,197,197,197,386,1,386,386,386,9,1,9,9,9,542,1,542,542,542,9,1,9,9,9
25,70,200,1,200,200,200,400,1,400,400,400,9,1,9,9,9,547,1,547,547,547,9,1,9,9,9
25,70,215,1,215,215,215,406,1,406,406,406,10,1,10,10,10,596,1,596,596,596,10,1,10,10,10
25,70,220,1,220,220,220,407,1,407,407,407,11,1,11,11,11,623,1,623,623,623,11,1,11,11,11
25,70,194,1,194,194,194,391,1,391,391,391,9,1,9,9,9,572,1,572,572,572,9,1,9,9,9
25,70,216,1,216,216,216,406,1,406,406,406,9,1,9,9,9,549,1,549,549,549,9,1,9,9,9
