n,p,m_total,m_count,m_mean,m_min,m_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max,isteps_total,isteps_count,isteps_mean,isteps_min,isteps_max,inumber_total,inumber_count,inumber_mean,inumber_min,inumber_max
30,10,43219,1000,43.219,22,63,460394,1000,460.394,448,476,3368,1000,3.368,2,5,495312,1000,495.312,448,611,3331,1000,3.331,2,5
30,20,86849,1000,86.849,62,114,478648,1000,478.648,465,498,4693,1000,4.693,4,6,551446,1000,551.446,472,689,4656,1000,4.656,4,6
30,30,130657,1000,130.657,99,159,496251,1000,496.251,477,521,5893,1000,5.893,4,7,603705,1000,603.705,501,721,5878,1000,5.878,4,7
30,40,174337,1000,174.337,146,206,514822,1000,514.822,493,547,7107,1000,7.107,6,9,657528,1000,657.528,550,806,7089,1000,7.089,5,9
30,50,217571,1000,217.571,190,249,533567,1000,533.567,507,560,8334,1000,8.334,7,10,715578,1000,715.578,589,906,8332,1000,8.332,7,10
30,60,261116,1000,261.116,227,291,555808,1000,555.808,523,591,9721,1000,9.721,8,12,787779,1000,787.779,641,987,9719,1000,9.719,8,12
30,70,304699,1000,304.699,275,330,582348,1000,582.348,541,624,11421,1000,11.421,8,14,880441,1000,880.441,676,1121,11414,1000,11.414,8,14
30,80,347697,1000,347.697,324,371,613851,1000,613.851,574,654,13349,1000,13.349,10,16,992796,1000,992.796,779,1206,13347,1000,13.347,10,16
30,90,391324,1000,391.324,368,409,668396,1000,668.396,620,739,16487,1000,16.487,14,20,1207530,1000,1207.53,1004,1519,16487,1000,16.487,14,20
