n,p,m_total,m_count,m_mean,m_min,m_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max,isteps_total,isteps_count,isteps_mean,isteps_min,isteps_max,inumber_total,inumber_count,inumber_mean,inumber_min,inumber_max
50,30,362,1,362,362,362,1364,1,1364,1364,1364,8,1,8,8,8,1559,1,1559,1559,1559,7,1,7,7,7
50,30,400,1,400,400,400,1397,1,1397,1397,1397,9,1,9,9,9,1705,1,1705,1705,1705,9,1,9,9,9
50,30,371,1,371,371,371,1368,1,1368,1368,1368,8,1,8,8,8,1774,1,1774,1774,1774,9,1,9,9,9
50,30,355,1,355,355,355,1362,1,1362,1362,1362,7,1,7,7,7,1541,1,1541,1541,1541,7,1,7,7,7
50,30,356,1,356,356,356,1371,1,1371,1371,1371,8,1,8,8,8,1642,1,1642,1642,1642,8,1,8,8,8
50,30,370,1,370,370,370,1382,1,1382,1382,1382,9,1,9,9,9,1672,1,1672,1672,1672,9,1,9,9,9
50,30,400,1,400,400,400,1407,1,1407,1407,1407,9,1,9,9,9,1723,1,1723,1723,1723,9,1,9,9,9
50,30,374,1,374,374,374,1379,1,1379,1379,1379,9,1,9,9,9,1667,1,1667,1667,1667,8,1,8,8,8
50,30,369,1,369,369,369,1383,1,1383,1383,1383,8,1,8,8,8,1644,1,1644,1644,1644,8,1,8,8,8
50,30,372,1,372,372,372,1371,1,1371,1371,1371,8,1,8,8,8,1612,1,1612,1612,1612,8,1,8,8,8
50,30,354,1,354,354,354,1362,1,1362,1362,1362,7,1,7,7,7,1505,1,1505,1505,1505,7,1,7,7,7
50,30,376,1,376,376,376,1386,1,1386,1386,1386,9,1,9,9,9,1669,1,1669,1669,1669,9,1,9,9,9
50,30,378,1,378,378,378,1389,1,1389,1389,1389,9,1,9,9,9,1689,1,1689,1689,1689,9,1,9,9,9
50,30,347,1,347,347,347,1370,1,1370,1370,1370,8,1,8,8,8,1687,1,1687,1687,1687,8,1,8,8,8
50,30,356,1,356,356,356,1361,1,1361,1361,1361,7,1,7,7,7,1516,1,1516,1516,1516,7,1,7,7,7
50,30,379,1,379,379,379,1383,1,1383,1383,1383,8,1,8,8,8,1712,1,1712,1712,1712,8,1,8,8,8
50,30,368,1,368,368,368,1374,1,1374,1374,1374,8,1,8,8,8,1619,1,1619,1619,1619,8,1,8,8,8
50,30,373,1,373,373,373,1382,1,1382,1382,1382,9,1,9,9,9,1602,1,1602,1602,1602,8,1,8,8,8
50,30,399,1,399,399,399,1387,1,1387,1387,1387,9,1,9,9,9,1683,1,1683,1683,1683,9,1,9,9,9
50,30,369,1,369,369,369,1404,1,1404,1404,1404,9,1,9,9,9,1746,1,1746,1746,1746,9,1,9,9,9
50,30,359,1,359,359,359,1371,1,1371,1371,1371,8,1,8,8,8,1688,1,1688,1688,1688,8,1,8,8,8
50,30,356,1,356,356,356,1367,1,1367,1367,1367,7,1,7,7,7,1581,1,1581,1581,1581,7,1,7,7,7
50,30,353,1,353,353,353,1365,1,1365,1365,1365,8,1,8,8,8,1782,1,1782,1782,1782,9,1,9,9,9
50,30,354,1,354,354,354,1383,1,1383,1383,1383,9,1,9,9,9,1774,1,1774,1774,1774,8,1,8,8,8
50,30,381,1,381,381,381,1373,1,1373,1373,1373,9,1,9,9,9,1643,1,1643,1643,1643,8,1,8,8,8
50,30,360,1,360,360,360,1372,1,1372,1372,1372,7,1,7,7,7,1506,1,1506,1506,1506,7,1,7,7,7
50,30,353,1,353,353,353,1366,1,1366,1366,1366,8,1,8,8,8,1613,1,1613,1613,1613,8,1,8,8,8
50,30,362,1,362,362,362,1374,1,1374,1374,1374,8,1,8,8,8,1669,1,1669,1669,1669,8,1,8,8,8
50,30,357,1,357,357,357,1376,1,1376,1376,1376,9,1,9,9,9,1754,1,1754,1754,1754,9,1,9,9,9
50,30,345,1,345,345,345,1366,1,1366,1366,1366,8,1,8,8,8,1619,1,1619,1619,1619,8,1,8,8,8
50,30,372,1,372,372,372,1396,1,1396,1396,1396,9,1,9,9,9,1677,1,1677,1677,1677,9,1,9,9,9
50,30,366,1,366,366,366,1377,1,1377,1377,1377,8,1,8,8,8,1629,1,1629,1629,1629,8,1,8,8,8
50,30,362,1,362,362,362,1365,1,1365,1365,1365,8,1,8,8,8,1600,1,1600,1600,1600,8,1,8,8,8
50,30,356,1,356,356,356,1363,1,1363,1363,1363,7,1,7,7,7,1556,1,1556,1556,1556,7,1,7,7,7
50,30,372,1,372,372,372,1392,1,1392,1392,1392,8,1,8,8,8,1774,1,1774,1774,1774,9,1,9,9,9
50,30,387,1,387,387,387,1399,1,1399,1399,1399,9,1,9,9,9,1671,1,1671,1671,1671,9,1,9,9,9
50,30,337,1,337,337,337,1362,1,1362,1362,1362,8,1,8,8,8,1626,1,1626,1626,1626,8,1,8,8,8
50,30,361,1,361,361,361,1377,1,1377,1377,1377,8,1,8,8,8,1620,1,1620,1620,1620,8,1,8,8,8
50,30,377,1,377,377,377,1375,1,1375,1375,1375,8,1,8,8,8,1555,1,1555,1555,1555,7,1,7,7,7
50,30,379,1,379,379,379,1368,1,1368,1368,1368,8,1,8,8,8,1665,1,1665,1665,1665,8,1,8,8,8
50,30,380,1,380,380,380,1384,1,1384,1384,1384,8,1,8,8,8,1599,1,1599,1599,1599,8,1,8,8,8
50,30,336,1,336,336,336,1354,1,1354,1354,1354,7,1,7,7,7,1572,1,1572,1572,1572,7,1,7,7,7
50,30,359,1,359,359,359,1368,1,1368,1368,1368,7,1,7,7,7,1696,1,1696,1696,1696,8,1,8,8,8
50,30,361,1,361,361,361,1387,1,1387,1387,1387,9,1,9,9,9,1804,1,1804,1804,1804,9,1,9,9,9
50,30,346,1,346,346,346,1368,1,1368,1368,1368,8,1,8,8,8,1641,1,1641,1641,1641,8,1,8,8,8
50,30,363,1,363,363,363,1372,1,1372,1372,1372,8,1,8,8,8,1565,1,1565,1565,1565,8,1,8,8,8
50,30,369,1,369,369,369,1388,1,1388,1388,1388,8,1,8,8,8,1617,1,1617,1617,1617,8,1,8,8,8
50,30,380,1,380,380,380,1368,1,1368,1368,1368,8,1,8,8,8,1665,1,1665,1665,1665,8,1,8,8,8
50,30,343,1,343,343,343,1369,1,1369,1369,1369,8,1,8,8,8,1656,1,1656,1656,1656,8,1,8,8,8
50,30,377,1,377,377,377,1385,1,1385,1385,1385,8,1,8,8,8,1632,1,1632,1632,1632,8,1,8,8,8
50,30,348,1,348,348,348,1367,1,1367,1367,1367,7,1,7,7,7,1564,1,1564,1564,1564,7,1,7,7,7
50,30,384,1,384,384,384,1388,1,1388,1388,1388,8,1,8,8,8,1611,1,1611,1611,1611,8,1,8,8,8
50,30,350,1,350,350,350,1365,1,1365,1365,1365,8,1,8,8,8,1729,1,1729,1729,1729,8,1,8,8,8
50,30,360,1,360,360,360,1374,1,1374,1374,1374,7,1,7,7,7,1535,1,1535,1535,1535,7,1,7,7,7
50,30,387,1,387,387,387,1380,1,1380,1380,1380,9,1,9,9,9,1659,1,1659,1659,1659,9,1,9,9,9
50,30,367,1,367,367,367,1360,1,1360,1360,1360,8,1,8,8,8,1639,1,1639,1639,1639,8,1,8,8,8
50,30,370,1,370,370,370,1383,1,1383,1383,1383,8,1,8,8,8,1748,1,1748,1748,1748,9,1,9,9,9
50,30,373,1,373,373,373,1393,1,1393,1393,1393,9,1,9,9,9,1649,1,1649,1649,1649,9,1,9,9,9
50,30,356,1,356,356,356,1367,1,1367,1367,1367,8,1,8,8,8,1667,1,1667,1667,1667,8,1,8,8,8
50,30,374,1,374,374,374,1374,1,1374,1374,1374,8,1,8,8,8,1616,1,1616,1616,1616,8,1,8,8,8
50,30,378,1,378,378,378,1385,1,1385,1385,1385,8,1,8,8,8,1628,1,1628,1628,1628,8,1,8,8,8
50,30,379,1,379,379,379,1391,1,1391,1391,1391,9,1,9,9,9,1701,1,1701,1701,1701,9,1,9,9,9
50,30,382,1,382,382,382,1375,1,1375,1375,1375,8,1,8,8,8,1642,1,1642,1642,1642,8,1,8,8,8
50,30,373,1,373,373,373,1387,1,1387,1387,1387,9,1,9,9,9,1734,1,1734,1734,1734,9,1,9,9,9
50,30,363,1,363,363,363,1363,1,1363,1363,1363,8,1,8,8,8,1655,1,1655,1655,1655,8,1,8,8,8
50,30,336,1,336,336,336,1369,1,1369,1369,1369,7,1,7,7,7,1538,1,1538,1538,1538,7,1,7,7,7
50,30,356,1,356,356,356,1359,1,1359,1359,1359,8,1,8,8,8,1628,1,1628,1628,1628,8,1,8,8,8
50,30,374,1,374,374,374,1374,1,1374,1374,1374,8,1,8,8,8,1660,1,1660,1660,1660,8,1,8,8,8
50,30,342,1,342,342,342,1360,1,1360,1360,1360,8,1,8,8,8,1582,1,1582,1582,1582,7,1,7,7,7
50,30,387,1,387,387,387,1375,1,1375,1375,1375,8,1,8,8,8,1716,1,1716,1716,1716,8,1,8,8,8
50,30,361,1,361,361,361,1382,1,1382,1382,1382,8,1,8,8,8,1562,1,1562,1562,1562,8,1,8,8,8
50,30,343,1,343,343,343,1364,1,1364,1364,1364,8,1,8,8,8,1636,1,1636,1636,1636,8,1,8,8,8
50,30,372,1,372,372,372,1377,1,1377,1377,1377,8,1,8,8,8,1735,1,1735,1735,1735,8,1,8,8,8
50,30,347,1,347,347,347,1355,1,1355,1355,1355,8,1,8,8,8,1593,1,1593,1593,1593,7,1,7,7,7
50,30,371,1,371,371,371,1378,1,1378,1378,1378,8,1,8,8,8,1672,1,1672,1672,1672,8,1,8,8,8
50,30,382,1,382,382,382,1375,1,1375,1375,1375,8,1,8,8,8,1604,1,1604,1604,1604,8,1,8,8,8
50,30,365,1,365,365,365,1376,1,1376,1376,1376,8,1,8,8,8,1622,1,1622,1622,1622,8,1,8,8,8
50,30,354,1,354,354,354,1386,1,1386,1386,1386,8,1,8,8,8,1638,1,1638,1638,1638,8,1,8,8,8
50,30,368,1,368,368,368,1373,1,1373,1373,1373,8,1,8,8,8,1650,1,1650,1650,1650,8,1,8,8,8
50,30,366,1,366,366,366,1376,1,1376,1376,1376,8,1,8,8,8,1731,1,1731,1731,1731,8,1,8,8,8
50,30,372,1,372,372,372,1369,1,1369,1369,1369,8,1,8,8,8,1583,1,1583,1583,1583,8,1,8,8,8
50,30,391,1,391,391,391,1384,1,1384,1384,1384,9,1,9,9,9,1673,1,1673,1673,1673,9,1,9,9,9
50,30,329,1,329,329,329,1358,1,1358,1358,1358,7,1,7,7,7,1553,1,1553,1553,1553,7,1,7,7,7
50,30,382,1,382,382,382,1376,1,1376,1376,1376,8,1,8,8,8,1732,1,1732,1732,1732,9,1,9,9,9
50,30,370,1,370,370,370,1372,1,1372,1372,1372,7,1,7,7,7,1641,1,1641,1641,1641,8,1,8,8,8
50,30,396,1,396,396,396,1386,1,1386,1386,1386,9,1,9,9,9,1725,1,1725,1725,1725,9,1,9,9,9
50,30,342,1,342,342,342,1363,1,1363,1363,1363,8,1,8,8,8,1562,1,1562,1562,1562,8,1,8,8,8
50,30,379,1,379,379,379,1375,1,1375,1375,1375,8,1,8,8,8,1835,1,1835,1835,1835,9,1,9,9,9
50,30,376,1,376,376,376,1381,1,1381,1381,1381,8,1,8,8,8,1636,1,1636,1636,1636,8,1,8,8,8
50,30,357,1,357,357,357,1370,1,1370,1370,1370,8,1,8,8,8,1662,1,1662,1662,1662,8,1,8,8,8
