n,p,m_total,m_count,m_mean,m_min,m_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max,isteps_total,isteps_count,isteps_mean,isteps_min,isteps_max,inumber_total,inumber_count,inumber_mean,inumber_min,inumber_max
25,60,179,1,179,179,179,381,1,381,381,381,9,1,9,9,9,589,1,589,589,589,9,1,9,9,9
25,60,171,1,171,171,171,389,1,389,389,389,8,1,8,8,8,516,1,516,516,516,8,1,8,8,8
25,60,170,1,170,170,170,386,1,386,386,386,9,1,9,9,9,598,1,598,598,598,9,1,9,9,9
25,60,182,1,182,182,182,397,1,397,397,397,10,1,10,10,10,642,1,642,642,642,10,1,10,10,10
25,60,169,1,169,169,169,379,1,379,379,379,8,1,8,8,8,546,1,546,546,546,8,1,8,8,8
25,60,199,1,199,199,199,411,1,411,411,411,10,1,10,10,10,645,1,645,645,645,10,1,10,10,10
25,60,181,1,181,181,181,388,1,388,388,388,9,1,9,9,9,556,1,556,556,556,9,1,9,9,9
25,60,196,1,196,196,196,378,1,378,378,378,8,1,8,8,8,520,1,520,520,520,8,1,8,8,8
25,60,175,1,175,175,175,391,1,391,391,391,9,1,9,9,9,600,1,600,600,600,9,1,9,9,9
25,60,178,1,178,178,178,375,1,375,375,375,8,1,8,8,8,527,1,527,527,527,8,1,8,8,8
25,60,196,1,196,196,196,395,1,395,395,395,9,1,9,9,9,698,1,698,698,698,10,1,10,10,10
25,60,191,1,191,191,191,393,1,393,393,393,9,1,9,9,9,552,1,552,552,552,9,1,9,9,9
25,60,164,1,164,164,164,386,1,386,386,386,8,1,8,8,8,524,1,524,524,524,8,1,8,8,8
25,60,172,1,172,172,172,385,1,385,385,385,9,1,9,9,9,554,1,554,554,554,9,1,9,9,9
25,60,193,1,193,193,193,389,1,389,389,389,9,1,9,9,9,548,1,548,548,548,9,1,9,9,9
25,60,161,1,161,161,161,377,1,377,377,377,7,1,7,7,7,475,1,475,475,475,7,1,7,7,7
25,60,176,1,176,176,176,383,1,383,383,383,8,1,8,8,8,528,1,528,528,528,8,1,8,8,8
25,60,176,1,176,176,176,375,1,375,375,375,8,1,8,8,8,566,1,566,566,566,8,1,8,8,8
25,60,183,1,183,183,183,382,1,382,382,382,8,1,8,8,8,508,1,508,508,508,8,1,8,8,8
25,60,176,1,176,176,176,380,1,380,380,380,8,1,8,8,8,602,1,602,602,602,9,1,9,9,9
25,60,185,1,185,185,185,391,1,391,391,391,10,1,10,10,10,600,1,600,600,600,10,1,10,10,10
25,60,170,1,170,170,170,379,1,379,379,379,8,1,8,8,8,529,1,529,529,529,8,1,8,8,8
25,60,177,1,177,177,177,385,1,385,385,385,9,1,9,9,9,554,1,554,554,554,9,1,9,9,9
25,60,182,1,182,182,182,398,1,398,398,398,9,1,9,9,9,591,1,591,591,591,9,1,9,9,9
25,60,183,1,183,183,183,394,1,394,394,394,9,1,9,9,9,583,1,583,583,583,9,1,9,9,9
25,60,177,1,177,177,177,391,1,391,391,391,8,1,8,8,8,550,1,550,550,550,8,1,8,8,8
