n,p,m_total,m_count,m_mean,m_min,m_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max,isteps_total,isteps_count,isteps_mean,isteps_min,isteps_max,inumber_total,inumber_count,inumber_mean,inumber_min,inumber_max
10,60,32,1,32,32,32,65,1,65,65,65,5,1,5,5,5,82,1,82,82,82,5,1,5,5,5
10,60,24,1,24,24,24,57,1,57,57,57,4,1,4,4,4,81,1,81,81,81,4,1,4,4,4
10,60,27,1,27,27,27,63,1,63,63,63,5,1,5,5,5,97,1,97,97,97,5,1,5,5,5
10,60,27,1,27,27,27,64,1,64,64,64,5,1,5,5,5,102,1,102,102,102,5,1,5,5,5
10,60,27,1,27,27,27,64,1,64,64,64,5,1,5,5,5,101,1,101,101,101,5,1,5,5,5
10,60,27,1,27,27,27,63,1,63,63,63,5,1,5,5,5,114,1,114,114,114,5,1,5,5,5
10,60,33,1,33,33,33,67,1,67,67,67,6,1,6,6,6,105,1,105,105,105,6,1,6,6,6
10,60,29,1,29,29,29,63,1,63,63,63,5,1,5,5,5,99,1,99,99,99,5,1,5,5,5
10,60,24,1,24,24,24,61,1,61,61,61,4,1,4,4,4,75,1,75,75,75,4,1,4,4,4
10,60,29,1,29,29,29,64,1,64,64,64,5,1,5,5,5,102,1,102,102,102,5,1,5,5,5
10,60,25,1,25,25,25,63,1,63,63,63,5,1,5,5,5,85,1,85,85,85,5,1,5,5,5
10,60,27,1,27,27,27,63,1,63,63,63,5,1,5,5,5,99,1,99,99,99,5,1,5,5,5
10,60,28,1,28,28,28,62,1,62,62,62,5,1,5,5,5,82,1,82,82,82,5,1,5,5,5
10,60,28,1,28,28,28,65,1,65,65,65,5,1,5,5,5,82,1,82,82,82,5,1,5,5,5
10,60,27,1,27,27,27,60,1,60,60,60,4,1,4,4,4,60,1,60,60,60,4,1,4,4,4
10,60,23,1,23,23,23,58,1,58,58,58,4,1,4,4,4,58,1,58,58,58,4,1,4,4,4
10,60,23,1,23,23,23,60,1,60,60,60,4,1,4,4,4,82,1,82,82,82,4,1,4,4,4
10,60,26,1,26,26,26,60,1,60,60,60,4,1,4,4,4,60,1,60,60,60,4,1,4,4,4
10,60,30,1,30,30,30,65,1,65,65,65,5,1,5,5,5,85,1,85,85,85,5,1,5,5,5
10,60,23,1,23,23,23,61,1,61,61,61,4,1,4,4,4,77,1,77,77,77,4,1,4,4,4
10,60,26,1,26,26,26,60,1,60,60,60,4,1,4,4,4,94,1,94,94,94,4,1,4,4,4
10,60,25,1,25,25,25,60,1,60,60,60,4,1,4,4,4,76,1,76,76,76,4,1,4,4,4
10,60,24,1,24,24,24,62,1,62,62,62,4,1,4,4,4,77,1,77,77,77,4,1,4,4,4
10,60,23,1,23,23,23,62,1,62,62,62,4,1,4,4,4,80,1,80,80,80,4,1,4,4,4
10,60,27,1,27,27,27,62,1,62,62,62,5,1,5,5,5,103,1,103,103,103,5,1,5,5,5
10,60,23,1,23,23,23,64,1,64,64,64,5,1,5,5,5,83,1,83,83,83,5,1,5,5,5
10,60,17,1,17,17,17,56,1,56,56,56,4,1,4,4,4,71,1,71,71,71,4,1,4,4,4
10,60,28,1,28,28,28,66,1,66,66,66,6,1,6,6,6,116,1,116,116,116,6,1,6,6,6
10,60,29,1,29,29,29,64,1,64,64,64,5,1,5,5,5,102,1,102,102,102,5,1,5,5,5
10,60,22,1,22,22,22,60,1,60,60,60,4,1,4,4,4,104,1,104,104,104,4,1,4,4,4
10,60,30,1,30,30,30,65,1,65,65,65,5,1,5,5,5,87,1,87,87,87,5,1,5,5,5
