n,p,diff_total,diff_count,diff_mean,diff_min,diff_max
25,10,53,1000,0.053,-1,1
25,20,26,1000,0.026,-1,2
25,30,21,1000,0.021,-2,2
25,40,25,1000,0.025,-1,2
25,50,22,1000,0.022,-2,2
25,60,-3,1000,-0.003,-2,2
25,70,1,1000,0.001,-2,1
25,80,0,1000,0,-1,1
25,90,0,1000,0,0,0
