n,p,m_total,m_count,m_mean,m_min,m_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max,isteps_total,isteps_count,isteps_mean,isteps_min,isteps_max,inumber_total,inumber_count,inumber_mean,inumber_min,inumber_max
50,40,519,1,519,519,519,1421,1,1421,1421,1421,10,1,10,10,10,1738,1,1738,1738,1738,10,1,10,10,10
50,40,498,1,498,498,498,1422,1,1422,1422,1422,10,1,10,10,10,1720,1,1720,1720,1720,9,1,9,9,9
50,40,500,1,500,500,500,1417,1,1417,1417,1417,10,1,10,10,10,1887,1,1887,1887,1887,10,1,10,10,10
50,40,497,1,497,497,497,1422,1,1422,1422,1422,10,1,10,10,10,1769,1,1769,1769,1769,10,1,10,10,10
50,40,457,1,457,457,457,1396,1,1396,1396,1396,9,1,9,9,9,1809,1,1809,1809,1809,9,1,9,9,9
50,40,501,1,501,501,501,1427,1,1427,1427,1427,10,1,10,10,10,1744,1,1744,1744,1744,10,1,10,10,10
50,40,485,1,485,485,485,1447,1,1447,1447,1447,10,1,10,10,10,1785,1,1785,1785,1785,10,1,10,10,10
50,40,506,1,506,506,506,1429,1,1429,1429,1429,10,1,10,10,10,1749,1,1749,1749,1749,10,1,10,10,10
50,40,482,1,482,482,482,1406,1,1406,1406,1406,10,1,10,10,10,1806,1,1806,1806,1806,10,1,10,10,10
50,40,505,1,505,505,505,1420,1,1420,1420,1420,10,1,10,10,10,1758,1,1758,1758,1758,10,1,10,10,10
50,40,480,1,480,480,480,1413,1,1413,1413,1413,10,1,10,10,10,1757,1,1757,1757,1757,10,1,10,10,10
50,40,492,1,492,492,492,1417,1,1417,1417,1417,10,1,10,10,10,1722,1,1722,1722,1722,10,1,10,10,10
50,40,506,1,506,506,506,1419,1,1419,1419,1419,10,1,10,10,10,1778,1,1778,1778,1778,10,1,10,10,10
50,40,496,1,496,496,496,1419,1,1419,1419,1419,9,1,9,9,9,1695,1,1695,1695,1695,9,1,9,9,9
50,40,499,1,499,499,499,1430,1,1430,1430,1430,10,1,10,10,10,1786,1,1786,1786,1786,10,1,10,10,10
50,40,483,1,483,483,483,1422,1,1422,1422,1422,10,1,10,10,10,1849,1,1849,1849,1849,10,1,10,10,10
50,40,478,1,478,478,478,1414,1,1414,1414,1414,10,1,10,10,10,1762,1,1762,1762,1762,9,1,9,9,9
50,40,481,1,481,481,481,1402,1,1402,1402,1402,9,1,9,9,9,1684,1,1684,1684,1684,9,1,9,9,9
50,40,480,1,480,480,480,1374,1,1374,1374,1374,8,1,8,8,8,1575,1,1575,1575,1575,8,1,8,8,8
50,40,485,1,485,485,485,1445,1,1445,1445,1445,11,1,11,11,11,1861,1,1861,1861,1861,11,1,11,11,11
50,40,471,1,471,471,471,1424,1,1424,1424,1424,10,1,10,10,10,1764,1,1764,1764,1764,10,1,10,10,10
50,40,485,1,485,485,485,1409,1,1409,1409,1409,10,1,10,10,10,1813,1,1813,1813,1813,10,1,10,10,10
50,40,485,1,485,485,485,1427,1,1427,1427,1427,11,1,11,11,11,1817,1,1817,1817,1817,10,1,10,10,10
50,40,482,1,482,482,482,1428,1,1428,1428,1428,10,1,10,10,10,1906,1,1906,1906,1906,11,1,11,11,11
50,40,504,1,504,504,504,1445,1,1445,1445,1445,10,1,10,10,10,1784,1,1784,1784,1784,10,1,10,10,10
50,40,491,1,491,491,491,1428,1,1428,1428,1428,10,1,10,10,10,1773,1,1773,1773,1773,10,1,10,10,10
50,40,484,1,484,484,484,1428,1,1428,1428,1428,10,1,10,10,10,1782,1,1782,1782,1782,10,1,10,10,10
50,40,453,1,453,453,453,1379,1,1379,1379,1379,8,1,8,8,8,1630,1,1630,1630,1630,8,1,8,8,8
50,40,485,1,485,485,485,1411,1,1411,1411,1411,10,1,10,10,10,1761,1,1761,1761,1761,10,1,10,10,10
50,40,470,1,470,470,470,1403,1,1403,1403,1403,9,1,9,9,9,1677,1,1677,1677,1677,9,1,9,9,9
50,40,487,1,487,487,487,1407,1,1407,1407,1407,9,1,9,9,9,1665,1,1665,1665,1665,9,1,9,9,9
50,40,468,1,468,468,468,1421,1,1421,1421,1421,10,1,10,10,10,1733,1,1733,1733,1733,9,1,9,9,9
50,40,503,1,503,503,503,1405,1,1405,1405,1405,9,1,9,9,9,1832,1,1832,1832,1832,10,1,10,10,10
50,40,489,1,489,489,489,1414,1,1414,1414,1414,10,1,10,10,10,1792,1,1792,1792,1792,10,1,10,10,10
50,40,508,1,508,508,508,1419,1,1419,1419,1419,10,1,10,10,10,1756,1,1756,1756,1756,10,1,10,10,10
50,40,505,1,505,505,505,1426,1,1426,1426,1426,10,1,10,10,10,1814,1,1814,1814,1814,10,1,10,10,10
50,40,510,1,510,510,510,1429,1,1429,1429,1429,10,1,10,10,10,1795,1,1795,1795,1795,10,1,10,10,10
50,40,481,1,481,481,481,1429,1,1429,1429,1429,11,1,11,11,11,1812,1,1812,1812,1812,11,1,11,11,11
50,40,493,1,493,493,493,1417,1,1417,1417,1417,10,1,10,10,10,1810,1,1810,1810,1810,10,1,10,10,10
50,40,476,1,476,476,476,1424,1,1424,1424,1424,11,1,11,11,11,1878,1,1878,1878,1878,11,1,11,11,11
50,40,502,1,502,502,502,1412,1,1412,1412,1412,10,1,10,10,10,1788,1,1788,1788,1788,10,1,10,10,10
50,40,474,1,474,474,474,1401,1,1401,1401,1401,10,1,10,10,10,1757,1,1757,1757,1757,10,1,10,10,10
50,40,466,1,466,466,466,1422,1,1422,1422,1422,10,1,10,10,10,1758,1,1758,1758,1758,10,1,10,10,10
50,40,457,1,457,457,457,1413,1,1413,1413,1413,9,1,9,9,9,1698,1,1698,1698,1698,9,1,9,9,9
50,40,494,1,494,494,494,1403,1,1403,1403,1403,10,1,10,10,10,1747,1,1747,1747,1747,9,1,9,9,9
50,40,465,1,465,465,465,1406,1,1406,1406,1406,9,1,9,9,9,1693,1,1693,1693,1693,9,1,9,9,9
50,40,480,1,480,480,480,1418,1,1418,1418,1418,9,1,9,9,9,1892,1,1892,1892,1892,10,1,10,10,10
50,40,489,1,489,489,489,1419,1,1419,1419,1419,10,1,10,10,10,1794,1,1794,1794,1794,10,1,10,10,10
50,40,484,1,484,484,484,1415,1,1415,1415,1415,9,1,9,9,9,1865,1,1865,1865,1865,10,1,10,10,10
50,40,496,1,496,496,496,1436,1,1436,1436,1436,10,1,10,10,10,1687,1,1687,1687,1687,9,1,9,9,9
50,40,478,1,478,478,478,1407,1,1407,1407,1407,9,1,9,9,9,1775,1,1775,1775,1775,9,1,9,9,9
50,40,476,1,476,476,476,1408,1,1408,1408,1408,9,1,9,9,9,1674,1,1674,1674,1674,9,1,9,9,9
50,40,503,1,503,503,503,1429,1,1429,1429,1429,11,1,11,11,11,1813,1,1813,1813,1813,11,1,11,11,11
50,40,477,1,477,477,477,1420,1,1420,1420,1420,10,1,10,10,10,1726,1,1726,1726,1726,10,1,10,10,10
50,40,487,1,487,487,487,1424,1,1424,1424,1424,10,1,10,10,10,1758,1,1758,1758,1758,10,1,10,10,10
50,40,474,1,474,474,474,1429,1,1429,1429,1429,10,1,10,10,10,1795,1,1795,1795,1795,10,1,10,10,10
50,40,490,1,490,490,490,1426,1,1426,1426,1426,10,1,10,10,10,1750,1,1750,1750,1750,10,1,10,10,10
50,40,477,1,477,477,477,1417,1,1417,1417,1417,10,1,10,10,10,1764,1,1764,1764,1764,10,1,10,10,10
50,40,483,1,483,483,483,1433,1,1433,1433,1433,10,1,10,10,10,1825,1,1825,1825,1825,10,1,10,10,10
50,40,471,1,471,471,471,1408,1,1408,1408,1408,10,1,10,10,10,1747,1,1747,1747,1747,10,1,10,10,10
50,40,494,1,494,494,494,1427,1,1427,1427,1427,11,1,11,11,11,1891,1,1891,1891,1891,11,1,11,11,11
50,40,500,1,500,500,500,1459,1,1459,1459,1459,11,1,11,11,11,1825,1,1825,1825,1825,11,1,11,11,11
50,40,502,1,502,502,502,1429,1,1429,1429,1429,10,1,10,10,10,1840,1,1840,1840,1840,10,1,10,10,10
50,40,491,1,491,491,491,1416,1,1416,1416,1416,10,1,10,10,10,1716,1,1716,1716,1716,10,1,10,10,10
50,40,519,1,519,519,519,1432,1,1432,1432,1432,10,1,10,10,10,1775,1,1775,1775,1775,10,1,10,10,10
50,40,483,1,483,483,483,1432,1,1432,1432,1432,10,1,10,10,10,1793,1,1793,1793,1793,10,1,10,10,10
50,40,488,1,488,488,488,1415,1,1415,1415,1415,10,1,10,10,10,1763,1,1763,1763,1763,10,1,10,10,10
50,40,452,1,452,452,452,1390,1,1390,1390,1390,10,1,10,10,10,1785,1,1785,1785,1785,9,1,9,9,9
50,40,482,1,482,482,482,1419,1,1419,1419,1419,11,1,11,11,11,1853,1,1853,1853,1853,11,1,11,11,11
50,40,500,1,500,500,500,1429,1,1429,1429,1429,10,1,10,10,10,1708,1,1708,1708,1708,10,1,10,10,10
50,40,483,1,483,483,483,1423,1,1423,1423,1423,9,1,9,9,9,1811,1,1811,1811,1811,10,1,10,10,10
50,40,475,1,475,475,475,1404,1,1404,1404,1404,9,1,9,9,9,1672,1,1672,1672,1672,9,1,9,9,9
50,40,474,1,474,474,474,1423,1,1423,1423,1423,9,1,9,9,9,1842,1,1842,1842,1842,10,1,10,10,10
50,40,497,1,497,497,497,1418,1,1418,1418,1418,9,1,9,9,9,1671,1,1671,1671,1671,9,1,9,9,9
50,40,461,1,461,461,461,1393,1,1393,1393,1393,9,1,9,9,9,1669,1,1669,1669,1669,9,1,9,9,9
50,40,497,1,497,497,497,1416,1,1416,1416,1416,10,1,10,10,10,1776,1,1776,1776,1776,10,1,10,10,10
50,40,498,1,498,498,498,1420,1,1420,1420,1420,10,1,10,10,10,1776,1,1776,1776,1776,10,1,10,10,10
50,40,478,1,478,478,478,1434,1,1434,1434,1434,11,1,11,11,11,1903,1,1903,1903,1903,11,1,11,11,11
50,40,481,1,481,481,481,1433,1,1433,1433,1433,11,1,11,11,11,1886,1,1886,1886,1886,11,1,11,11,11
50,40,477,1,477,477,477,1437,1,1437,1437,1437,10,1,10,10,10,1743,1,1743,1743,1743,10,1,10,10,10
50,40,495,1,495,495,495,1427,1,1427,1427,1427,10,1,10,10,10,1710,1,1710,1710,1710,10,1,10,10,10
50,40,483,1,483,483,483,1418,1,1418,1418,1418,10,1,10,10,10,1767,1,1767,1767,1767,10,1,10,10,10
50,40,452,1,452,452,452,1421,1,1421,1421,1421,10,1,10,10,10,1775,1,1775,1775,1775,10,1,10,10,10
50,40,474,1,474,474,474,1425,1,1425,1425,1425,10,1,10,10,10,1753,1,1753,1753,1753,10,1,10,10,10
50,40,493,1,493,493,493,1413,1,1413,1413,1413,10,1,10,10,10,1801,1,1801,1801,1801,10,1,10,10,10
50,40,501,1,501,501,501,1428,1,1428,1428,1428,10,1,10,10,10,1713,1,1713,1713,1713,10,1,10,10,10
50,40,497,1,497,497,497,1413,1,1413,1413,1413,10,1,10,10,10,1800,1,1800,1800,1800,10,1,10,10,10
50,40,511,1,511,511,511,1426,1,1426,1426,1426,11,1,11,11,11,1833,1,1833,1833,1833,11,1,11,11,11
50,40,503,1,503,503,503,1431,1,1431,1431,1431,11,1,11,11,11,1859,1,1859,1859,1859,11,1,11,11,11
50,40,466,1,466,466,466,1423,1,1423,1423,1423,10,1,10,10,10,1753,1,1753,1753,1753,9,1,9,9,9
