n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
21,20,44,1,44,44,44,1.106e-05,1,1.106e-05,1.106e-05,1.106e-05,98,1,98,98,98,3,1,3,3,3,4,1,4,4,4,1,1,1,1,1
21,20,46,1,46,46,46,1.4731e-05,1,1.4731e-05,1.4731e-05,1.4731e-05,131,1,131,131,131,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
21,20,54,1,54,54,54,7.308e-06,1,7.308e-06,7.308e-06,7.308e-06,71,1,71,71,71,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
21,20,37,1,37,37,37,1.0637e-05,1,1.0637e-05,1.0637e-05,1.0637e-05,98,1,98,98,98,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
21,20,49,1,49,49,49,1.0481e-05,1,1.0481e-05,1.0481e-05,1.0481e-05,97,1,97,97,97,3,1,3,3,3,4,1,4,4,4,1,1,1,1,1
21,20,51,1,51,51,51,1.4683e-05,1,1.4683e-05,1.4683e-05,1.4683e-05,133,1,133,133,133,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
21,20,34,1,34,34,34,7.063e-06,1,7.063e-06,7.063e-06,7.063e-06,69,1,69,69,69,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
21,20,37,1,37,37,37,1.0604e-05,1,1.0604e-05,1.0604e-05,1.0604e-05,98,1,98,98,98,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
21,20,40,1,40,40,40,1.0393e-05,1,1.0393e-05,1.0393e-05,1.0393e-05,96,1,96,96,96,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
21,20,42,1,42,42,42,1.1238e-05,1,1.1238e-05,1.1238e-05,1.1238e-05,102,1,102,102,102,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
21,20,52,1,52,52,52,1.081e-05,1,1.081e-05,1.081e-05,1.081e-05,99,1,99,99,99,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
21,20,45,1,45,45,45,1.0422e-05,1,1.0422e-05,1.0422e-05,1.0422e-05,96,1,96,96,96,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
21,20,46,1,46,46,46,1.1262e-05,1,1.1262e-05,1.1262e-05,1.1262e-05,103,1,103,103,103,3,1,3,3,3,4,1,4,4,4,1,1,1,1,1
21,20,36,1,36,36,36,1.0487e-05,1,1.0487e-05,1.0487e-05,1.0487e-05,97,1,97,97,97,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
21,20,51,1,51,51,51,1.11e-05,1,1.11e-05,1.11e-05,1.11e-05,100,1,100,100,100,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
21,20,42,1,42,42,42,3.2188e-05,1,3.2188e-05,3.2188e-05,3.2188e-05,140,1,140,140,140,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
21,20,44,1,44,44,44,1.1118e-05,1,1.1118e-05,1.1118e-05,1.1118e-05,101,1,101,101,101,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
21,20,39,1,39,39,39,1.0808e-05,1,1.0808e-05,1.0808e-05,1.0808e-05,99,1,99,99,99,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
21,20,54,1,54,54,54,1.1141e-05,1,1.1141e-05,1.1141e-05,1.1141e-05,102,1,102,102,102,3,1,3,3,3,4,1,4,4,4,1,1,1,1,1
21,20,46,1,46,46,46,1.0854e-05,1,1.0854e-05,1.0854e-05,1.0854e-05,100,1,100,100,100,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
21,20,42,1,42,42,42,1.0615e-05,1,1.0615e-05,1.0615e-05,1.0615e-05,97,1,97,97,97,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
21,20,39,1,39,39,39,1.0412e-05,1,1.0412e-05,1.0412e-05,1.0412e-05,96,1,96,96,96,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
21,20,47,1,47,47,47,1.0934e-05,1,1.0934e-05,1.0934e-05,1.0934e-05,101,1,101,101,101,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
21,20,35,1,35,35,35,1.141e-05,1,1.141e-05,1.141e-05,1.141e-05,101,1,101,101,101,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
21,20,37,1,37,37,37,1.0326e-05,1,1.0326e-05,1.0326e-05,1.0326e-05,95,1,95,95,95,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
21,20,40,1,40,40,40,7.455e-06,1,7.455e-06,7.455e-06,7.455e-06,71,1,71,71,71,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
21,20,32,1,32,32,32,1.0108e-05,1,1.0108e-05,1.0108e-05,1.0108e-05,91,1,91,91,91,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
21,20,37,1,37,37,37,7.02e-06,1,7.02e-06,7.02e-06,7.02e-06,69,1,69,69,69,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
21,20,53,1,53,53,53,1.1204e-05,1,1.1204e-05,1.1204e-05,1.1204e-05,103,1,103,103,103,3,1,3,3,3,4,1,4,4,4,1,1,1,1,1
21,20,42,1,42,42,42,1.087e-05,1,1.087e-05,1.087e-05,1.087e-05,98,1,98,98,98,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
21,20,55,1,55,55,55,1.1082e-05,1,1.1082e-05,1.1082e-05,1.1082e-05,101,1,101,101,101,3,1,3,3,3,4,1,4,4,4,1,1,1,1,1
21,20,31,1,31,31,31,1.4497e-05,1,1.4497e-05,1.4497e-05,1.4497e-05,130,1,130,130,130,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
21,20,35,1,35,35,35,7.001e-06,1,7.001e-06,7.001e-06,7.001e-06,69,1,69,69,69,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
21,20,34,1,34,34,34,6.665e-06,1,6.665e-06,6.665e-06,6.665e-06,66,1,66,66,66,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
21,20,40,1,40,40,40,1.0209e-05,1,1.0209e-05,1.0209e-05,1.0209e-05,95,1,95,95,95,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
21,20,44,1,44,44,44,1.0675e-05,1,1.0675e-05,1.0675e-05,1.0675e-05,98,1,98,98,98,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
