n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
31,10,40,1,40,40,40,1.4309e-05,1,1.4309e-05,1.4309e-05,1.4309e-05,134,1,134,134,134,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
31,10,49,1,49,49,49,1.9316e-05,1,1.9316e-05,1.9316e-05,1.9316e-05,177,1,177,177,177,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
31,10,49,1,49,49,49,1.473e-05,1,1.473e-05,1.473e-05,1.473e-05,138,1,138,138,138,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
31,10,49,1,49,49,49,9.616e-06,1,9.616e-06,9.616e-06,9.616e-06,99,1,99,99,99,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
31,10,38,1,38,38,38,9.386e-06,1,9.386e-06,9.386e-06,9.386e-06,97,1,97,97,97,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
31,10,61,1,61,61,61,9.851e-06,1,9.851e-06,9.851e-06,9.851e-06,100,1,100,100,100,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
31,10,36,1,36,36,36,1.4034e-05,1,1.4034e-05,1.4034e-05,1.4034e-05,134,1,134,134,134,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
31,10,45,1,45,45,45,9.599e-06,1,9.599e-06,9.599e-06,9.599e-06,99,1,99,99,99,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
31,10,43,1,43,43,43,9.686e-06,1,9.686e-06,9.686e-06,9.686e-06,99,1,99,99,99,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
31,10,38,1,38,38,38,9.569e-06,1,9.569e-06,9.569e-06,9.569e-06,98,1,98,98,98,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
31,10,49,1,49,49,49,1.4343e-05,1,1.4343e-05,1.4343e-05,1.4343e-05,137,1,137,137,137,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
31,10,52,1,52,52,52,1.3949e-05,1,1.3949e-05,1.3949e-05,1.3949e-05,134,1,134,134,134,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
31,10,49,1,49,49,49,1.4333e-05,1,1.4333e-05,1.4333e-05,1.4333e-05,137,1,137,137,137,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
31,10,59,1,59,59,59,9.929e-06,1,9.929e-06,9.929e-06,9.929e-06,100,1,100,100,100,2,1,2,2,2,4,1,4,4,4,2,1,2,2,2
31,10,40,1,40,40,40,9.526e-06,1,9.526e-06,9.526e-06,9.526e-06,97,1,97,97,97,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
31,10,28,1,28,28,28,9.272e-06,1,9.272e-06,9.272e-06,9.272e-06,96,1,96,96,96,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
31,10,43,1,43,43,43,1.3845e-05,1,1.3845e-05,1.3845e-05,1.3845e-05,133,1,133,133,133,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
31,10,56,1,56,56,56,1.4368e-05,1,1.4368e-05,1.4368e-05,1.4368e-05,137,1,137,137,137,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
31,10,43,1,43,43,43,1.4262e-05,1,1.4262e-05,1.4262e-05,1.4262e-05,135,1,135,135,135,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
31,10,63,1,63,63,63,9.88e-06,1,9.88e-06,9.88e-06,9.88e-06,101,1,101,101,101,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
31,10,42,1,42,42,42,1.4003e-05,1,1.4003e-05,1.4003e-05,1.4003e-05,133,1,133,133,133,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
31,10,52,1,52,52,52,1.4736e-05,1,1.4736e-05,1.4736e-05,1.4736e-05,141,1,141,141,141,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
31,10,52,1,52,52,52,1.4513e-05,1,1.4513e-05,1.4513e-05,1.4513e-05,138,1,138,138,138,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
31,10,48,1,48,48,48,1.429e-05,1,1.429e-05,1.429e-05,1.429e-05,136,1,136,136,136,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
31,10,35,1,35,35,35,9.499e-06,1,9.499e-06,9.499e-06,9.499e-06,97,1,97,97,97,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
31,10,44,1,44,44,44,9.589e-06,1,9.589e-06,9.589e-06,9.589e-06,99,1,99,99,99,2,1,2,2,2,3,1,3,3,3,1,1,1,1,1
