n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
30,50,232,1,232,232,232,5.1528e-05,1,5.1528e-05,5.1528e-05,5.1528e-05,482,1,482,482,482,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
30,50,210,1,210,210,210,3.1204e-05,1,3.1204e-05,3.1204e-05,3.1204e-05,286,1,286,286,286,5,1,5,5,5,6,1,6,6,6,1,1,1,1,1
30,50,230,1,230,230,230,3.5821e-05,1,3.5821e-05,3.5821e-05,3.5821e-05,340,1,340,340,340,5,1,5,5,5,6,1,6,6,6,1,1,1,1,1
30,50,221,1,221,221,221,3.9543e-05,1,3.9543e-05,3.9543e-05,3.9543e-05,366,1,366,366,366,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
30,50,221,1,221,221,221,3.212e-05,1,3.212e-05,3.212e-05,3.212e-05,298,1,298,298,298,5,1,5,5,5,6,1,6,6,6,1,1,1,1,1
30,50,210,1,210,210,210,3.2402e-05,1,3.2402e-05,3.2402e-05,3.2402e-05,304,1,304,304,304,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
30,50,211,1,211,211,211,3.1604e-05,1,3.1604e-05,3.1604e-05,3.1604e-05,290,1,290,290,290,5,1,5,5,5,6,1,6,6,6,1,1,1,1,1
30,50,220,1,220,220,220,4.0613e-05,1,4.0613e-05,4.0613e-05,4.0613e-05,379,1,379,379,379,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
30,50,217,1,217,217,217,3.2861e-05,1,3.2861e-05,3.2861e-05,3.2861e-05,305,1,305,305,305,5,1,5,5,5,6,1,6,6,6,1,1,1,1,1
30,50,211,1,211,211,211,3.2076e-05,1,3.2076e-05,3.2076e-05,3.2076e-05,300,1,300,300,300,5,1,5,5,5,7,1,7,7,7,2,1,2,2,2
30,50,224,1,224,224,224,5.8415e-05,1,5.8415e-05,5.8415e-05,5.8415e-05,548,1,548,548,548,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
30,50,217,1,217,217,217,3.2141e-05,1,3.2141e-05,3.2141e-05,3.2141e-05,297,1,297,297,297,5,1,5,5,5,6,1,6,6,6,1,1,1,1,1
30,50,227,1,227,227,227,3.297e-05,1,3.297e-05,3.297e-05,3.297e-05,304,1,304,304,304,5,1,5,5,5,7,1,7,7,7,2,1,2,2,2
30,50,224,1,224,224,224,4.5658e-05,1,4.5658e-05,4.5658e-05,4.5658e-05,417,1,417,417,417,7,1,7,7,7,8,1,8,8,8,1,1,1,1,1
30,50,211,1,211,211,211,4.1728e-05,1,4.1728e-05,4.1728e-05,4.1728e-05,390,1,390,390,390,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
30,50,219,1,219,219,219,3.2115e-05,1,3.2115e-05,3.2115e-05,3.2115e-05,300,1,300,300,300,5,1,5,5,5,6,1,6,6,6,1,1,1,1,1
30,50,196,1,196,196,196,2.3099e-05,1,2.3099e-05,2.3099e-05,2.3099e-05,214,1,214,214,214,4,1,4,4,4,5,1,5,5,5,1,1,1,1,1
30,50,232,1,232,232,232,4.2928e-05,1,4.2928e-05,4.2928e-05,4.2928e-05,406,1,406,406,406,6,1,6,6,6,8,1,8,8,8,2,1,2,2,2
30,50,222,1,222,222,222,3.2458e-05,1,3.2458e-05,3.2458e-05,3.2458e-05,303,1,303,303,303,5,1,5,5,5,6,1,6,6,6,1,1,1,1,1
30,50,210,1,210,210,210,3.1427e-05,1,3.1427e-05,3.1427e-05,3.1427e-05,292,1,292,292,292,5,1,5,5,5,6,1,6,6,6,1,1,1,1,1
30,50,235,1,235,235,235,4.118e-05,1,4.118e-05,4.118e-05,4.118e-05,384,1,384,384,384,6,1,6,6,6,7,1,7,7,7,1,1,1,1,1
30,50,192,1,192,192,192,3.0007e-05,1,3.0007e-05,3.0007e-05,3.0007e-05,278,1,278,278,278,5,1,5,5,5,6,1,6,6,6,1,1,1,1,1
30,50,229,1,229,229,229,3.9924e-05,1,3.9924e-05,3.9924e-05,3.9924e-05,369,1,369,369,369,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
30,50,224,1,224,224,224,4.9606e-05,1,4.9606e-05,4.9606e-05,4.9606e-05,469,1,469,469,469,7,1,7,7,7,8,1,8,8,8,1,1,1,1,1
30,50,216,1,216,216,216,3.968e-05,1,3.968e-05,3.968e-05,3.968e-05,370,1,370,370,370,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
30,50,221,1,221,221,221,5.1305e-05,1,5.1305e-05,5.1305e-05,5.1305e-05,487,1,487,487,487,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
30,50,228,1,228,228,228,3.065e-05,1,3.065e-05,3.065e-05,3.065e-05,283,1,283,283,283,5,1,5,5,5,7,1,7,7,7,2,1,2,2,2
30,50,222,1,222,222,222,3.1681e-05,1,3.1681e-05,3.1681e-05,3.1681e-05,295,1,295,295,295,5,1,5,5,5,7,1,7,7,7,2,1,2,2,2
