n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
15,90,88,1,88,88,88,0.000853731,1,0.000853731,0.000853731,0.000853731,306,1,306,306,306,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,90,96,1,96,96,96,0.000929962,1,0.000929962,0.000929962,0.000929962,349,1,349,349,349,10,1,10,10,10,10,1,10,10,10,0,1,0,0,0
15,90,90,1,90,90,90,0.000656535,1,0.000656535,0.000656535,0.000656535,266,1,266,266,266,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,90,90,1,90,90,90,0.00147657,1,0.00147657,0.00147657,0.00147657,350,1,350,350,350,10,1,10,10,10,9,1,9,9,9,1,1,1,1,1
15,90,94,1,94,94,94,0.00119073,1,0.00119073,0.00119073,0.00119073,391,1,391,391,391,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
15,90,90,1,90,90,90,0.000668215,1,0.000668215,0.000668215,0.000668215,254,1,254,254,254,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,90,90,1,90,90,90,0.000822185,1,0.000822185,0.000822185,0.000822185,300,1,300,300,300,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,90,94,1,94,94,94,0.000858714,1,0.000858714,0.000858714,0.000858714,304,1,304,304,304,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
15,90,96,1,96,96,96,0.0012022,1,0.0012022,0.0012022,0.0012022,393,1,393,393,393,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
15,90,91,1,91,91,91,0.00081762,1,0.00081762,0.00081762,0.00081762,308,1,308,308,308,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
