n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
25,20,62,1,62,62,62,0.000449281,1,0.000449281,0.000449281,0.000449281,355,1,355,355,355,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
25,20,53,1,53,53,53,0.681548,1,0.681548,0.681548,0.681548,398,1,398,398,398,4,1,4,4,4,3,1,3,3,3,1,1,1,1,1
25,20,55,1,55,55,55,51.964,1,51.964,51.964,51.964,378,1,378,378,378,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
25,20,55,1,55,55,55,570.173,1,570.173,570.173,570.173,388,1,388,388,388,4,1,4,4,4,3,1,3,3,3,1,1,1,1,1
25,20,56,1,56,56,56,6.1889,1,6.1889,6.1889,6.1889,400,1,400,400,400,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
25,20,55,1,55,55,55,3.75985,1,3.75985,3.75985,3.75985,373,1,373,373,373,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
25,20,71,1,71,71,71,0.000631467,1,0.000631467,0.000631467,0.000631467,407,1,407,407,407,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
25,20,70,1,70,70,70,925.778,1,925.778,925.778,925.778,434,1,434,434,434,5,1,5,5,5,4,1,4,4,4,1,1,1,1,1
25,20,54,1,54,54,54,682.928,1,682.928,682.928,682.928,341,1,341,341,341,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
25,20,57,1,57,57,57,0.000408947,1,0.000408947,0.000408947,0.000408947,375,1,375,375,375,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
