n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
15,30,25,1,25,25,25,0.000219135,1,0.000219135,0.000219135,0.000219135,136,1,136,136,136,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
15,30,25,1,25,25,25,0.000283826,1,0.000283826,0.000283826,0.000283826,138,1,138,138,138,4,1,4,4,4,3,1,3,3,3,1,1,1,1,1
15,30,27,1,27,27,27,0.000187661,1,0.000187661,0.000187661,0.000187661,136,1,136,136,136,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
15,30,28,1,28,28,28,0.000494299,1,0.000494299,0.000494299,0.000494299,148,1,148,148,148,4,1,4,4,4,3,1,3,3,3,1,1,1,1,1
15,30,35,1,35,35,35,0.00130408,1,0.00130408,0.00130408,0.00130408,160,1,160,160,160,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
15,30,34,1,34,34,34,0.0002298,1,0.0002298,0.0002298,0.0002298,141,1,141,141,141,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
15,30,34,1,34,34,34,0.000504861,1,0.000504861,0.000504861,0.000504861,191,1,191,191,191,5,1,5,5,5,4,1,4,4,4,1,1,1,1,1
15,30,26,1,26,26,26,0.000173886,1,0.000173886,0.000173886,0.000173886,133,1,133,133,133,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
15,30,33,1,33,33,33,0.00016468,1,0.00016468,0.00016468,0.00016468,122,1,122,122,122,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
15,30,33,1,33,33,33,0.000264483,1,0.000264483,0.000264483,0.000264483,159,1,159,159,159,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
