n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
25,80,242,1,242,242,242,0.00259734,1,0.00259734,0.00259734,0.00259734,713,1,713,713,713,12,1,12,12,12,12,1,12,12,12,0,1,0,0,0
25,80,245,1,245,245,245,0.00823515,1,0.00823515,0.00823515,0.00823515,700,1,700,700,700,12,1,12,12,12,11,1,11,11,11,1,1,1,1,1
25,80,232,1,232,232,232,15.5957,1,15.5957,15.5957,15.5957,739,1,739,739,739,12,1,12,12,12,10,1,10,10,10,2,1,2,2,2
25,80,243,1,243,243,243,0.167613,1,0.167613,0.167613,0.167613,786,1,786,786,786,13,1,13,13,13,11,1,11,11,11,2,1,2,2,2
25,80,238,1,238,238,238,0.0024532,1,0.0024532,0.0024532,0.0024532,653,1,653,653,653,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
25,80,235,1,235,235,235,0.803831,1,0.803831,0.803831,0.803831,663,1,663,663,663,11,1,11,11,11,10,1,10,10,10,1,1,1,1,1
25,80,248,1,248,248,248,0.00276969,1,0.00276969,0.00276969,0.00276969,735,1,735,735,735,12,1,12,12,12,12,1,12,12,12,0,1,0,0,0
25,80,253,1,253,253,253,0.00299198,1,0.00299198,0.00299198,0.00299198,657,1,657,657,657,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
25,80,233,1,233,233,233,0.702098,1,0.702098,0.702098,0.702098,717,1,717,717,717,12,1,12,12,12,11,1,11,11,11,1,1,1,1,1
25,80,251,1,251,251,251,0.0239991,1,0.0239991,0.0239991,0.0239991,754,1,754,754,754,13,1,13,13,13,13,1,13,13,13,0,1,0,0,0
