n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
5,50,3.6908e-05,1,3.6908e-05,3.6908e-05,3.6908e-05,14,1,14,14,14,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
5,50,4.2232e-05,1,4.2232e-05,4.2232e-05,4.2232e-05,12,1,12,12,12,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
5,50,2.7965e-05,1,2.7965e-05,2.7965e-05,2.7965e-05,14,1,14,14,14,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
5,50,2.4462e-05,1,2.4462e-05,2.4462e-05,2.4462e-05,12,1,12,12,12,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
5,50,3.034e-05,1,3.034e-05,3.034e-05,3.034e-05,15,1,15,15,15,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
5,50,3.0504e-05,1,3.0504e-05,3.0504e-05,3.0504e-05,15,1,15,15,15,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
5,50,2.4655e-05,1,2.4655e-05,2.4655e-05,2.4655e-05,12,1,12,12,12,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
5,50,3.1467e-05,1,3.1467e-05,3.1467e-05,3.1467e-05,14,1,14,14,14,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
5,50,3.0937e-05,1,3.0937e-05,3.0937e-05,3.0937e-05,15,1,15,15,15,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
5,50,3.3533e-05,1,3.3533e-05,3.3533e-05,3.3533e-05,17,1,17,17,17,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
5,50,3.4823e-05,1,3.4823e-05,3.4823e-05,3.4823e-05,18,1,18,18,18,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
5,50,2.6299e-05,1,2.6299e-05,2.6299e-05,2.6299e-05,13,1,13,13,13,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
5,50,3.1186e-05,1,3.1186e-05,3.1186e-05,3.1186e-05,14,1,14,14,14,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
5,50,3.0978e-05,1,3.0978e-05,3.0978e-05,3.0978e-05,13,1,13,13,13,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
5,50,2.6337e-05,1,2.6337e-05,2.6337e-05,2.6337e-05,13,1,13,13,13,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
