n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
5,70,3.4885e-05,1,3.4885e-05,3.4885e-05,3.4885e-05,16,1,16,16,16,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
5,70,5.3305e-05,1,5.3305e-05,5.3305e-05,5.3305e-05,16,1,16,16,16,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
5,70,3.0983e-05,1,3.0983e-05,3.0983e-05,3.0983e-05,14,1,14,14,14,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
5,70,3.3324e-05,1,3.3324e-05,3.3324e-05,3.3324e-05,17,1,17,17,17,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
5,70,3.48e-05,1,3.48e-05,3.48e-05,3.48e-05,16,1,16,16,16,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
5,70,3.7219e-05,1,3.7219e-05,3.7219e-05,3.7219e-05,19,1,19,19,19,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
5,70,3.0552e-05,1,3.0552e-05,3.0552e-05,3.0552e-05,15,1,15,15,15,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
5,70,3.2881e-05,1,3.2881e-05,3.2881e-05,3.2881e-05,17,1,17,17,17,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
5,70,3.4734e-05,1,3.4734e-05,3.4734e-05,3.4734e-05,18,1,18,18,18,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
5,70,3.2748e-05,1,3.2748e-05,3.2748e-05,3.2748e-05,16,1,16,16,16,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
5,70,3.1822e-05,1,3.1822e-05,3.1822e-05,3.1822e-05,14,1,14,14,14,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
5,70,3.1393e-05,1,3.1393e-05,3.1393e-05,3.1393e-05,16,1,16,16,16,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
