n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
10,70,0.000207381,1,0.000207381,0.000207381,0.000207381,86,1,86,86,86,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,70,0.000168734,1,0.000168734,0.000168734,0.000168734,85,1,85,85,85,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,70,0.00014759,1,0.00014759,0.00014759,0.00014759,81,1,81,81,81,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,70,0.000179174,1,0.000179174,0.000179174,0.000179174,84,1,84,84,84,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,70,0.0002142,1,0.0002142,0.0002142,0.0002142,107,1,107,107,107,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
10,70,0.000223146,1,0.000223146,0.000223146,0.000223146,107,1,107,107,107,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
10,70,0.000191902,1,0.000191902,0.000191902,0.000191902,73,1,73,73,73,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
10,70,0.000254245,1,0.000254245,0.000254245,0.000254245,98,1,98,98,98,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,70,0.000314607,1,0.000314607,0.000314607,0.000314607,108,1,108,108,108,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
10,70,0.000183679,1,0.000183679,0.000183679,0.000183679,79,1,79,79,79,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
10,70,0.000175335,1,0.000175335,0.000175335,0.000175335,83,1,83,83,83,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,70,0.000312434,1,0.000312434,0.000312434,0.000312434,74,1,74,74,74,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
10,70,0.00162591,1,0.00162591,0.00162591,0.00162591,104,1,104,104,104,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,70,0.00292151,1,0.00292151,0.00292151,0.00292151,103,1,103,103,103,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,70,0.000244529,1,0.000244529,0.000244529,0.000244529,113,1,113,113,113,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
10,70,0.000174675,1,0.000174675,0.000174675,0.000174675,85,1,85,85,85,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,70,0.000164721,1,0.000164721,0.000164721,0.000164721,87,1,87,87,87,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,70,0.000155558,1,0.000155558,0.000155558,0.000155558,83,1,83,83,83,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,70,0.000333876,1,0.000333876,0.000333876,0.000333876,141,1,141,141,141,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
10,70,0.000224596,1,0.000224596,0.000224596,0.000224596,105,1,105,105,105,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,70,0.000197985,1,0.000197985,0.000197985,0.000197985,100,1,100,100,100,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,70,0.00141168,1,0.00141168,0.00141168,0.00141168,103,1,103,103,103,5,1,5,5,5,4,1,4,4,4,1,1,1,1,1
10,70,0.000509956,1,0.000509956,0.000509956,0.000509956,100,1,100,100,100,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,70,0.000239122,1,0.000239122,0.000239122,0.000239122,106,1,106,106,106,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
10,70,0.000211863,1,0.000211863,0.000211863,0.000211863,96,1,96,96,96,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,70,0.00022174,1,0.00022174,0.00022174,0.00022174,104,1,104,104,104,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,70,0.0001477,1,0.0001477,0.0001477,0.0001477,75,1,75,75,75,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
10,70,0.000143199,1,0.000143199,0.000143199,0.000143199,74,1,74,74,74,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
10,70,0.000158832,1,0.000158832,0.000158832,0.000158832,81,1,81,81,81,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,70,0.000157789,1,0.000157789,0.000157789,0.000157789,85,1,85,85,85,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
