n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
20,50,0.000563976,1,0.000563976,0.000563976,0.000563976,266,1,266,266,266,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
20,50,2.59085,1,2.59085,2.59085,2.59085,357,1,357,357,357,6,1,6,6,6,5,1,5,5,5,1,1,1,1,1
20,50,5.35034,1,5.35034,5.35034,5.35034,266,1,266,266,266,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
20,50,4.02673,1,4.02673,4.02673,4.02673,351,1,351,351,351,7,1,7,7,7,6,1,6,6,6,1,1,1,1,1
20,50,7.29737,1,7.29737,7.29737,7.29737,307,1,307,307,307,6,1,6,6,6,5,1,5,5,5,1,1,1,1,1
20,50,3.46967,1,3.46967,3.46967,3.46967,327,1,327,327,327,7,1,7,7,7,6,1,6,6,6,1,1,1,1,1
20,50,5.03977,1,5.03977,5.03977,5.03977,283,1,283,283,283,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
20,50,0.626182,1,0.626182,0.626182,0.626182,350,1,350,350,350,7,1,7,7,7,6,1,6,6,6,1,1,1,1,1
20,50,5.22287,1,5.22287,5.22287,5.22287,368,1,368,368,368,7,1,7,7,7,6,1,6,6,6,1,1,1,1,1
20,50,2.43779,1,2.43779,2.43779,2.43779,357,1,357,357,357,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
20,50,0.000531947,1,0.000531947,0.000531947,0.000531947,300,1,300,300,300,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
20,50,6.98237,1,6.98237,6.98237,6.98237,332,1,332,332,332,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
20,50,2.07838,1,2.07838,2.07838,2.07838,408,1,408,408,408,8,1,8,8,8,7,1,7,7,7,1,1,1,1,1
20,50,0.000577198,1,0.000577198,0.000577198,0.000577198,297,1,297,297,297,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
20,50,0.000669871,1,0.000669871,0.000669871,0.000669871,300,1,300,300,300,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
20,50,0.0448215,1,0.0448215,0.0448215,0.0448215,357,1,357,357,357,7,1,7,7,7,6,1,6,6,6,1,1,1,1,1
20,50,1.27364,1,1.27364,1.27364,1.27364,389,1,389,389,389,7,1,7,7,7,6,1,6,6,6,1,1,1,1,1
