n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
5,80,9,1,9,9,9,3.9588e-05,1,3.9588e-05,3.9588e-05,3.9588e-05,19,1,19,19,19,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
5,80,10,1,10,10,10,8.5099e-05,1,8.5099e-05,8.5099e-05,8.5099e-05,37,1,37,37,37,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
5,80,9,1,9,9,9,3.7418e-05,1,3.7418e-05,3.7418e-05,3.7418e-05,19,1,19,19,19,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
5,80,7,1,7,7,7,3.2739e-05,1,3.2739e-05,3.2739e-05,3.2739e-05,17,1,17,17,17,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
5,80,8,1,8,8,8,3.481e-05,1,3.481e-05,3.481e-05,3.481e-05,18,1,18,18,18,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
5,80,6,1,6,6,6,3.1617e-05,1,3.1617e-05,3.1617e-05,3.1617e-05,16,1,16,16,16,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
5,80,8,1,8,8,8,3.5125e-05,1,3.5125e-05,3.5125e-05,3.5125e-05,16,1,16,16,16,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
5,80,7,1,7,7,7,3.2457e-05,1,3.2457e-05,3.2457e-05,3.2457e-05,16,1,16,16,16,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
5,80,6,1,6,6,6,3.3402e-05,1,3.3402e-05,3.3402e-05,3.3402e-05,13,1,13,13,13,2,1,2,2,2,2,1,2,2,2,0,1,0,0,0
5,80,8,1,8,8,8,3.5204e-05,1,3.5204e-05,3.5204e-05,3.5204e-05,16,1,16,16,16,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
