n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
15,70,77,1,77,77,77,0.00291706,1,0.00291706,0.00291706,0.00291706,225,1,225,225,225,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
15,70,75,1,75,75,75,0.00054254,1,0.00054254,0.00054254,0.00054254,215,1,215,215,215,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
15,70,72,1,72,72,72,0.00156006,1,0.00156006,0.00156006,0.00156006,228,1,228,228,228,7,1,7,7,7,6,1,6,6,6,1,1,1,1,1
15,70,83,1,83,83,83,0.00963422,1,0.00963422,0.00963422,0.00963422,267,1,267,267,267,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,70,80,1,80,80,80,0.000555605,1,0.000555605,0.000555605,0.000555605,212,1,212,212,212,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
15,70,67,1,67,67,67,0.000429747,1,0.000429747,0.000429747,0.000429747,207,1,207,207,207,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
15,70,74,1,74,74,74,0.000469048,1,0.000469048,0.000469048,0.000469048,182,1,182,182,182,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
15,70,71,1,71,71,71,0.00147251,1,0.00147251,0.00147251,0.00147251,240,1,240,240,240,7,1,7,7,7,6,1,6,6,6,1,1,1,1,1
15,70,76,1,76,76,76,0.000627198,1,0.000627198,0.000627198,0.000627198,254,1,254,254,254,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
15,70,67,1,67,67,67,0.00314306,1,0.00314306,0.00314306,0.00314306,223,1,223,223,223,6,1,6,6,6,5,1,5,5,5,1,1,1,1,1
