n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
10,90,41,1,41,41,41,0.000341772,1,0.000341772,0.000341772,0.000341772,142,1,142,142,142,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
10,90,41,1,41,41,41,0.000306338,1,0.000306338,0.000306338,0.000306338,146,1,146,146,146,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
10,90,43,1,43,43,43,0.000461326,1,0.000461326,0.000461326,0.000461326,179,1,179,179,179,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
10,90,39,1,39,39,39,0.000379084,1,0.000379084,0.000379084,0.000379084,143,1,143,143,143,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
10,90,38,1,38,38,38,0.000383842,1,0.000383842,0.000383842,0.000383842,137,1,137,137,137,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
10,90,41,1,41,41,41,0.000508289,1,0.000508289,0.000508289,0.000508289,176,1,176,176,176,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
10,90,40,1,40,40,40,0.000211337,1,0.000211337,0.000211337,0.000211337,116,1,116,116,116,6,1,6,6,6,6,1,6,6,6,0,1,0,0,0
10,90,40,1,40,40,40,0.000341748,1,0.000341748,0.000341748,0.000341748,141,1,141,141,141,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
10,90,43,1,43,43,43,0.000448802,1,0.000448802,0.000448802,0.000448802,178,1,178,178,178,8,1,8,8,8,8,1,8,8,8,0,1,0,0,0
10,90,41,1,41,41,41,0.0003416,1,0.0003416,0.0003416,0.0003416,144,1,144,144,144,7,1,7,7,7,7,1,7,7,7,0,1,0,0,0
