n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
20,80,157,1,157,157,157,0.0163414,1,0.0163414,0.0163414,0.0163414,514,1,514,514,514,11,1,11,11,11,10,1,10,10,10,1,1,1,1,1
20,80,150,1,150,150,150,0.0070052,1,0.0070052,0.0070052,0.0070052,451,1,451,451,451,10,1,10,10,10,9,1,9,9,9,1,1,1,1,1
20,80,156,1,156,156,156,0.00355671,1,0.00355671,0.00355671,0.00355671,508,1,508,508,508,11,1,11,11,11,10,1,10,10,10,1,1,1,1,1
20,80,155,1,155,155,155,0.00537509,1,0.00537509,0.00537509,0.00537509,506,1,506,506,506,11,1,11,11,11,10,1,10,10,10,1,1,1,1,1
20,80,143,1,143,143,143,0.00105,1,0.00105,0.00105,0.00105,409,1,409,409,409,9,1,9,9,9,9,1,9,9,9,0,1,0,0,0
20,80,150,1,150,150,150,0.00674416,1,0.00674416,0.00674416,0.00674416,517,1,517,517,517,11,1,11,11,11,9,1,9,9,9,2,1,2,2,2
20,80,156,1,156,156,156,0.0046814,1,0.0046814,0.0046814,0.0046814,510,1,510,510,510,11,1,11,11,11,11,1,11,11,11,0,1,0,0,0
20,80,149,1,149,149,149,0.00602172,1,0.00602172,0.00602172,0.00602172,513,1,513,513,513,11,1,11,11,11,9,1,9,9,9,2,1,2,2,2
20,80,149,1,149,149,149,0.00992249,1,0.00992249,0.00992249,0.00992249,453,1,453,453,453,10,1,10,10,10,10,1,10,10,10,0,1,0,0,0
20,80,156,1,156,156,156,0.00421647,1,0.00421647,0.00421647,0.00421647,500,1,500,500,500,11,1,11,11,11,10,1,10,10,10,1,1,1,1,1
