n,p,m_total,m_count,m_mean,m_min,m_max,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
10,10,47,10,4.7,3,7,0.000795418,10,7.95418e-05,7.1919e-05,9.7323e-05,487,10,48.7,48,50,20,10,2,2,2,20,10,2,2,2,0,10,0,0,0
10,20,80,10,8,5,12,0.000988889,10,9.88889e-05,7.727e-05,0.000182395,511,10,51.1,49,55,25,10,2.5,2,3,25,10,2.5,2,3,0,10,0,0,0
10,30,121,10,12.1,9,17,0.00094937,10,9.4937e-05,8.6972e-05,0.00011207,531,10,53.1,50,56,28,10,2.8,2,3,28,10,2.8,2,3,0,10,0,0,0
10,40,187,10,18.7,15,23,0.00166876,10,0.000166876,0.000103816,0.000366453,564,10,56.4,52,61,36,10,3.6,3,5,36,10,3.6,3,5,0,10,0,0,0
10,50,228,10,22.8,15,27,0.00126626,10,0.000126626,9.7242e-05,0.000156065,589,10,58.9,56,62,40,10,4,3,5,40,10,4,3,5,0,10,0,0,0
10,60,254,10,25.4,23,28,0.00346481,10,0.000346481,0.000125475,0.00228376,613,10,61.3,57,68,44,10,4.4,4,5,44,10,4.4,4,5,0,10,0,0,0
10,70,311,10,31.1,27,36,0.00440056,10,0.000440056,0.000126283,0.00263846,648,10,64.8,61,74,51,10,5.1,4,7,49,10,4.9,4,7,2,10,0.2,0,1
10,80,357,10,35.7,30,40,0.00167222,10,0.000167222,0.000128346,0.000215456,706,10,70.6,66,76,60,10,6,5,7,60,10,6,5,7,0,10,0,0,0
10,90,403,10,40.3,37,43,0.00163752,10,0.000163752,0.000154329,0.000197936,805,10,80.5,70,88,74,10,7.4,6,9,74,10,7.4,6,9,0,10,0,0,0
