n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,found_total,found_count,found_mean,found_min,found_max,actual_total,actual_count,actual_mean,actual_min,actual_max,differ_total,differ_count,differ_mean,differ_min,differ_max
10,50,0.000183365,1,0.000183365,0.000183365,0.000183365,91,1,91,91,91,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
10,50,0.000167358,1,0.000167358,0.000167358,0.000167358,85,1,85,85,85,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,50,0.000138383,1,0.000138383,0.000138383,0.000138383,81,1,81,81,81,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,50,0.000135661,1,0.000135661,0.000135661,0.000135661,84,1,84,84,84,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
10,50,0.000124311,1,0.000124311,0.000124311,0.000124311,72,1,72,72,72,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
10,50,0.000147559,1,0.000147559,0.000147559,0.000147559,77,1,77,77,77,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,50,0.000166557,1,0.000166557,0.000166557,0.000166557,78,1,78,78,78,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
10,50,0.000337316,1,0.000337316,0.000337316,0.000337316,94,1,94,94,94,5,1,5,5,5,4,1,4,4,4,1,1,1,1,1
10,50,0.000144742,1,0.000144742,0.000144742,0.000144742,79,1,79,79,79,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,50,0.000369232,1,0.000369232,0.000369232,0.000369232,73,1,73,73,73,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
10,50,0.000351927,1,0.000351927,0.000351927,0.000351927,77,1,77,77,77,4,1,4,4,4,3,1,3,3,3,1,1,1,1,1
10,50,9.4157e-05,1,9.4157e-05,9.4157e-05,9.4157e-05,58,1,58,58,58,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
10,50,0.000151334,1,0.000151334,0.000151334,0.000151334,84,1,84,84,84,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
10,50,0.000312265,1,0.000312265,0.000312265,0.000312265,96,1,96,96,96,5,1,5,5,5,4,1,4,4,4,1,1,1,1,1
10,50,0.000156072,1,0.000156072,0.000156072,0.000156072,92,1,92,92,92,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
10,50,8.4002e-05,1,8.4002e-05,8.4002e-05,8.4002e-05,55,1,55,55,55,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
10,50,0.000101097,1,0.000101097,0.000101097,0.000101097,60,1,60,60,60,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
10,50,0.000114427,1,0.000114427,0.000114427,0.000114427,71,1,71,71,71,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
10,50,0.000139361,1,0.000139361,0.000139361,0.000139361,73,1,73,73,73,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
10,50,8.8326e-05,1,8.8326e-05,8.8326e-05,8.8326e-05,59,1,59,59,59,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
10,50,0.00010318,1,0.00010318,0.00010318,0.00010318,60,1,60,60,60,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
10,50,0.00019072,1,0.00019072,0.00019072,0.00019072,96,1,96,96,96,5,1,5,5,5,5,1,5,5,5,0,1,0,0,0
10,50,7.562e-05,1,7.562e-05,7.562e-05,7.562e-05,54,1,54,54,54,3,1,3,3,3,3,1,3,3,3,0,1,0,0,0
10,50,0.000168065,1,0.000168065,0.000168065,0.000168065,78,1,78,78,78,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
10,50,0.000118174,1,0.000118174,0.000118174,0.000118174,71,1,71,71,71,4,1,4,4,4,4,1,4,4,4,0,1,0,0,0
