n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max
30,70,6.8688e-05,1,6.8688e-05,6.8688e-05,6.8688e-05,603,1,603,603,603,12,1,12,12,12
30,70,6.7856e-05,1,6.7856e-05,6.7856e-05,6.7856e-05,576,1,576,576,576,11,1,11,11,11
30,70,6.9797e-05,1,6.9797e-05,6.9797e-05,6.9797e-05,598,1,598,598,598,12,1,12,12,12
30,70,6.9958e-05,1,6.9958e-05,6.9958e-05,6.9958e-05,588,1,588,588,588,12,1,12,12,12
30,70,6.8062e-05,1,6.8062e-05,6.8062e-05,6.8062e-05,588,1,588,588,588,11,1,11,11,11
30,70,7.0551e-05,1,7.0551e-05,7.0551e-05,7.0551e-05,582,1,582,582,582,10,1,10,10,10
30,70,6.9837e-05,1,6.9837e-05,6.9837e-05,6.9837e-05,588,1,588,588,588,11,1,11,11,11
30,70,7.0559e-05,1,7.0559e-05,7.0559e-05,7.0559e-05,563,1,563,563,563,11,1,11,11,11
30,70,7.2863e-05,1,7.2863e-05,7.2863e-05,7.2863e-05,571,1,571,571,571,10,1,10,10,10
30,70,6.7835e-05,1,6.7835e-05,6.7835e-05,6.7835e-05,596,1,596,596,596,13,1,13,13,13
30,70,6.9538e-05,1,6.9538e-05,6.9538e-05,6.9538e-05,603,1,603,603,603,13,1,13,13,13
30,70,6.9818e-05,1,6.9818e-05,6.9818e-05,6.9818e-05,586,1,586,586,586,11,1,11,11,11
30,70,6.9948e-05,1,6.9948e-05,6.9948e-05,6.9948e-05,586,1,586,586,586,11,1,11,11,11
30,70,6.8069e-05,1,6.8069e-05,6.8069e-05,6.8069e-05,590,1,590,590,590,12,1,12,12,12
30,70,6.9039e-05,1,6.9039e-05,6.9039e-05,6.9039e-05,587,1,587,587,587,11,1,11,11,11
30,70,6.9048e-05,1,6.9048e-05,6.9048e-05,6.9048e-05,572,1,572,572,572,11,1,11,11,11
30,70,7.0376e-05,1,7.0376e-05,7.0376e-05,7.0376e-05,606,1,606,606,606,12,1,12,12,12
30,70,6.8125e-05,1,6.8125e-05,6.8125e-05,6.8125e-05,569,1,569,569,569,10,1,10,10,10
30,70,7.1883e-05,1,7.1883e-05,7.1883e-05,7.1883e-05,570,1,570,570,570,11,1,11,11,11
30,70,8.7385e-05,1,8.7385e-05,8.7385e-05,8.7385e-05,594,1,594,594,594,11,1,11,11,11
30,70,6.8963e-05,1,6.8963e-05,6.8963e-05,6.8963e-05,575,1,575,575,575,10,1,10,10,10
30,70,7.0745e-05,1,7.0745e-05,7.0745e-05,7.0745e-05,578,1,578,578,578,11,1,11,11,11
30,70,6.8414e-05,1,6.8414e-05,6.8414e-05,6.8414e-05,573,1,573,573,573,11,1,11,11,11
30,70,6.8051e-05,1,6.8051e-05,6.8051e-05,6.8051e-05,561,1,561,561,561,10,1,10,10,10
30,70,6.8318e-05,1,6.8318e-05,6.8318e-05,6.8318e-05,578,1,578,578,578,11,1,11,11,11
30,70,6.8832e-05,1,6.8832e-05,6.8832e-05,6.8832e-05,583,1,583,583,583,11,1,11,11,11
30,70,6.8959e-05,1,6.8959e-05,6.8959e-05,6.8959e-05,591,1,591,591,591,11,1,11,11,11
30,70,6.9145e-05,1,6.9145e-05,6.9145e-05,6.9145e-05,582,1,582,582,582,11,1,11,11,11
30,70,6.8933e-05,1,6.8933e-05,6.8933e-05,6.8933e-05,577,1,577,577,577,11,1,11,11,11
30,70,6.9742e-05,1,6.9742e-05,6.9742e-05,6.9742e-05,583,1,583,583,583,11,1,11,11,11
30,70,6.8376e-05,1,6.8376e-05,6.8376e-05,6.8376e-05,601,1,601,601,601,12,1,12,12,12
30,70,6.9188e-05,1,6.9188e-05,6.9188e-05,6.9188e-05,570,1,570,570,570,12,1,12,12,12
30,70,7.1611e-05,1,7.1611e-05,7.1611e-05,7.1611e-05,573,1,573,573,573,11,1,11,11,11
30,70,7.058e-05,1,7.058e-05,7.058e-05,7.058e-05,558,1,558,558,558,10,1,10,10,10
30,70,7.3433e-05,1,7.3433e-05,7.3433e-05,7.3433e-05,569,1,569,569,569,11,1,11,11,11
30,70,6.7618e-05,1,6.7618e-05,6.7618e-05,6.7618e-05,583,1,583,583,583,11,1,11,11,11
30,70,6.7448e-05,1,6.7448e-05,6.7448e-05,6.7448e-05,586,1,586,586,586,11,1,11,11,11
30,70,6.7674e-05,1,6.7674e-05,6.7674e-05,6.7674e-05,552,1,552,552,552,11,1,11,11,11
30,70,6.8635e-05,1,6.8635e-05,6.8635e-05,6.8635e-05,572,1,572,572,572,11,1,11,11,11
30,70,6.9727e-05,1,6.9727e-05,6.9727e-05,6.9727e-05,589,1,589,589,589,12,1,12,12,12
30,70,6.9505e-05,1,6.9505e-05,6.9505e-05,6.9505e-05,573,1,573,573,573,10,1,10,10,10
