n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max
49,80,0.000174653,1,0.000174653,0.000174653,0.000174653,1611,1,1611,1611,1611,19,1,19,19,19
49,80,0.000155194,1,0.000155194,0.000155194,0.000155194,1566,1,1566,1566,1566,18,1,18,18,18
49,80,0.000187483,1,0.000187483,0.000187483,0.000187483,1630,1,1630,1630,1630,20,1,20,20,20
49,80,0.000180243,1,0.000180243,0.000180243,0.000180243,1658,1,1658,1658,1658,21,1,21,21,21
49,80,0.000156625,1,0.000156625,0.000156625,0.000156625,1611,1,1611,1611,1611,20,1,20,20,20
49,80,0.000155843,1,0.000155843,0.000155843,0.000155843,1631,1,1631,1631,1631,20,1,20,20,20
49,80,0.000158731,1,0.000158731,0.000158731,0.000158731,1673,1,1673,1673,1673,22,1,22,22,22
49,80,0.000153716,1,0.000153716,0.000153716,0.000153716,1559,1,1559,1559,1559,19,1,19,19,19
49,80,0.000174856,1,0.000174856,0.000174856,0.000174856,1648,1,1648,1648,1648,21,1,21,21,21
49,80,0.000158585,1,0.000158585,0.000158585,0.000158585,1622,1,1622,1622,1622,19,1,19,19,19
49,80,0.000156309,1,0.000156309,0.000156309,0.000156309,1631,1,1631,1631,1631,21,1,21,21,21
49,80,0.000153003,1,0.000153003,0.000153003,0.000153003,1594,1,1594,1594,1594,19,1,19,19,19
49,80,0.000157483,1,0.000157483,0.000157483,0.000157483,1602,1,1602,1602,1602,20,1,20,20,20
49,80,0.000157093,1,0.000157093,0.000157093,0.000157093,1606,1,1606,1606,1606,20,1,20,20,20
49,80,0.00015909,1,0.00015909,0.00015909,0.00015909,1588,1,1588,1588,1588,19,1,19,19,19
49,80,0.000161135,1,0.000161135,0.000161135,0.000161135,1630,1,1630,1630,1630,20,1,20,20,20
49,80,0.000159821,1,0.000159821,0.000159821,0.000159821,1592,1,1592,1592,1592,19,1,19,19,19
49,80,0.000162021,1,0.000162021,0.000162021,0.000162021,1640,1,1640,1640,1640,21,1,21,21,21
49,80,0.000161698,1,0.000161698,0.000161698,0.000161698,1608,1,1608,1608,1608,20,1,20,20,20
49,80,0.000159445,1,0.000159445,0.000159445,0.000159445,1585,1,1585,1585,1585,19,1,19,19,19
49,80,0.000160397,1,0.000160397,0.000160397,0.000160397,1637,1,1637,1637,1637,20,1,20,20,20
49,80,0.000157283,1,0.000157283,0.000157283,0.000157283,1554,1,1554,1554,1554,18,1,18,18,18
49,80,0.00016163,1,0.00016163,0.00016163,0.00016163,1622,1,1622,1622,1622,20,1,20,20,20
49,80,0.000157795,1,0.000157795,0.000157795,0.000157795,1618,1,1618,1618,1618,20,1,20,20,20
49,80,0.000157402,1,0.000157402,0.000157402,0.000157402,1597,1,1597,1597,1597,19,1,19,19,19
49,80,0.000163592,1,0.000163592,0.000163592,0.000163592,1612,1,1612,1612,1612,19,1,19,19,19
49,80,0.000156795,1,0.000156795,0.000156795,0.000156795,1613,1,1613,1613,1613,20,1,20,20,20
49,80,0.000183359,1,0.000183359,0.000183359,0.000183359,1595,1,1595,1595,1595,19,1,19,19,19
49,80,0.000177929,1,0.000177929,0.000177929,0.000177929,1629,1,1629,1629,1629,21,1,21,21,21
49,80,0.000155909,1,0.000155909,0.000155909,0.000155909,1614,1,1614,1614,1614,20,1,20,20,20
49,80,0.00015505,1,0.00015505,0.00015505,0.00015505,1626,1,1626,1626,1626,20,1,20,20,20
49,80,0.000175756,1,0.000175756,0.000175756,0.000175756,1619,1,1619,1619,1619,20,1,20,20,20
49,80,0.000156731,1,0.000156731,0.000156731,0.000156731,1615,1,1615,1615,1615,19,1,19,19,19
49,80,0.000155959,1,0.000155959,0.000155959,0.000155959,1588,1,1588,1588,1588,18,1,18,18,18
49,80,0.000156669,1,0.000156669,0.000156669,0.000156669,1576,1,1576,1576,1576,19,1,19,19,19
49,80,0.000179828,1,0.000179828,0.000179828,0.000179828,1573,1,1573,1573,1573,19,1,19,19,19
49,80,0.000154994,1,0.000154994,0.000154994,0.000154994,1570,1,1570,1570,1570,19,1,19,19,19
49,80,0.000173946,1,0.000173946,0.000173946,0.000173946,1592,1,1592,1592,1592,18,1,18,18,18
49,80,0.00015498,1,0.00015498,0.00015498,0.00015498,1607,1,1607,1607,1607,20,1,20,20,20
49,80,0.000156578,1,0.000156578,0.000156578,0.000156578,1601,1,1601,1601,1601,19,1,19,19,19
49,80,0.00015728,1,0.00015728,0.00015728,0.00015728,1681,1,1681,1681,1681,21,1,21,21,21
49,80,0.000155011,1,0.000155011,0.000155011,0.000155011,1610,1,1610,1610,1610,20,1,20,20,20
49,80,0.000177574,1,0.000177574,0.000177574,0.000177574,1657,1,1657,1657,1657,21,1,21,21,21
49,80,0.000156863,1,0.000156863,0.000156863,0.000156863,1614,1,1614,1614,1614,19,1,19,19,19
49,80,0.000155955,1,0.000155955,0.000155955,0.000155955,1608,1,1608,1608,1608,19,1,19,19,19
49,80,0.000184801,1,0.000184801,0.000184801,0.000184801,1630,1,1630,1630,1630,20,1,20,20,20
49,80,0.000156263,1,0.000156263,0.000156263,0.000156263,1627,1,1627,1627,1627,21,1,21,21,21
49,80,0.000154424,1,0.000154424,0.000154424,0.000154424,1569,1,1569,1569,1569,19,1,19,19,19
49,80,0.000171728,1,0.000171728,0.000171728,0.000171728,1583,1,1583,1583,1583,19,1,19,19,19
49,80,0.000154005,1,0.000154005,0.000154005,0.000154005,1585,1,1585,1585,1585,19,1,19,19,19
49,80,0.00017204,1,0.00017204,0.00017204,0.00017204,1622,1,1622,1622,1622,20,1,20,20,20
49,80,0.000157179,1,0.000157179,0.000157179,0.000157179,1603,1,1603,1603,1603,19,1,19,19,19
49,80,0.000189002,1,0.000189002,0.000189002,0.000189002,1654,1,1654,1654,1654,21,1,21,21,21
49,80,0.000156383,1,0.000156383,0.000156383,0.000156383,1623,1,1623,1623,1623,20,1,20,20,20
49,80,0.000172185,1,0.000172185,0.000172185,0.000172185,1633,1,1633,1633,1633,21,1,21,21,21
49,80,0.000157859,1,0.000157859,0.000157859,0.000157859,1636,1,1636,1636,1636,20,1,20,20,20
49,80,0.00017453,1,0.00017453,0.00017453,0.00017453,1602,1,1602,1602,1602,19,1,19,19,19
49,80,0.000156442,1,0.000156442,0.000156442,0.000156442,1619,1,1619,1619,1619,20,1,20,20,20
49,80,0.000156536,1,0.000156536,0.000156536,0.000156536,1644,1,1644,1644,1644,21,1,21,21,21
49,80,0.000154694,1,0.000154694,0.000154694,0.000154694,1621,1,1621,1621,1621,20,1,20,20,20
49,80,0.000155161,1,0.000155161,0.000155161,0.000155161,1597,1,1597,1597,1597,19,1,19,19,19
49,80,0.000177359,1,0.000177359,0.000177359,0.000177359,1640,1,1640,1640,1640,20,1,20,20,20
49,80,0.000156134,1,0.000156134,0.000156134,0.000156134,1576,1,1576,1576,1576,19,1,19,19,19
49,80,0.00015677,1,0.00015677,0.00015677,0.00015677,1629,1,1629,1629,1629,20,1,20,20,20
49,80,0.000163677,1,0.000163677,0.000163677,0.000163677,1634,1,1634,1634,1634,20,1,20,20,20
49,80,0.000156781,1,0.000156781,0.000156781,0.000156781,1635,1,1635,1635,1635,20,1,20,20,20
