n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max
14,90,2.0386e-05,1,2.0386e-05,2.0386e-05,2.0386e-05,173,1,173,173,173,11,1,11,11,11
14,90,2.154e-05,1,2.154e-05,2.154e-05,2.154e-05,171,1,171,171,171,11,1,11,11,11
14,90,1.9668e-05,1,1.9668e-05,1.9668e-05,1.9668e-05,159,1,159,159,159,10,1,10,10,10
14,90,1.9846e-05,1,1.9846e-05,1.9846e-05,1.9846e-05,141,1,141,141,141,8,1,8,8,8
14,90,2.1649e-05,1,2.1649e-05,2.1649e-05,2.1649e-05,170,1,170,170,170,11,1,11,11,11
14,90,2.0022e-05,1,2.0022e-05,2.0022e-05,2.0022e-05,150,1,150,150,150,9,1,9,9,9
14,90,2.0405e-05,1,2.0405e-05,2.0405e-05,2.0405e-05,153,1,153,153,153,9,1,9,9,9
14,90,2.0568e-05,1,2.0568e-05,2.0568e-05,2.0568e-05,165,1,165,165,165,10,1,10,10,10
14,90,2.0319e-05,1,2.0319e-05,2.0319e-05,2.0319e-05,153,1,153,153,153,9,1,9,9,9
14,90,2.023e-05,1,2.023e-05,2.023e-05,2.023e-05,147,1,147,147,147,9,1,9,9,9
14,90,2.0262e-05,1,2.0262e-05,2.0262e-05,2.0262e-05,157,1,157,157,157,10,1,10,10,10
14,90,1.9071e-05,1,1.9071e-05,1.9071e-05,1.9071e-05,137,1,137,137,137,8,1,8,8,8
14,90,2.0746e-05,1,2.0746e-05,2.0746e-05,2.0746e-05,158,1,158,158,158,10,1,10,10,10
14,90,2.0447e-05,1,2.0447e-05,2.0447e-05,2.0447e-05,157,1,157,157,157,9,1,9,9,9
14,90,1.9964e-05,1,1.9964e-05,1.9964e-05,1.9964e-05,157,1,157,157,157,9,1,9,9,9
14,90,1.9897e-05,1,1.9897e-05,1.9897e-05,1.9897e-05,159,1,159,159,159,11,1,11,11,11
14,90,2.0196e-05,1,2.0196e-05,2.0196e-05,2.0196e-05,157,1,157,157,157,10,1,10,10,10
14,90,2.0655e-05,1,2.0655e-05,2.0655e-05,2.0655e-05,160,1,160,160,160,10,1,10,10,10
14,90,1.9146e-05,1,1.9146e-05,1.9146e-05,1.9146e-05,137,1,137,137,137,7,1,7,7,7
14,90,2.0706e-05,1,2.0706e-05,2.0706e-05,2.0706e-05,155,1,155,155,155,10,1,10,10,10
14,90,1.9689e-05,1,1.9689e-05,1.9689e-05,1.9689e-05,153,1,153,153,153,9,1,9,9,9
14,90,2.1023e-05,1,2.1023e-05,2.1023e-05,2.1023e-05,162,1,162,162,162,10,1,10,10,10
14,90,2.0918e-05,1,2.0918e-05,2.0918e-05,2.0918e-05,157,1,157,157,157,9,1,9,9,9
14,90,2.16e-05,1,2.16e-05,2.16e-05,2.16e-05,166,1,166,166,166,10,1,10,10,10
14,90,1.9571e-05,1,1.9571e-05,1.9571e-05,1.9571e-05,139,1,139,139,139,7,1,7,7,7
14,90,2.1485e-05,1,2.1485e-05,2.1485e-05,2.1485e-05,166,1,166,166,166,10,1,10,10,10
14,90,2.1087e-05,1,2.1087e-05,2.1087e-05,2.1087e-05,151,1,151,151,151,9,1,9,9,9
14,90,2.0256e-05,1,2.0256e-05,2.0256e-05,2.0256e-05,168,1,168,168,168,11,1,11,11,11
14,90,2.0984e-05,1,2.0984e-05,2.0984e-05,2.0984e-05,159,1,159,159,159,10,1,10,10,10
14,90,2.1036e-05,1,2.1036e-05,2.1036e-05,2.1036e-05,158,1,158,158,158,9,1,9,9,9
14,90,2.1485e-05,1,2.1485e-05,2.1485e-05,2.1485e-05,165,1,165,165,165,11,1,11,11,11
14,90,2.2e-05,1,2.2e-05,2.2e-05,2.2e-05,155,1,155,155,155,9,1,9,9,9
14,90,2.0748e-05,1,2.0748e-05,2.0748e-05,2.0748e-05,147,1,147,147,147,9,1,9,9,9
14,90,2.2009e-05,1,2.2009e-05,2.2009e-05,2.2009e-05,162,1,162,162,162,10,1,10,10,10
14,90,1.9783e-05,1,1.9783e-05,1.9783e-05,1.9783e-05,157,1,157,157,157,10,1,10,10,10
14,90,2.1429e-05,1,2.1429e-05,2.1429e-05,2.1429e-05,168,1,168,168,168,11,1,11,11,11
14,90,2.0708e-05,1,2.0708e-05,2.0708e-05,2.0708e-05,173,1,173,173,173,11,1,11,11,11
14,90,1.9696e-05,1,1.9696e-05,1.9696e-05,1.9696e-05,148,1,148,148,148,8,1,8,8,8
14,90,1.9906e-05,1,1.9906e-05,1.9906e-05,1.9906e-05,152,1,152,152,152,9,1,9,9,9
14,90,2.094e-05,1,2.094e-05,2.094e-05,2.094e-05,152,1,152,152,152,9,1,9,9,9
14,90,2.068e-05,1,2.068e-05,2.068e-05,2.068e-05,151,1,151,151,151,9,1,9,9,9
14,90,2.0691e-05,1,2.0691e-05,2.0691e-05,2.0691e-05,161,1,161,161,161,10,1,10,10,10
14,90,2.116e-05,1,2.116e-05,2.116e-05,2.116e-05,166,1,166,166,166,10,1,10,10,10
14,90,2.0619e-05,1,2.0619e-05,2.0619e-05,2.0619e-05,157,1,157,157,157,9,1,9,9,9
14,90,2.0936e-05,1,2.0936e-05,2.0936e-05,2.0936e-05,157,1,157,157,157,9,1,9,9,9
14,90,2.0511e-05,1,2.0511e-05,2.0511e-05,2.0511e-05,152,1,152,152,152,9,1,9,9,9
14,90,2.1013e-05,1,2.1013e-05,2.1013e-05,2.1013e-05,152,1,152,152,152,9,1,9,9,9
14,90,2.0296e-05,1,2.0296e-05,2.0296e-05,2.0296e-05,147,1,147,147,147,9,1,9,9,9
14,90,2.0177e-05,1,2.0177e-05,2.0177e-05,2.0177e-05,157,1,157,157,157,9,1,9,9,9
14,90,1.9343e-05,1,1.9343e-05,1.9343e-05,1.9343e-05,141,1,141,141,141,8,1,8,8,8
14,90,1.9967e-05,1,1.9967e-05,1.9967e-05,1.9967e-05,157,1,157,157,157,10,1,10,10,10
