n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max
27,80,6.0652e-05,1,6.0652e-05,6.0652e-05,6.0652e-05,506,1,506,506,506,12,1,12,12,12
27,80,5.8153e-05,1,5.8153e-05,5.8153e-05,5.8153e-05,501,1,501,501,501,12,1,12,12,12
27,80,5.8384e-05,1,5.8384e-05,5.8384e-05,5.8384e-05,494,1,494,494,494,12,1,12,12,12
27,80,5.8074e-05,1,5.8074e-05,5.8074e-05,5.8074e-05,511,1,511,511,511,13,1,13,13,13
27,80,6.0447e-05,1,6.0447e-05,6.0447e-05,6.0447e-05,481,1,481,481,481,10,1,10,10,10
27,80,6.1657e-05,1,6.1657e-05,6.1657e-05,6.1657e-05,505,1,505,505,505,13,1,13,13,13
27,80,5.8012e-05,1,5.8012e-05,5.8012e-05,5.8012e-05,508,1,508,508,508,13,1,13,13,13
27,80,5.886e-05,1,5.886e-05,5.886e-05,5.886e-05,505,1,505,505,505,12,1,12,12,12
27,80,5.981e-05,1,5.981e-05,5.981e-05,5.981e-05,519,1,519,519,519,14,1,14,14,14
27,80,5.8711e-05,1,5.8711e-05,5.8711e-05,5.8711e-05,520,1,520,520,520,14,1,14,14,14
27,80,5.9622e-05,1,5.9622e-05,5.9622e-05,5.9622e-05,505,1,505,505,505,13,1,13,13,13
27,80,7.6969e-05,1,7.6969e-05,7.6969e-05,7.6969e-05,527,1,527,527,527,14,1,14,14,14
27,80,6.0035e-05,1,6.0035e-05,6.0035e-05,6.0035e-05,501,1,501,501,501,13,1,13,13,13
27,80,6.1409e-05,1,6.1409e-05,6.1409e-05,6.1409e-05,486,1,486,486,486,11,1,11,11,11
27,80,6.2002e-05,1,6.2002e-05,6.2002e-05,6.2002e-05,515,1,515,515,515,14,1,14,14,14
27,80,5.865e-05,1,5.865e-05,5.865e-05,5.865e-05,507,1,507,507,507,13,1,13,13,13
27,80,5.9509e-05,1,5.9509e-05,5.9509e-05,5.9509e-05,518,1,518,518,518,14,1,14,14,14
27,80,5.8979e-05,1,5.8979e-05,5.8979e-05,5.8979e-05,519,1,519,519,519,14,1,14,14,14
27,80,5.7765e-05,1,5.7765e-05,5.7765e-05,5.7765e-05,473,1,473,473,473,11,1,11,11,11
27,80,5.73e-05,1,5.73e-05,5.73e-05,5.73e-05,515,1,515,515,515,13,1,13,13,13
27,80,5.8469e-05,1,5.8469e-05,5.8469e-05,5.8469e-05,500,1,500,500,500,12,1,12,12,12
27,80,6.1746e-05,1,6.1746e-05,6.1746e-05,6.1746e-05,501,1,501,501,501,13,1,13,13,13
27,80,7.052e-05,1,7.052e-05,7.052e-05,7.052e-05,520,1,520,520,520,14,1,14,14,14
27,80,6.1496e-05,1,6.1496e-05,6.1496e-05,6.1496e-05,487,1,487,487,487,11,1,11,11,11
27,80,5.8433e-05,1,5.8433e-05,5.8433e-05,5.8433e-05,498,1,498,498,498,12,1,12,12,12
27,80,5.8452e-05,1,5.8452e-05,5.8452e-05,5.8452e-05,498,1,498,498,498,13,1,13,13,13
27,80,5.8437e-05,1,5.8437e-05,5.8437e-05,5.8437e-05,507,1,507,507,507,12,1,12,12,12
27,80,5.8732e-05,1,5.8732e-05,5.8732e-05,5.8732e-05,477,1,477,477,477,12,1,12,12,12
27,80,5.7233e-05,1,5.7233e-05,5.7233e-05,5.7233e-05,488,1,488,488,488,12,1,12,12,12
27,80,5.6838e-05,1,5.6838e-05,5.6838e-05,5.6838e-05,507,1,507,507,507,13,1,13,13,13
27,80,5.8945e-05,1,5.8945e-05,5.8945e-05,5.8945e-05,480,1,480,480,480,12,1,12,12,12
27,80,5.8691e-05,1,5.8691e-05,5.8691e-05,5.8691e-05,497,1,497,497,497,12,1,12,12,12
27,80,5.8963e-05,1,5.8963e-05,5.8963e-05,5.8963e-05,502,1,502,502,502,12,1,12,12,12
27,80,5.8268e-05,1,5.8268e-05,5.8268e-05,5.8268e-05,496,1,496,496,496,13,1,13,13,13
27,80,5.8152e-05,1,5.8152e-05,5.8152e-05,5.8152e-05,495,1,495,495,495,12,1,12,12,12
