n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max
24,60,4.8698e-05,1,4.8698e-05,4.8698e-05,4.8698e-05,365,1,365,365,365,9,1,9,9,9
24,60,4.6978e-05,1,4.6978e-05,4.6978e-05,4.6978e-05,349,1,349,349,349,7,1,7,7,7
24,60,4.7307e-05,1,4.7307e-05,4.7307e-05,4.7307e-05,361,1,361,361,361,9,1,9,9,9
24,60,4.6161e-05,1,4.6161e-05,4.6161e-05,4.6161e-05,357,1,357,357,357,8,1,8,8,8
24,60,4.6328e-05,1,4.6328e-05,4.6328e-05,4.6328e-05,349,1,349,349,349,8,1,8,8,8
24,60,4.6459e-05,1,4.6459e-05,4.6459e-05,4.6459e-05,358,1,358,358,358,9,1,9,9,9
24,60,4.6482e-05,1,4.6482e-05,4.6482e-05,4.6482e-05,344,1,344,344,344,7,1,7,7,7
24,60,4.948e-05,1,4.948e-05,4.948e-05,4.948e-05,366,1,366,366,366,9,1,9,9,9
24,60,4.9426e-05,1,4.9426e-05,4.9426e-05,4.9426e-05,360,1,360,360,360,9,1,9,9,9
24,60,6.472e-05,1,6.472e-05,6.472e-05,6.472e-05,360,1,360,360,360,10,1,10,10,10
24,60,4.6757e-05,1,4.6757e-05,4.6757e-05,4.6757e-05,360,1,360,360,360,8,1,8,8,8
24,60,4.688e-05,1,4.688e-05,4.688e-05,4.688e-05,356,1,356,356,356,8,1,8,8,8
24,60,4.7268e-05,1,4.7268e-05,4.7268e-05,4.7268e-05,359,1,359,359,359,9,1,9,9,9
24,60,4.5278e-05,1,4.5278e-05,4.5278e-05,4.5278e-05,351,1,351,351,351,8,1,8,8,8
24,60,4.6656e-05,1,4.6656e-05,4.6656e-05,4.6656e-05,356,1,356,356,356,8,1,8,8,8
24,60,4.6506e-05,1,4.6506e-05,4.6506e-05,4.6506e-05,350,1,350,350,350,8,1,8,8,8
24,60,4.6931e-05,1,4.6931e-05,4.6931e-05,4.6931e-05,353,1,353,353,353,8,1,8,8,8
24,60,4.5789e-05,1,4.5789e-05,4.5789e-05,4.5789e-05,350,1,350,350,350,8,1,8,8,8
24,60,4.6577e-05,1,4.6577e-05,4.6577e-05,4.6577e-05,368,1,368,368,368,9,1,9,9,9
