n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max
35,60,8.7968e-05,1,8.7968e-05,8.7968e-05,8.7968e-05,761,1,761,761,761,11,1,11,11,11
35,60,8.8844e-05,1,8.8844e-05,8.8844e-05,8.8844e-05,772,1,772,772,772,11,1,11,11,11
35,60,9.1781e-05,1,9.1781e-05,9.1781e-05,9.1781e-05,755,1,755,755,755,11,1,11,11,11
35,60,8.7742e-05,1,8.7742e-05,8.7742e-05,8.7742e-05,769,1,769,769,769,12,1,12,12,12
35,60,8.8544e-05,1,8.8544e-05,8.8544e-05,8.8544e-05,765,1,765,765,765,11,1,11,11,11
35,60,8.8113e-05,1,8.8113e-05,8.8113e-05,8.8113e-05,758,1,758,758,758,11,1,11,11,11
35,60,8.9924e-05,1,8.9924e-05,8.9924e-05,8.9924e-05,770,1,770,770,770,11,1,11,11,11
35,60,8.9494e-05,1,8.9494e-05,8.9494e-05,8.9494e-05,741,1,741,741,741,10,1,10,10,10
35,60,8.9198e-05,1,8.9198e-05,8.9198e-05,8.9198e-05,760,1,760,760,760,11,1,11,11,11
35,60,8.905e-05,1,8.905e-05,8.905e-05,8.905e-05,753,1,753,753,753,11,1,11,11,11
35,60,9.2009e-05,1,9.2009e-05,9.2009e-05,9.2009e-05,741,1,741,741,741,11,1,11,11,11
35,60,8.8899e-05,1,8.8899e-05,8.8899e-05,8.8899e-05,731,1,731,731,731,10,1,10,10,10
35,60,9.2178e-05,1,9.2178e-05,9.2178e-05,9.2178e-05,752,1,752,752,752,11,1,11,11,11
35,60,8.8227e-05,1,8.8227e-05,8.8227e-05,8.8227e-05,779,1,779,779,779,12,1,12,12,12
35,60,8.7055e-05,1,8.7055e-05,8.7055e-05,8.7055e-05,749,1,749,749,749,11,1,11,11,11
35,60,8.7669e-05,1,8.7669e-05,8.7669e-05,8.7669e-05,745,1,745,745,745,11,1,11,11,11
35,60,9.3148e-05,1,9.3148e-05,9.3148e-05,9.3148e-05,747,1,747,747,747,10,1,10,10,10
35,60,0.000108676,1,0.000108676,0.000108676,0.000108676,744,1,744,744,744,10,1,10,10,10
35,60,8.8695e-05,1,8.8695e-05,8.8695e-05,8.8695e-05,763,1,763,763,763,12,1,12,12,12
35,60,8.8659e-05,1,8.8659e-05,8.8659e-05,8.8659e-05,758,1,758,758,758,10,1,10,10,10
35,60,8.758e-05,1,8.758e-05,8.758e-05,8.758e-05,743,1,743,743,743,10,1,10,10,10
35,60,8.6686e-05,1,8.6686e-05,8.6686e-05,8.6686e-05,729,1,729,729,729,10,1,10,10,10
35,60,9.2818e-05,1,9.2818e-05,9.2818e-05,9.2818e-05,764,1,764,764,764,11,1,11,11,11
35,60,8.7167e-05,1,8.7167e-05,8.7167e-05,8.7167e-05,739,1,739,739,739,11,1,11,11,11
35,60,8.7884e-05,1,8.7884e-05,8.7884e-05,8.7884e-05,770,1,770,770,770,11,1,11,11,11
35,60,9.002e-05,1,9.002e-05,9.002e-05,9.002e-05,756,1,756,756,756,10,1,10,10,10
35,60,8.7667e-05,1,8.7667e-05,8.7667e-05,8.7667e-05,754,1,754,754,754,11,1,11,11,11
35,60,8.7987e-05,1,8.7987e-05,8.7987e-05,8.7987e-05,726,1,726,726,726,10,1,10,10,10
35,60,8.7239e-05,1,8.7239e-05,8.7239e-05,8.7239e-05,740,1,740,740,740,10,1,10,10,10
35,60,9.1887e-05,1,9.1887e-05,9.1887e-05,9.1887e-05,727,1,727,727,727,9,1,9,9,9
35,60,8.8185e-05,1,8.8185e-05,8.8185e-05,8.8185e-05,762,1,762,762,762,11,1,11,11,11
35,60,9.1282e-05,1,9.1282e-05,9.1282e-05,9.1282e-05,757,1,757,757,757,11,1,11,11,11
35,60,8.6614e-05,1,8.6614e-05,8.6614e-05,8.6614e-05,745,1,745,745,745,11,1,11,11,11
35,60,9.5967e-05,1,9.5967e-05,9.5967e-05,9.5967e-05,735,1,735,735,735,10,1,10,10,10
35,60,9.4302e-05,1,9.4302e-05,9.4302e-05,9.4302e-05,761,1,761,761,761,12,1,12,12,12
35,60,8.6067e-05,1,8.6067e-05,8.6067e-05,8.6067e-05,746,1,746,746,746,10,1,10,10,10
35,60,8.6912e-05,1,8.6912e-05,8.6912e-05,8.6912e-05,729,1,729,729,729,9,1,9,9,9
35,60,0.000107216,1,0.000107216,0.000107216,0.000107216,743,1,743,743,743,11,1,11,11,11
35,60,8.7626e-05,1,8.7626e-05,8.7626e-05,8.7626e-05,755,1,755,755,755,11,1,11,11,11
35,60,8.8383e-05,1,8.8383e-05,8.8383e-05,8.8383e-05,761,1,761,761,761,11,1,11,11,11
35,60,9.4725e-05,1,9.4725e-05,9.4725e-05,9.4725e-05,759,1,759,759,759,11,1,11,11,11
35,60,8.7144e-05,1,8.7144e-05,8.7144e-05,8.7144e-05,734,1,734,734,734,10,1,10,10,10
35,60,8.785e-05,1,8.785e-05,8.785e-05,8.785e-05,747,1,747,747,747,11,1,11,11,11
35,60,8.7835e-05,1,8.7835e-05,8.7835e-05,8.7835e-05,751,1,751,751,751,11,1,11,11,11
35,60,8.8446e-05,1,8.8446e-05,8.8446e-05,8.8446e-05,764,1,764,764,764,12,1,12,12,12
35,60,8.8791e-05,1,8.8791e-05,8.8791e-05,8.8791e-05,764,1,764,764,764,11,1,11,11,11
35,60,9.2283e-05,1,9.2283e-05,9.2283e-05,9.2283e-05,750,1,750,750,750,11,1,11,11,11
35,60,8.9651e-05,1,8.9651e-05,8.9651e-05,8.9651e-05,752,1,752,752,752,11,1,11,11,11
35,60,9.0289e-05,1,9.0289e-05,9.0289e-05,9.0289e-05,733,1,733,733,733,10,1,10,10,10
35,60,8.804e-05,1,8.804e-05,8.804e-05,8.804e-05,744,1,744,744,744,11,1,11,11,11
35,60,8.8698e-05,1,8.8698e-05,8.8698e-05,8.8698e-05,752,1,752,752,752,11,1,11,11,11
35,60,8.681e-05,1,8.681e-05,8.681e-05,8.681e-05,736,1,736,736,736,9,1,9,9,9
35,60,9.2991e-05,1,9.2991e-05,9.2991e-05,9.2991e-05,749,1,749,749,749,11,1,11,11,11
