n,p,time_total,time_count,time_mean,time_min,time_max,steps_total,steps_count,steps_mean,steps_min,steps_max,number_total,number_count,number_mean,number_min,number_max
31,90,7.8895e-05,1,7.8895e-05,7.8895e-05,7.8895e-05,690,1,690,690,690,16,1,16,16,16
31,90,7.4268e-05,1,7.4268e-05,7.4268e-05,7.4268e-05,711,1,711,711,711,17,1,17,17,17
31,90,7.9109e-05,1,7.9109e-05,7.9109e-05,7.9109e-05,686,1,686,686,686,16,1,16,16,16
31,90,7.5457e-05,1,7.5457e-05,7.5457e-05,7.5457e-05,710,1,710,710,710,17,1,17,17,17
31,90,7.6011e-05,1,7.6011e-05,7.6011e-05,7.6011e-05,743,1,743,743,743,18,1,18,18,18
31,90,7.7228e-05,1,7.7228e-05,7.7228e-05,7.7228e-05,738,1,738,738,738,18,1,18,18,18
31,90,7.6356e-05,1,7.6356e-05,7.6356e-05,7.6356e-05,716,1,716,716,716,16,1,16,16,16
31,90,7.5585e-05,1,7.5585e-05,7.5585e-05,7.5585e-05,719,1,719,719,719,16,1,16,16,16
31,90,7.4743e-05,1,7.4743e-05,7.4743e-05,7.4743e-05,713,1,713,713,713,17,1,17,17,17
31,90,7.5975e-05,1,7.5975e-05,7.5975e-05,7.5975e-05,723,1,723,723,723,18,1,18,18,18
31,90,7.5182e-05,1,7.5182e-05,7.5182e-05,7.5182e-05,709,1,709,709,709,17,1,17,17,17
31,90,7.6547e-05,1,7.6547e-05,7.6547e-05,7.6547e-05,713,1,713,713,713,17,1,17,17,17
31,90,7.5748e-05,1,7.5748e-05,7.5748e-05,7.5748e-05,732,1,732,732,732,18,1,18,18,18
31,90,7.8251e-05,1,7.8251e-05,7.8251e-05,7.8251e-05,705,1,705,705,705,17,1,17,17,17
31,90,7.5129e-05,1,7.5129e-05,7.5129e-05,7.5129e-05,679,1,679,679,679,15,1,15,15,15
31,90,7.4412e-05,1,7.4412e-05,7.4412e-05,7.4412e-05,696,1,696,696,696,18,1,18,18,18
31,90,7.4426e-05,1,7.4426e-05,7.4426e-05,7.4426e-05,699,1,699,699,699,18,1,18,18,18
31,90,7.6142e-05,1,7.6142e-05,7.6142e-05,7.6142e-05,727,1,727,727,727,17,1,17,17,17
31,90,7.6456e-05,1,7.6456e-05,7.6456e-05,7.6456e-05,741,1,741,741,741,18,1,18,18,18
31,90,7.6412e-05,1,7.6412e-05,7.6412e-05,7.6412e-05,733,1,733,733,733,17,1,17,17,17
31,90,7.6706e-05,1,7.6706e-05,7.6706e-05,7.6706e-05,740,1,740,740,740,18,1,18,18,18
31,90,7.5837e-05,1,7.5837e-05,7.5837e-05,7.5837e-05,691,1,691,691,691,16,1,16,16,16
31,90,7.572e-05,1,7.572e-05,7.572e-05,7.572e-05,712,1,712,712,712,17,1,17,17,17
31,90,7.6312e-05,1,7.6312e-05,7.6312e-05,7.6312e-05,693,1,693,693,693,16,1,16,16,16
